filename,dates,money_values,percentages,fuel_types,product_codes,policy_actions,legal_references,date_references,quantitative_measures,special_use_cases
1702_19-20(E)_text.txt,[],"['Rs. 40', 'Rs. 8', 'Rs. 8', 'Rs. 8', 'Rs. 4,000', 'Rs. 3,465', 'Rs. 6,973', 'Rs. 9,811', 'Rs. 12,108', 'Rs. 15,000', 'Rs. 400', 'Rs. 400', 'Rs. 400', 'Rs. 25', 'Rs. 2.50', 'Rs. 367,500', 'Rs. 218,500', 'Rs. 109,000', 'Rs. 218,500', 'Rs. 146,000', 'Rs. 109,000', 'Rs. 146,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 331,000', 'Rs. 331,000', 'Rs. 331,000', 'Rs. 367,500', 'Rs. 367,500', 'Rs. 375,000', 'Rs. 367,500', 'Rs. 375,000', 'Rs. 380,000', 'Rs. 380,000', 'Rs. 380,000', 'Rs. 312,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 182,000', 'Rs. 291,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 146,000', 'Rs. 182,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 218,500', 'Rs. 218,000', 'Rs. 291,000', 'Rs. 291,000', 'Rs. 73,000', 'Rs. 73,000']","['70%', '70%', '5%', '5%', '5%', '5%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '20%', '17%', '30%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '102%', '102%', '33%', '33%', '68%', '68%', '28%', '28%', '23%', '23%', '38%', '38%', '8%', '8%', '8%', '8%', '8%', '38%', '38%', '8%', '38%', '38%', '43%', '43%', '8%', '43%', '43%', '8%', '43%', '43%', '47%', '47%', '8%', '43%', '8%', '47%', '47%', '24%', '58%', '58%', '8%', '47%', '47%', '24%', '58%', '58%', '78%', '78%', '40%', '78%', '78%', '40%', '78%', '78%', '73%', '73%', '15%', '15%', '73%', '73%', '73%', '73%', '114%', '114%', '73%', '114%', '114%', '124%', '124%', '124%', '114%', '114%', '124%', '124%', '138%', '138%', '138%', '138%', '138%', '138%', '64%', '12%', '12%', '22%', '22%', '32%', '32%', '12%', '12%', '17%', '17%', '22%', '22%', '12%', '12%', '32%', '32%', '24%', '24%', '24%', '24%', '24%', '24%', '24%', '24%', '24%', '24%', '24%', '24%']","Petroleum, Diesel, Petrol, Crude","87.03, 8703.23.51, 8703.31.70, 8703.32.51, 8703.32.59, 8703.32.71, 8703.32.79","Excise duty, Rescind, Rescinded, Order under Section 3","Excise (Special Provisions) Act, No. 13 of 1989, Excise, Act, Ministry of Finance, Made, Order under",rescinded,"%, per kg, cc, Rs.","Vehicles, Engine"
1703-01-20(E)_text.txt,"['th April  2011', 'st April  2011']",[],[],,,"Exempt, Order under Section 3","Act, Ministry of Finance, Levy, Order under",,"%, rupees",Import
1706_03-20(E)_text.txt,[],"['Rs. 367,500', 'Rs. 218,500', 'Rs. 109,000', 'Rs. 218,500', 'Rs. 146,000', 'Rs. 109,000', 'Rs.380,000', 'Rs.380,000', 'Rs.367,500', 'Rs.380,000', 'Rs.380,000', 'Rs.218,500', 'Rs.380,000', 'Rs.380,000', 'Rs.109,000', 'Rs.218,000', 'Rs.218,000', 'Rs.218,500', 'Rs.218,000', 'Rs.218,000', 'Rs.146,000', 'Rs.218,000', 'Rs.218,000', 'Rs.109,000']","['102%', '102%', '33%', '33%', '68%', '68%', '28%', '28%', '138%', '138%', '102%', '138%', '102%', '138%', '138%', '33%', '138%', '33%', '138%', '138%', '138%', '78%', '78%', '68%', '78%', '68%', '78%', '78%', '28%', '78%', '28%', '78%', '78%', '78%']",Diesel,87.03,"Excise duty, Order under Section 3","Excise, Act, Ministry of Finance, Order under",,"%, Rs.","Vehicles, Engine"
1708_21-20(E)_text.txt,[],[],"['30%', '30%', '12%', '26%']","Diesel, Petrol","HS Code, 87.03, 8703.31.70, 8703.32.51, 8703.32.59, 8703.32.71, 8703.32.79","Excise duty, Exempt, Exemption, Concession, Concessionary rates, Specific concessions, Rescind, Rescinded, Amendment, Order under Section 3, Order under Section 3C","Excise (Special Provisions) Act, No. 13 of 1989, Excise, Act, Ministry of Finance, Secretary to the Treasury, Director General of Excise, Circular No., Made, Order under","Gazette No., rescinded","%, cc, Rs.","Disaster, Reconstruction, Ship stores, Funeral undertakers, Primary holder of Sri Lanka Nation Building Bond, SLNBB, Financial leasing, Consolidated Fund, Vehicles, Import"
1733_1_E_text.txt,[],"['Rs. 40', 'Rs. 8', 'Rs. 8', 'Rs. 8', 'Rs. 4,000', 'Rs. 3,465', 'Rs. 7,540', 'Rs. 10,381', 'Rs. 13,243', 'Rs. 16,400', 'Rs. 400', 'Rs. 400', 'Rs. 400', 'Rs. 25', 'Rs. 2.50', 'Rs. 380,000', 'Rs. 380,000', 'Rs. 367,500', 'Rs. 380,000', 'Rs. 380,000', 'Rs. 218,500', 'Rs. 380,000', 'Rs. 380,000', 'Rs. 109,000', 'Rs.218,000', 'Rs.218,000', 'Rs. 218,500', 'Rs.218,000', 'Rs.218,000', 'Rs. 146,000', 'Rs.218,000', 'Rs.218,000', 'Rs. 109,000', 'Rs. 146,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 218,000', 'Rs. 331,000', 'Rs. 331,000', 'Rs. 367,500', 'Rs. 375,000', 'Rs. 367,500', 'Rs. 375,000', 'Rs. 380,000', 'Rs. 380,000', 'Rs. 380,000', 'Rs. 312,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 182,000', 'Rs. 291,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 146,000', 'Rs. 182,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 109,000', 'Rs. 218,500', 'Rs. 218,000', 'Rs. 291,000', 'Rs. 291,000', 'Rs. 73,000', 'Rs. 73,000']","['70%', '70%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '17%', '20%', '17%', '30%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '25%', '138%', '138%', '102%', '138%', '102%', '138%', '138%', '33%', '138%', '33%', '138%', '138%', '138%', '78%', '78%', '68%', '78%', '68%', '78%', '78%', '28%', '78%', '28%', '78%', '78%', '78%', '23%', '23%', '38%', '38%', '8%', '8%', '8%', '8%', '8%', '8%', '38%', '38%', '8%', '38%', '38%', '43%', '43%', '8%', '43%', '43%', '8%', '43%', '43%', '47%', '47%', '8%', '43%', '8%', '47%', '47%', '24%', '58%', '58%', '8%', '47%', '47%', '24%', '58%', '58%', '78%', '78%', '40%', '78%', '78%', '40%', '78%', '78%', '73%', '73%', '15%', '15%', '73%', '73%', '73%', '73%', '114%', '114%', '73%', '114%', '114%', '124%', '124%', '124%', '114%', '114%', '124%', '124%', '138%', '138%', '138%', '138%', '138%', '138%', '64%', '12%', '12%', '22%', '22%', '32%', '32%', '12%', '12%', '17%', '17%', '22%', '22%', '12%', '12%', '32%', '32%', '24%', '24%', '24%', '24%', '24%', '24%', '24%', '24%', '24%', '24%', '24%']","Petroleum, Diesel, Petrol, Crude","87.03, 8703.23.51, 8703.31.70, 8703.32.51, 8703.32.59, 8703.32.71, 8703.32.79","Excise duty, Rescind, Rescinded, Order under Section 3","Excise, Act, Ministry of Finance, Made, Order under",rescinded,"%, per kg, cc, Rs.","Vehicles, Engine"
