filename,acts_count,rescinded_flag,special_case_weight,impact,most_relevant_money,most_relevant_percent,fuel_related_flag,effective_date
1747-01-E_text.txt,11,1,18,1,8703.32,50.0,1,January 1747
1751-28E_text.txt,2,0,3,0,1585810.0,173.0,1,
1757-03-E_text.txt,3,0,5,1,2012.0,2.0,0,March 1757
Excise20121109_text.txt,4,1,3,0,14488.0,173.0,1,November 2012
pal20121109_text.txt,3,0,3,1,9405.5,2.5,0,December 2011
sclChanges20121109_text.txt,2,1,3,0,9011.0,,1,November 2012
