,Adjusted Savings: Carbon Dioxide Damage
Region,Sri Lanka
Subnational,
Frequency,Weekly beginning at Monday
Unit,USD mn
Source,World Bank
Status,Active
Series ID,268441702
SR Code,SR5444103
Trade Code,
Mnemonic,
Function Description,DISAGGREGATE(Weekly; Sunday; Distribute)
First Obs. Date,01/01/1990
Last Obs. Date,12/27/2021
Last Update Time,19/12/2023
Series remarks,"Cost of damage due to carbon dioxide emissions from fossil fuel use and the manufacture of cement, estimated to be US$40 per ton of CO2 (the unit damage in 2017 US dollars for CO2 emitted in 2020) times the number of tons of CO2 emitted.;World Bank staff estimates based on sources and methods described in the World Bank's The Changing Wealth of Nations.;;"
Suggestions,
Mean,7.512237900125779
Variance,34.175314854342695
Standard Deviation,5.845965690486277
Skewness,0.8770491442692123
Kurtosis,-0.40411583817369534
Coefficient Variation,0.7781923001118477
Min,0.8779543418867924
Max,21.227391911153845
Median,6.255040609615384
Sum,
Subtract,
03/01/2004,5.46045282961539
03/08/2004,5.46045282961539
03/15/2004,5.46045282961539
03/22/2004,5.46045282961539
03/29/2004,5.46045282961539
04/05/2004,5.46045282961539
04/12/2004,5.46045282961539
04/19/2004,5.46045282961539
04/26/2004,5.46045282961539
05/03/2004,5.46045282961539
05/10/2004,5.46045282961539
05/17/2004,5.46045282961539
05/24/2004,5.46045282961539
05/31/2004,5.46045282961539
06/07/2004,5.46045282961539
06/14/2004,5.46045282961539
06/21/2004,5.46045282961539
06/28/2004,5.46045282961539
07/05/2004,5.46045282961539
07/12/2004,5.46045282961539
07/19/2004,5.46045282961539
07/26/2004,5.46045282961539
08/02/2004,5.46045282961539
08/09/2004,5.46045282961539
08/16/2004,5.46045282961539
08/23/2004,5.46045282961539
08/30/2004,5.46045282961539
09/06/2004,5.46045282961539
09/13/2004,5.46045282961539
09/20/2004,5.46045282961539
09/27/2004,5.46045282961539
10/04/2004,5.46045282961539
10/11/2004,5.46045282961539
10/18/2004,5.46045282961539
10/25/2004,5.46045282961539
11/01/2004,5.46045282961539
11/08/2004,5.46045282961539
11/15/2004,5.46045282961539
11/22/2004,5.46045282961539
11/29/2004,5.46045282961539
12/06/2004,5.46045282961539
12/13/2004,5.46045282961539
12/20/2004,5.46045282961539
12/27/2004,5.46045282961539
01/03/2005,6.25504060961538
01/10/2005,6.25504060961538
01/17/2005,6.25504060961538
01/24/2005,6.25504060961538
01/31/2005,6.25504060961538
02/07/2005,6.25504060961538
02/14/2005,6.25504060961538
02/21/2005,6.25504060961538
02/28/2005,6.25504060961538
03/07/2005,6.25504060961538
03/14/2005,6.25504060961538
03/21/2005,6.25504060961538
03/28/2005,6.25504060961538
04/04/2005,6.25504060961538
04/11/2005,6.25504060961538
04/18/2005,6.25504060961538
04/25/2005,6.25504060961538
05/02/2005,6.25504060961538
05/09/2005,6.25504060961538
05/16/2005,6.25504060961538
05/23/2005,6.25504060961538
05/30/2005,6.25504060961538
06/06/2005,6.25504060961538
06/13/2005,6.25504060961538
06/20/2005,6.25504060961538
06/27/2005,6.25504060961538
07/04/2005,6.25504060961538
07/11/2005,6.25504060961538
07/18/2005,6.25504060961538
07/25/2005,6.25504060961538
08/01/2005,6.25504060961538
08/08/2005,6.25504060961538
08/15/2005,6.25504060961538
08/22/2005,6.25504060961538
08/29/2005,6.25504060961538
09/05/2005,6.25504060961538
09/12/2005,6.25504060961538
09/19/2005,6.25504060961538
09/26/2005,6.25504060961538
10/03/2005,6.25504060961538
10/10/2005,6.25504060961538
10/17/2005,6.25504060961538
10/24/2005,6.25504060961538
10/31/2005,6.25504060961538
11/07/2005,6.25504060961538
11/14/2005,6.25504060961538
11/21/2005,6.25504060961538
11/28/2005,6.25504060961538
12/05/2005,6.25504060961538
12/12/2005,6.25504060961538
12/19/2005,6.25504060961538
12/26/2005,6.25504060961538
01/02/2006,5.84798023365385
01/09/2006,5.84798023365385
01/16/2006,5.84798023365385
01/23/2006,5.84798023365385
01/30/2006,5.84798023365385
02/06/2006,5.84798023365385
02/13/2006,5.84798023365385
02/20/2006,5.84798023365385
02/27/2006,5.84798023365385
03/06/2006,5.84798023365385
03/13/2006,5.84798023365385
03/20/2006,5.84798023365385
03/27/2006,5.84798023365385
04/03/2006,5.84798023365385
04/10/2006,5.84798023365385
04/17/2006,5.84798023365385
04/24/2006,5.84798023365385
05/01/2006,5.84798023365385
05/08/2006,5.84798023365385
05/15/2006,5.84798023365385
05/22/2006,5.84798023365385
05/29/2006,5.84798023365385
06/05/2006,5.84798023365385
06/12/2006,5.84798023365385
06/19/2006,5.84798023365385
06/26/2006,5.84798023365385
07/03/2006,5.84798023365385
07/10/2006,5.84798023365385
07/17/2006,5.84798023365385
07/24/2006,5.84798023365385
07/31/2006,5.84798023365385
08/07/2006,5.84798023365385
08/14/2006,5.84798023365385
08/21/2006,5.84798023365385
08/28/2006,5.84798023365385
09/04/2006,5.84798023365385
09/11/2006,5.84798023365385
09/18/2006,5.84798023365385
09/25/2006,5.84798023365385
10/02/2006,5.84798023365385
10/09/2006,5.84798023365385
10/16/2006,5.84798023365385
10/23/2006,5.84798023365385
10/30/2006,5.84798023365385
11/06/2006,5.84798023365385
11/13/2006,5.84798023365385
11/20/2006,5.84798023365385
11/27/2006,5.84798023365385
12/04/2006,5.84798023365385
12/11/2006,5.84798023365385
12/18/2006,5.84798023365385
12/25/2006,5.84798023365385
01/01/2007,6.60352162339623
01/08/2007,6.60352162339623
01/15/2007,6.60352162339623
01/22/2007,6.60352162339623
01/29/2007,6.60352162339623
02/05/2007,6.60352162339623
02/12/2007,6.60352162339623
02/19/2007,6.60352162339623
02/26/2007,6.60352162339623
03/05/2007,6.60352162339623
03/12/2007,6.60352162339623
03/19/2007,6.60352162339623
03/26/2007,6.60352162339623
04/02/2007,6.60352162339623
04/09/2007,6.60352162339623
04/16/2007,6.60352162339623
04/23/2007,6.60352162339623
04/30/2007,6.60352162339623
05/07/2007,6.60352162339623
05/14/2007,6.60352162339623
05/21/2007,6.60352162339623
05/28/2007,6.60352162339623
06/04/2007,6.60352162339623
06/11/2007,6.60352162339623
06/18/2007,6.60352162339623
06/25/2007,6.60352162339623
07/02/2007,6.60352162339623
07/09/2007,6.60352162339623
07/16/2007,6.60352162339623
07/23/2007,6.60352162339623
07/30/2007,6.60352162339623
08/06/2007,6.60352162339623
08/13/2007,6.60352162339623
08/20/2007,6.60352162339623
08/27/2007,6.60352162339623
09/03/2007,6.60352162339623
09/10/2007,6.60352162339623
09/17/2007,6.60352162339623
09/24/2007,6.60352162339623
10/01/2007,6.60352162339623
10/08/2007,6.60352162339623
10/15/2007,6.60352162339623
10/22/2007,6.60352162339623
10/29/2007,6.60352162339623
11/05/2007,6.60352162339623
11/12/2007,6.60352162339623
11/19/2007,6.60352162339623
11/26/2007,6.60352162339623
12/03/2007,6.60352162339623
12/10/2007,6.60352162339623
12/17/2007,6.60352162339623
12/24/2007,6.60352162339623
12/31/2007,6.60352162339623
01/07/2008,6.61137416461538
01/14/2008,6.61137416461538
01/21/2008,6.61137416461538
01/28/2008,6.61137416461538
02/04/2008,6.61137416461538
02/11/2008,6.61137416461538
02/18/2008,6.61137416461538
02/25/2008,6.61137416461538
03/03/2008,6.61137416461538
03/10/2008,6.61137416461538
03/17/2008,6.61137416461538
03/24/2008,6.61137416461538
03/31/2008,6.61137416461538
04/07/2008,6.61137416461538
04/14/2008,6.61137416461538
04/21/2008,6.61137416461538
04/28/2008,6.61137416461538
05/05/2008,6.61137416461538
05/12/2008,6.61137416461538
05/19/2008,6.61137416461538
05/26/2008,6.61137416461538
06/02/2008,6.61137416461538
06/09/2008,6.61137416461538
06/16/2008,6.61137416461538
06/23/2008,6.61137416461538
06/30/2008,6.61137416461538
07/07/2008,6.61137416461538
07/14/2008,6.61137416461538
07/21/2008,6.61137416461538
07/28/2008,6.61137416461538
08/04/2008,6.61137416461538
08/11/2008,6.61137416461538
08/18/2008,6.61137416461538
08/25/2008,6.61137416461538
09/01/2008,6.61137416461538
09/08/2008,6.61137416461538
09/15/2008,6.61137416461538
09/22/2008,6.61137416461538
09/29/2008,6.61137416461538
10/06/2008,6.61137416461538
10/13/2008,6.61137416461538
10/20/2008,6.61137416461538
10/27/2008,6.61137416461538
11/03/2008,6.61137416461538
11/10/2008,6.61137416461538
11/17/2008,6.61137416461538
11/24/2008,6.61137416461538
12/01/2008,6.61137416461538
12/08/2008,6.61137416461538
12/15/2008,6.61137416461538
12/22/2008,6.61137416461538
12/29/2008,6.61137416461538
01/05/2009,6.52728444403846
01/12/2009,6.52728444403846
01/19/2009,6.52728444403846
01/26/2009,6.52728444403846
02/02/2009,6.52728444403846
02/09/2009,6.52728444403846
02/16/2009,6.52728444403846
02/23/2009,6.52728444403846
03/02/2009,6.52728444403846
03/09/2009,6.52728444403846
03/16/2009,6.52728444403846
03/23/2009,6.52728444403846
03/30/2009,6.52728444403846
04/06/2009,6.52728444403846
04/13/2009,6.52728444403846
04/20/2009,6.52728444403846
04/27/2009,6.52728444403846
05/04/2009,6.52728444403846
05/11/2009,6.52728444403846
05/18/2009,6.52728444403846
05/25/2009,6.52728444403846
06/01/2009,6.52728444403846
06/08/2009,6.52728444403846
06/15/2009,6.52728444403846
06/22/2009,6.52728444403846
06/29/2009,6.52728444403846
07/06/2009,6.52728444403846
07/13/2009,6.52728444403846
07/20/2009,6.52728444403846
07/27/2009,6.52728444403846
08/03/2009,6.52728444403846
08/10/2009,6.52728444403846
08/17/2009,6.52728444403846
08/24/2009,6.52728444403846
08/31/2009,6.52728444403846
09/07/2009,6.52728444403846
09/14/2009,6.52728444403846
09/21/2009,6.52728444403846
09/28/2009,6.52728444403846
10/05/2009,6.52728444403846
10/12/2009,6.52728444403846
10/19/2009,6.52728444403846
10/26/2009,6.52728444403846
11/02/2009,6.52728444403846
11/09/2009,6.52728444403846
11/16/2009,6.52728444403846
11/23/2009,6.52728444403846
11/30/2009,6.52728444403846
12/07/2009,6.52728444403846
12/14/2009,6.52728444403846
12/21/2009,6.52728444403846
12/28/2009,6.52728444403846
01/04/2010,7.18303119192308
01/11/2010,7.18303119192308
01/18/2010,7.18303119192308
01/25/2010,7.18303119192308
02/01/2010,7.18303119192308
02/08/2010,7.18303119192308
02/15/2010,7.18303119192308
02/22/2010,7.18303119192308
03/01/2010,7.18303119192308
03/08/2010,7.18303119192308
03/15/2010,7.18303119192308
03/22/2010,7.18303119192308
03/29/2010,7.18303119192308
04/05/2010,7.18303119192308
04/12/2010,7.18303119192308
04/19/2010,7.18303119192308
04/26/2010,7.18303119192308
05/03/2010,7.18303119192308
05/10/2010,7.18303119192308
05/17/2010,7.18303119192308
05/24/2010,7.18303119192308
05/31/2010,7.18303119192308
06/07/2010,7.18303119192308
06/14/2010,7.18303119192308
06/21/2010,7.18303119192308
06/28/2010,7.18303119192308
07/05/2010,7.18303119192308
07/12/2010,7.18303119192308
07/19/2010,7.18303119192308
07/26/2010,7.18303119192308
08/02/2010,7.18303119192308
08/09/2010,7.18303119192308
08/16/2010,7.18303119192308
08/23/2010,7.18303119192308
08/30/2010,7.18303119192308
09/06/2010,7.18303119192308
09/13/2010,7.18303119192308
09/20/2010,7.18303119192308
09/27/2010,7.18303119192308
10/04/2010,7.18303119192308
10/11/2010,7.18303119192308
10/18/2010,7.18303119192308
10/25/2010,7.18303119192308
11/01/2010,7.18303119192308
11/08/2010,7.18303119192308
11/15/2010,7.18303119192308
11/22/2010,7.18303119192308
11/29/2010,7.18303119192308
12/06/2010,7.18303119192308
12/13/2010,7.18303119192308
12/20/2010,7.18303119192308
12/27/2010,7.18303119192308
01/03/2011,8.84526405442308
01/10/2011,8.84526405442308
01/17/2011,8.84526405442308
01/24/2011,8.84526405442308
01/31/2011,8.84526405442308
02/07/2011,8.84526405442308
02/14/2011,8.84526405442308
02/21/2011,8.84526405442308
02/28/2011,8.84526405442308
03/07/2011,8.84526405442308
03/14/2011,8.84526405442308
03/21/2011,8.84526405442308
03/28/2011,8.84526405442308
04/04/2011,8.84526405442308
04/11/2011,8.84526405442308
04/18/2011,8.84526405442308
04/25/2011,8.84526405442308
05/02/2011,8.84526405442308
05/09/2011,8.84526405442308
05/16/2011,8.84526405442308
05/23/2011,8.84526405442308
05/30/2011,8.84526405442308
06/06/2011,8.84526405442308
06/13/2011,8.84526405442308
06/20/2011,8.84526405442308
06/27/2011,8.84526405442308
07/04/2011,8.84526405442308
07/11/2011,8.84526405442308
07/18/2011,8.84526405442308
07/25/2011,8.84526405442308
08/01/2011,8.84526405442308
08/08/2011,8.84526405442308
08/15/2011,8.84526405442308
08/22/2011,8.84526405442308
08/29/2011,8.84526405442308
09/05/2011,8.84526405442308
09/12/2011,8.84526405442308
09/19/2011,8.84526405442308
09/26/2011,8.84526405442308
10/03/2011,8.84526405442308
10/10/2011,8.84526405442308
10/17/2011,8.84526405442308
10/24/2011,8.84526405442308
10/31/2011,8.84526405442308
11/07/2011,8.84526405442308
11/14/2011,8.84526405442308
11/21/2011,8.84526405442308
11/28/2011,8.84526405442308
12/05/2011,8.84526405442308
12/12/2011,8.84526405442308
12/19/2011,8.84526405442308
12/26/2011,8.84526405442308
01/02/2012,9.87793075018868
01/09/2012,9.87793075018868
01/16/2012,9.87793075018868
01/23/2012,9.87793075018868
01/30/2012,9.87793075018868
02/06/2012,9.87793075018868
02/13/2012,9.87793075018868
02/20/2012,9.87793075018868
02/27/2012,9.87793075018868
03/05/2012,9.87793075018868
03/12/2012,9.87793075018868
03/19/2012,9.87793075018868
03/26/2012,9.87793075018868
04/02/2012,9.87793075018868
04/09/2012,9.87793075018868
04/16/2012,9.87793075018868
04/23/2012,9.87793075018868
04/30/2012,9.87793075018868
05/07/2012,9.87793075018868
05/14/2012,9.87793075018868
05/21/2012,9.87793075018868
05/28/2012,9.87793075018868
06/04/2012,9.87793075018868
06/11/2012,9.87793075018868
06/18/2012,9.87793075018868
06/25/2012,9.87793075018868
07/02/2012,9.87793075018868
07/09/2012,9.87793075018868
07/16/2012,9.87793075018868
07/23/2012,9.87793075018868
07/30/2012,9.87793075018868
08/06/2012,9.87793075018868
08/13/2012,9.87793075018868
08/20/2012,9.87793075018868
08/27/2012,9.87793075018868
09/03/2012,9.87793075018868
09/10/2012,9.87793075018868
09/17/2012,9.87793075018868
09/24/2012,9.87793075018868
10/01/2012,9.87793075018868
10/08/2012,9.87793075018868
10/15/2012,9.87793075018868
10/22/2012,9.87793075018868
10/29/2012,9.87793075018868
11/05/2012,9.87793075018868
11/12/2012,9.87793075018868
11/19/2012,9.87793075018868
11/26/2012,9.87793075018868
12/03/2012,9.87793075018868
12/10/2012,9.87793075018868
12/17/2012,9.87793075018868
12/24/2012,9.87793075018868
12/31/2012,9.87793075018868
01/07/2013,9.00137644634615
01/14/2013,9.00137644634615
01/21/2013,9.00137644634615
01/28/2013,9.00137644634615
02/04/2013,9.00137644634615
02/11/2013,9.00137644634615
02/18/2013,9.00137644634615
02/25/2013,9.00137644634615
03/04/2013,9.00137644634615
03/11/2013,9.00137644634615
03/18/2013,9.00137644634615
03/25/2013,9.00137644634615
04/01/2013,9.00137644634615
04/08/2013,9.00137644634615
04/15/2013,9.00137644634615
04/22/2013,9.00137644634615
04/29/2013,9.00137644634615
05/06/2013,9.00137644634615
05/13/2013,9.00137644634615
05/20/2013,9.00137644634615
05/27/2013,9.00137644634615
06/03/2013,9.00137644634615
06/10/2013,9.00137644634615
06/17/2013,9.00137644634615
06/24/2013,9.00137644634615
07/01/2013,9.00137644634615
07/08/2013,9.00137644634615
07/15/2013,9.00137644634615
07/22/2013,9.00137644634615
07/29/2013,9.00137644634615
08/05/2013,9.00137644634615
08/12/2013,9.00137644634615
08/19/2013,9.00137644634615
08/26/2013,9.00137644634615
09/02/2013,9.00137644634615
09/09/2013,9.00137644634615
09/16/2013,9.00137644634615
09/23/2013,9.00137644634615
09/30/2013,9.00137644634615
10/07/2013,9.00137644634615
10/14/2013,9.00137644634615
10/21/2013,9.00137644634615
10/28/2013,9.00137644634615
11/04/2013,9.00137644634615
11/11/2013,9.00137644634615
11/18/2013,9.00137644634615
11/25/2013,9.00137644634615
12/02/2013,9.00137644634615
12/09/2013,9.00137644634615
12/16/2013,9.00137644634615
12/23/2013,9.00137644634615
12/30/2013,9.00137644634615
01/06/2014,11.3962564478846
01/13/2014,11.3962564478846
01/20/2014,11.3962564478846
01/27/2014,11.3962564478846
02/03/2014,11.3962564478846
02/10/2014,11.3962564478846
02/17/2014,11.3962564478846
02/24/2014,11.3962564478846
03/03/2014,11.3962564478846
03/10/2014,11.3962564478846
03/17/2014,11.3962564478846
03/24/2014,11.3962564478846
03/31/2014,11.3962564478846
04/07/2014,11.3962564478846
04/14/2014,11.3962564478846
04/21/2014,11.3962564478846
04/28/2014,11.3962564478846
05/05/2014,11.3962564478846
05/12/2014,11.3962564478846
05/19/2014,11.3962564478846
05/26/2014,11.3962564478846
06/02/2014,11.3962564478846
06/09/2014,11.3962564478846
06/16/2014,11.3962564478846
06/23/2014,11.3962564478846
06/30/2014,11.3962564478846
07/07/2014,11.3962564478846
07/14/2014,11.3962564478846
07/21/2014,11.3962564478846
07/28/2014,11.3962564478846
08/04/2014,11.3962564478846
08/11/2014,11.3962564478846
08/18/2014,11.3962564478846
08/25/2014,11.3962564478846
09/01/2014,11.3962564478846
09/08/2014,11.3962564478846
09/15/2014,11.3962564478846
09/22/2014,11.3962564478846
09/29/2014,11.3962564478846
10/06/2014,11.3962564478846
10/13/2014,11.3962564478846
10/20/2014,11.3962564478846
10/27/2014,11.3962564478846
11/03/2014,11.3962564478846
11/10/2014,11.3962564478846
11/17/2014,11.3962564478846
11/24/2014,11.3962564478846
12/01/2014,11.3962564478846
12/08/2014,11.3962564478846
12/15/2014,11.3962564478846
12/22/2014,11.3962564478846
12/29/2014,11.3962564478846
01/05/2015,13.6148964446154
01/12/2015,13.6148964446154
01/19/2015,13.6148964446154
01/26/2015,13.6148964446154
02/02/2015,13.6148964446154
02/09/2015,13.6148964446154
02/16/2015,13.6148964446154
02/23/2015,13.6148964446154
03/02/2015,13.6148964446154
03/09/2015,13.6148964446154
03/16/2015,13.6148964446154
03/23/2015,13.6148964446154
03/30/2015,13.6148964446154
04/06/2015,13.6148964446154
04/13/2015,13.6148964446154
04/20/2015,13.6148964446154
04/27/2015,13.6148964446154
05/04/2015,13.6148964446154
05/11/2015,13.6148964446154
05/18/2015,13.6148964446154
05/25/2015,13.6148964446154
06/01/2015,13.6148964446154
06/08/2015,13.6148964446154
06/15/2015,13.6148964446154
06/22/2015,13.6148964446154
06/29/2015,13.6148964446154
07/06/2015,13.6148964446154
07/13/2015,13.6148964446154
07/20/2015,13.6148964446154
07/27/2015,13.6148964446154
08/03/2015,13.6148964446154
08/10/2015,13.6148964446154
08/17/2015,13.6148964446154
08/24/2015,13.6148964446154
08/31/2015,13.6148964446154
09/07/2015,13.6148964446154
09/14/2015,13.6148964446154
09/21/2015,13.6148964446154
09/28/2015,13.6148964446154
10/05/2015,13.6148964446154
10/12/2015,13.6148964446154
10/19/2015,13.6148964446154
10/26/2015,13.6148964446154
11/02/2015,13.6148964446154
11/09/2015,13.6148964446154
11/16/2015,13.6148964446154
11/23/2015,13.6148964446154
11/30/2015,13.6148964446154
12/07/2015,13.6148964446154
12/14/2015,13.6148964446154
12/21/2015,13.6148964446154
12/28/2015,13.6148964446154
01/04/2016,15.1450076230769
01/11/2016,15.1450076230769
01/18/2016,15.1450076230769
01/25/2016,15.1450076230769
02/01/2016,15.1450076230769
02/08/2016,15.1450076230769
02/15/2016,15.1450076230769
02/22/2016,15.1450076230769
02/29/2016,15.1450076230769
03/07/2016,15.1450076230769
03/14/2016,15.1450076230769
03/21/2016,15.1450076230769
03/28/2016,15.1450076230769
04/04/2016,15.1450076230769
04/11/2016,15.1450076230769
04/18/2016,15.1450076230769
04/25/2016,15.1450076230769
05/02/2016,15.1450076230769
05/09/2016,15.1450076230769
05/16/2016,15.1450076230769
05/23/2016,15.1450076230769
05/30/2016,15.1450076230769
06/06/2016,15.1450076230769
06/13/2016,15.1450076230769
06/20/2016,15.1450076230769
06/27/2016,15.1450076230769
07/04/2016,15.1450076230769
07/11/2016,15.1450076230769
07/18/2016,15.1450076230769
07/25/2016,15.1450076230769
08/01/2016,15.1450076230769
08/08/2016,15.1450076230769
08/15/2016,15.1450076230769
08/22/2016,15.1450076230769
08/29/2016,15.1450076230769
09/05/2016,15.1450076230769
09/12/2016,15.1450076230769
09/19/2016,15.1450076230769
09/26/2016,15.1450076230769
10/03/2016,15.1450076230769
10/10/2016,15.1450076230769
10/17/2016,15.1450076230769
10/24/2016,15.1450076230769
10/31/2016,15.1450076230769
11/07/2016,15.1450076230769
11/14/2016,15.1450076230769
11/21/2016,15.1450076230769
11/28/2016,15.1450076230769
12/05/2016,15.1450076230769
12/12/2016,15.1450076230769
12/19/2016,15.1450076230769
12/26/2016,15.1450076230769
01/02/2017,16.8089098294231
01/09/2017,16.8089098294231
01/16/2017,16.8089098294231
01/23/2017,16.8089098294231
01/30/2017,16.8089098294231
02/06/2017,16.8089098294231
02/13/2017,16.8089098294231
02/20/2017,16.8089098294231
02/27/2017,16.8089098294231
03/06/2017,16.8089098294231
03/13/2017,16.8089098294231
03/20/2017,16.8089098294231
03/27/2017,16.8089098294231
04/03/2017,16.8089098294231
04/10/2017,16.8089098294231
04/17/2017,16.8089098294231
04/24/2017,16.8089098294231
05/01/2017,16.8089098294231
05/08/2017,16.8089098294231
05/15/2017,16.8089098294231
05/22/2017,16.8089098294231
05/29/2017,16.8089098294231
06/05/2017,16.8089098294231
06/12/2017,16.8089098294231
06/19/2017,16.8089098294231
06/26/2017,16.8089098294231
07/03/2017,16.8089098294231
07/10/2017,16.8089098294231
07/17/2017,16.8089098294231
07/24/2017,16.8089098294231
07/31/2017,16.8089098294231
08/07/2017,16.8089098294231
08/14/2017,16.8089098294231
08/21/2017,16.8089098294231
08/28/2017,16.8089098294231
09/04/2017,16.8089098294231
09/11/2017,16.8089098294231
09/18/2017,16.8089098294231
09/25/2017,16.8089098294231
10/02/2017,16.8089098294231
10/09/2017,16.8089098294231
10/16/2017,16.8089098294231
10/23/2017,16.8089098294231
10/30/2017,16.8089098294231
11/06/2017,16.8089098294231
11/13/2017,16.8089098294231
11/20/2017,16.8089098294231
11/27/2017,16.8089098294231
12/04/2017,16.8089098294231
12/11/2017,16.8089098294231
12/18/2017,16.8089098294231
12/25/2017,16.8089098294231
01/01/2018,16.0337172437736
01/08/2018,16.0337172437736
01/15/2018,16.0337172437736
01/22/2018,16.0337172437736
01/29/2018,16.0337172437736
02/05/2018,16.0337172437736
02/12/2018,16.0337172437736
02/19/2018,16.0337172437736
02/26/2018,16.0337172437736
03/05/2018,16.0337172437736
03/12/2018,16.0337172437736
03/19/2018,16.0337172437736
03/26/2018,16.0337172437736
04/02/2018,16.0337172437736
04/09/2018,16.0337172437736
04/16/2018,16.0337172437736
04/23/2018,16.0337172437736
04/30/2018,16.0337172437736
05/07/2018,16.0337172437736
05/14/2018,16.0337172437736
05/21/2018,16.0337172437736
05/28/2018,16.0337172437736
06/04/2018,16.0337172437736
06/11/2018,16.0337172437736
06/18/2018,16.0337172437736
06/25/2018,16.0337172437736
07/02/2018,16.0337172437736
07/09/2018,16.0337172437736
07/16/2018,16.0337172437736
07/23/2018,16.0337172437736
07/30/2018,16.0337172437736
08/06/2018,16.0337172437736
08/13/2018,16.0337172437736
08/20/2018,16.0337172437736
08/27/2018,16.0337172437736
09/03/2018,16.0337172437736
09/10/2018,16.0337172437736
09/17/2018,16.0337172437736
09/24/2018,16.0337172437736
10/01/2018,16.0337172437736
10/08/2018,16.0337172437736
10/15/2018,16.0337172437736
10/22/2018,16.0337172437736
10/29/2018,16.0337172437736
11/05/2018,16.0337172437736
11/12/2018,16.0337172437736
11/19/2018,16.0337172437736
11/26/2018,16.0337172437736
12/03/2018,16.0337172437736
12/10/2018,16.0337172437736
12/17/2018,16.0337172437736
12/24/2018,16.0337172437736
12/31/2018,16.0337172437736
01/07/2019,18.6485146934615
01/14/2019,18.6485146934615
01/21/2019,18.6485146934615
01/28/2019,18.6485146934615
02/04/2019,18.6485146934615
02/11/2019,18.6485146934615
02/18/2019,18.6485146934615
02/25/2019,18.6485146934615
03/04/2019,18.6485146934615
03/11/2019,18.6485146934615
03/18/2019,18.6485146934615
03/25/2019,18.6485146934615
04/01/2019,18.6485146934615
04/08/2019,18.6485146934615
04/15/2019,18.6485146934615
04/22/2019,18.6485146934615
04/29/2019,18.6485146934615
05/06/2019,18.6485146934615
05/13/2019,18.6485146934615
05/20/2019,18.6485146934615
05/27/2019,18.6485146934615
06/03/2019,18.6485146934615
06/10/2019,18.6485146934615
06/17/2019,18.6485146934615
06/24/2019,18.6485146934615
07/01/2019,18.6485146934615
07/08/2019,18.6485146934615
07/15/2019,18.6485146934615
07/22/2019,18.6485146934615
07/29/2019,18.6485146934615
08/05/2019,18.6485146934615
08/12/2019,18.6485146934615
08/19/2019,18.6485146934615
08/26/2019,18.6485146934615
09/02/2019,18.6485146934615
09/09/2019,18.6485146934615
09/16/2019,18.6485146934615
09/23/2019,18.6485146934615
09/30/2019,18.6485146934615
10/07/2019,18.6485146934615
10/14/2019,18.6485146934615
10/21/2019,18.6485146934615
10/28/2019,18.6485146934615
11/04/2019,18.6485146934615
11/11/2019,18.6485146934615
11/18/2019,18.6485146934615
11/25/2019,18.6485146934615
12/02/2019,18.6485146934615
12/09/2019,18.6485146934615
12/16/2019,18.6485146934615
12/23/2019,18.6485146934615
12/30/2019,18.6485146934615
01/06/2020,18.9348600630769
01/13/2020,18.9348600630769
01/20/2020,18.9348600630769
01/27/2020,18.9348600630769
02/03/2020,18.9348600630769
02/10/2020,18.9348600630769
02/17/2020,18.9348600630769
02/24/2020,18.9348600630769
03/02/2020,18.9348600630769
03/09/2020,18.9348600630769
03/16/2020,18.9348600630769
03/23/2020,18.9348600630769
03/30/2020,18.9348600630769
04/06/2020,18.9348600630769
04/13/2020,18.9348600630769
04/20/2020,18.9348600630769
04/27/2020,18.9348600630769
05/04/2020,18.9348600630769
05/11/2020,18.9348600630769
05/18/2020,18.9348600630769
05/25/2020,18.9348600630769
06/01/2020,18.9348600630769
06/08/2020,18.9348600630769
06/15/2020,18.9348600630769
06/22/2020,18.9348600630769
06/29/2020,18.9348600630769
07/06/2020,18.9348600630769
07/13/2020,18.9348600630769
07/20/2020,18.9348600630769
07/27/2020,18.9348600630769
08/03/2020,18.9348600630769
08/10/2020,18.9348600630769
08/17/2020,18.9348600630769
08/24/2020,18.9348600630769
08/31/2020,18.9348600630769
09/07/2020,18.9348600630769
09/14/2020,18.9348600630769
09/21/2020,18.9348600630769
09/28/2020,18.9348600630769
10/05/2020,18.9348600630769
10/12/2020,18.9348600630769
10/19/2020,18.9348600630769
10/26/2020,18.9348600630769
11/02/2020,18.9348600630769
11/09/2020,18.9348600630769
11/16/2020,18.9348600630769
11/23/2020,18.9348600630769
11/30/2020,18.9348600630769
12/07/2020,18.9348600630769
12/14/2020,18.9348600630769
12/21/2020,18.9348600630769
12/28/2020,18.9348600630769
01/04/2021,21.2273919111538
01/11/2021,21.2273919111538
01/18/2021,21.2273919111538
01/25/2021,21.2273919111538
02/01/2021,21.2273919111538
02/08/2021,21.2273919111538
02/15/2021,21.2273919111538
02/22/2021,21.2273919111538
03/01/2021,21.2273919111538
03/08/2021,21.2273919111538
03/15/2021,21.2273919111538
03/22/2021,21.2273919111538
03/29/2021,21.2273919111538
04/05/2021,21.2273919111538
04/12/2021,21.2273919111538
04/19/2021,21.2273919111538
04/26/2021,21.2273919111538
05/03/2021,21.2273919111538
05/10/2021,21.2273919111538
05/17/2021,21.2273919111538
05/24/2021,21.2273919111538
05/31/2021,21.2273919111538
