,"NN: Motor Vehicle Sales: CV: Asia, Oceania & Middle East: Sri Lanka"
Region,Sri Lanka
Subnational,
Frequency,Weekly beginning at Monday
Unit,Unit
Source,International Organization of Motor Vehicle Manufacturers
Status,Active
Series ID,284285604 (NNRAAAFJA)
SR Code,SR6704356
Trade Code,
Mnemonic,
Function Description,DISAGGREGATE(Weekly; Sunday; Distribute)
First Obs. Date,01/03/2005
Last Obs. Date,12/30/2019
Last Update Time,21/11/2023
Series remarks,
Suggestions,
Mean,45.42145593869731
Variance,1305.3831488112571
Standard Deviation,36.13008647666453
Skewness,2.455639458528984
Kurtosis,5.30545338934459
Coefficient Variation,0.7954409591235297
Min,19.23076923076923
Max,165.3846153846154
Median,28.30188679245283
Sum,
Subtract,
01/28/2008,34.6153846153846
02/04/2008,34.6153846153846
02/11/2008,34.6153846153846
02/18/2008,34.6153846153846
02/25/2008,34.6153846153846
03/03/2008,34.6153846153846
03/10/2008,34.6153846153846
03/17/2008,34.6153846153846
03/24/2008,34.6153846153846
03/31/2008,34.6153846153846
04/07/2008,34.6153846153846
04/14/2008,34.6153846153846
04/21/2008,34.6153846153846
04/28/2008,34.6153846153846
05/05/2008,34.6153846153846
05/12/2008,34.6153846153846
05/19/2008,34.6153846153846
05/26/2008,34.6153846153846
06/02/2008,34.6153846153846
06/09/2008,34.6153846153846
06/16/2008,34.6153846153846
06/23/2008,34.6153846153846
06/30/2008,34.6153846153846
07/07/2008,34.6153846153846
07/14/2008,34.6153846153846
07/21/2008,34.6153846153846
07/28/2008,34.6153846153846
08/04/2008,34.6153846153846
08/11/2008,34.6153846153846
08/18/2008,34.6153846153846
08/25/2008,34.6153846153846
09/01/2008,34.6153846153846
09/08/2008,34.6153846153846
09/15/2008,34.6153846153846
09/22/2008,34.6153846153846
09/29/2008,34.6153846153846
10/06/2008,34.6153846153846
10/13/2008,34.6153846153846
10/20/2008,34.6153846153846
10/27/2008,34.6153846153846
11/03/2008,34.6153846153846
11/10/2008,34.6153846153846
11/17/2008,34.6153846153846
11/24/2008,34.6153846153846
12/01/2008,34.6153846153846
12/08/2008,34.6153846153846
12/15/2008,34.6153846153846
12/22/2008,34.6153846153846
12/29/2008,34.6153846153846
01/05/2009,38.4615384615385
01/12/2009,38.4615384615385
01/19/2009,38.4615384615385
01/26/2009,38.4615384615385
02/02/2009,38.4615384615385
02/09/2009,38.4615384615385
02/16/2009,38.4615384615385
02/23/2009,38.4615384615385
03/02/2009,38.4615384615385
03/09/2009,38.4615384615385
03/16/2009,38.4615384615385
03/23/2009,38.4615384615385
03/30/2009,38.4615384615385
04/06/2009,38.4615384615385
04/13/2009,38.4615384615385
04/20/2009,38.4615384615385
04/27/2009,38.4615384615385
05/04/2009,38.4615384615385
05/11/2009,38.4615384615385
05/18/2009,38.4615384615385
05/25/2009,38.4615384615385
06/01/2009,38.4615384615385
06/08/2009,38.4615384615385
06/15/2009,38.4615384615385
06/22/2009,38.4615384615385
06/29/2009,38.4615384615385
07/06/2009,38.4615384615385
07/13/2009,38.4615384615385
07/20/2009,38.4615384615385
07/27/2009,38.4615384615385
08/03/2009,38.4615384615385
08/10/2009,38.4615384615385
08/17/2009,38.4615384615385
08/24/2009,38.4615384615385
08/31/2009,38.4615384615385
09/07/2009,38.4615384615385
09/14/2009,38.4615384615385
09/21/2009,38.4615384615385
09/28/2009,38.4615384615385
10/05/2009,38.4615384615385
10/12/2009,38.4615384615385
10/19/2009,38.4615384615385
10/26/2009,38.4615384615385
11/02/2009,38.4615384615385
11/09/2009,38.4615384615385
11/16/2009,38.4615384615385
11/23/2009,38.4615384615385
11/30/2009,38.4615384615385
12/07/2009,38.4615384615385
12/14/2009,38.4615384615385
12/21/2009,38.4615384615385
12/28/2009,38.4615384615385
01/04/2010,19.2307692307692
01/11/2010,19.2307692307692
01/18/2010,19.2307692307692
01/25/2010,19.2307692307692
02/01/2010,19.2307692307692
02/08/2010,19.2307692307692
02/15/2010,19.2307692307692
02/22/2010,19.2307692307692
03/01/2010,19.2307692307692
03/08/2010,19.2307692307692
03/15/2010,19.2307692307692
03/22/2010,19.2307692307692
03/29/2010,19.2307692307692
04/05/2010,19.2307692307692
04/12/2010,19.2307692307692
04/19/2010,19.2307692307692
04/26/2010,19.2307692307692
05/03/2010,19.2307692307692
05/10/2010,19.2307692307692
05/17/2010,19.2307692307692
05/24/2010,19.2307692307692
05/31/2010,19.2307692307692
06/07/2010,19.2307692307692
06/14/2010,19.2307692307692
06/21/2010,19.2307692307692
06/28/2010,19.2307692307692
07/05/2010,19.2307692307692
07/12/2010,19.2307692307692
07/19/2010,19.2307692307692
07/26/2010,19.2307692307692
08/02/2010,19.2307692307692
08/09/2010,19.2307692307692
08/16/2010,19.2307692307692
08/23/2010,19.2307692307692
08/30/2010,19.2307692307692
09/06/2010,19.2307692307692
09/13/2010,19.2307692307692
09/20/2010,19.2307692307692
09/27/2010,19.2307692307692
10/04/2010,19.2307692307692
10/11/2010,19.2307692307692
10/18/2010,19.2307692307692
10/25/2010,19.2307692307692
11/01/2010,19.2307692307692
11/08/2010,19.2307692307692
11/15/2010,19.2307692307692
11/22/2010,19.2307692307692
11/29/2010,19.2307692307692
12/06/2010,19.2307692307692
12/13/2010,19.2307692307692
12/20/2010,19.2307692307692
12/27/2010,19.2307692307692
01/03/2011,19.2307692307692
01/10/2011,19.2307692307692
01/17/2011,19.2307692307692
01/24/2011,19.2307692307692
01/31/2011,19.2307692307692
02/07/2011,19.2307692307692
02/14/2011,19.2307692307692
02/21/2011,19.2307692307692
02/28/2011,19.2307692307692
03/07/2011,19.2307692307692
03/14/2011,19.2307692307692
03/21/2011,19.2307692307692
03/28/2011,19.2307692307692
04/04/2011,19.2307692307692
04/11/2011,19.2307692307692
04/18/2011,19.2307692307692
04/25/2011,19.2307692307692
05/02/2011,19.2307692307692
05/09/2011,19.2307692307692
05/16/2011,19.2307692307692
05/23/2011,19.2307692307692
05/30/2011,19.2307692307692
06/06/2011,19.2307692307692
06/13/2011,19.2307692307692
06/20/2011,19.2307692307692
06/27/2011,19.2307692307692
07/04/2011,19.2307692307692
07/11/2011,19.2307692307692
07/18/2011,19.2307692307692
07/25/2011,19.2307692307692
08/01/2011,19.2307692307692
08/08/2011,19.2307692307692
08/15/2011,19.2307692307692
08/22/2011,19.2307692307692
08/29/2011,19.2307692307692
09/05/2011,19.2307692307692
09/12/2011,19.2307692307692
09/19/2011,19.2307692307692
09/26/2011,19.2307692307692
10/03/2011,19.2307692307692
10/10/2011,19.2307692307692
10/17/2011,19.2307692307692
10/24/2011,19.2307692307692
10/31/2011,19.2307692307692
11/07/2011,19.2307692307692
11/14/2011,19.2307692307692
11/21/2011,19.2307692307692
11/28/2011,19.2307692307692
12/05/2011,19.2307692307692
12/12/2011,19.2307692307692
12/19/2011,19.2307692307692
12/26/2011,19.2307692307692
01/02/2012,28.3018867924528
01/09/2012,28.3018867924528
01/16/2012,28.3018867924528
01/23/2012,28.3018867924528
01/30/2012,28.3018867924528
02/06/2012,28.3018867924528
02/13/2012,28.3018867924528
02/20/2012,28.3018867924528
02/27/2012,28.3018867924528
03/05/2012,28.3018867924528
03/12/2012,28.3018867924528
03/19/2012,28.3018867924528
03/26/2012,28.3018867924528
04/02/2012,28.3018867924528
04/09/2012,28.3018867924528
04/16/2012,28.3018867924528
04/23/2012,28.3018867924528
04/30/2012,28.3018867924528
05/07/2012,28.3018867924528
05/14/2012,28.3018867924528
05/21/2012,28.3018867924528
05/28/2012,28.3018867924528
06/04/2012,28.3018867924528
06/11/2012,28.3018867924528
06/18/2012,28.3018867924528
06/25/2012,28.3018867924528
07/02/2012,28.3018867924528
07/09/2012,28.3018867924528
07/16/2012,28.3018867924528
07/23/2012,28.3018867924528
07/30/2012,28.3018867924528
08/06/2012,28.3018867924528
08/13/2012,28.3018867924528
08/20/2012,28.3018867924528
08/27/2012,28.3018867924528
09/03/2012,28.3018867924528
09/10/2012,28.3018867924528
09/17/2012,28.3018867924528
09/24/2012,28.3018867924528
10/01/2012,28.3018867924528
10/08/2012,28.3018867924528
10/15/2012,28.3018867924528
10/22/2012,28.3018867924528
10/29/2012,28.3018867924528
11/05/2012,28.3018867924528
11/12/2012,28.3018867924528
11/19/2012,28.3018867924528
11/26/2012,28.3018867924528
12/03/2012,28.3018867924528
12/10/2012,28.3018867924528
12/17/2012,28.3018867924528
12/24/2012,28.3018867924528
12/31/2012,28.3018867924528
01/07/2013,38.4615384615385
01/14/2013,38.4615384615385
01/21/2013,38.4615384615385
01/28/2013,38.4615384615385
02/04/2013,38.4615384615385
02/11/2013,38.4615384615385
02/18/2013,38.4615384615385
02/25/2013,38.4615384615385
03/04/2013,38.4615384615385
03/11/2013,38.4615384615385
03/18/2013,38.4615384615385
03/25/2013,38.4615384615385
04/01/2013,38.4615384615385
04/08/2013,38.4615384615385
04/15/2013,38.4615384615385
04/22/2013,38.4615384615385
04/29/2013,38.4615384615385
05/06/2013,38.4615384615385
05/13/2013,38.4615384615385
05/20/2013,38.4615384615385
05/27/2013,38.4615384615385
06/03/2013,38.4615384615385
06/10/2013,38.4615384615385
06/17/2013,38.4615384615385
06/24/2013,38.4615384615385
07/01/2013,38.4615384615385
07/08/2013,38.4615384615385
07/15/2013,38.4615384615385
07/22/2013,38.4615384615385
07/29/2013,38.4615384615385
08/05/2013,38.4615384615385
08/12/2013,38.4615384615385
08/19/2013,38.4615384615385
08/26/2013,38.4615384615385
09/02/2013,38.4615384615385
09/09/2013,38.4615384615385
09/16/2013,38.4615384615385
09/23/2013,38.4615384615385
09/30/2013,38.4615384615385
10/07/2013,38.4615384615385
10/14/2013,38.4615384615385
10/21/2013,38.4615384615385
10/28/2013,38.4615384615385
11/04/2013,38.4615384615385
11/11/2013,38.4615384615385
11/18/2013,38.4615384615385
11/25/2013,38.4615384615385
12/02/2013,38.4615384615385
12/09/2013,38.4615384615385
12/16/2013,38.4615384615385
12/23/2013,38.4615384615385
12/30/2013,38.4615384615385
01/06/2014,32.6923076923077
01/13/2014,32.6923076923077
01/20/2014,32.6923076923077
01/27/2014,32.6923076923077
02/03/2014,32.6923076923077
02/10/2014,32.6923076923077
02/17/2014,32.6923076923077
02/24/2014,32.6923076923077
03/03/2014,32.6923076923077
03/10/2014,32.6923076923077
03/17/2014,32.6923076923077
03/24/2014,32.6923076923077
03/31/2014,32.6923076923077
04/07/2014,32.6923076923077
04/14/2014,32.6923076923077
04/21/2014,32.6923076923077
04/28/2014,32.6923076923077
05/05/2014,32.6923076923077
05/12/2014,32.6923076923077
05/19/2014,32.6923076923077
05/26/2014,32.6923076923077
06/02/2014,32.6923076923077
06/09/2014,32.6923076923077
06/16/2014,32.6923076923077
06/23/2014,32.6923076923077
06/30/2014,32.6923076923077
07/07/2014,32.6923076923077
07/14/2014,32.6923076923077
07/21/2014,32.6923076923077
07/28/2014,32.6923076923077
08/04/2014,32.6923076923077
08/11/2014,32.6923076923077
08/18/2014,32.6923076923077
08/25/2014,32.6923076923077
09/01/2014,32.6923076923077
09/08/2014,32.6923076923077
09/15/2014,32.6923076923077
09/22/2014,32.6923076923077
09/29/2014,32.6923076923077
10/06/2014,32.6923076923077
10/13/2014,32.6923076923077
10/20/2014,32.6923076923077
10/27/2014,32.6923076923077
11/03/2014,32.6923076923077
11/10/2014,32.6923076923077
11/17/2014,32.6923076923077
11/24/2014,32.6923076923077
12/01/2014,32.6923076923077
12/08/2014,32.6923076923077
12/15/2014,32.6923076923077
12/22/2014,32.6923076923077
12/29/2014,32.6923076923077
01/05/2015,86.5384615384615
01/12/2015,86.5384615384615
01/19/2015,86.5384615384615
01/26/2015,86.5384615384615
02/02/2015,86.5384615384615
02/09/2015,86.5384615384615
02/16/2015,86.5384615384615
02/23/2015,86.5384615384615
03/02/2015,86.5384615384615
03/09/2015,86.5384615384615
03/16/2015,86.5384615384615
03/23/2015,86.5384615384615
03/30/2015,86.5384615384615
04/06/2015,86.5384615384615
04/13/2015,86.5384615384615
04/20/2015,86.5384615384615
04/27/2015,86.5384615384615
05/04/2015,86.5384615384615
05/11/2015,86.5384615384615
05/18/2015,86.5384615384615
05/25/2015,86.5384615384615
06/01/2015,86.5384615384615
06/08/2015,86.5384615384615
06/15/2015,86.5384615384615
06/22/2015,86.5384615384615
06/29/2015,86.5384615384615
07/06/2015,86.5384615384615
07/13/2015,86.5384615384615
07/20/2015,86.5384615384615
07/27/2015,86.5384615384615
08/03/2015,86.5384615384615
08/10/2015,86.5384615384615
08/17/2015,86.5384615384615
08/24/2015,86.5384615384615
08/31/2015,86.5384615384615
09/07/2015,86.5384615384615
09/14/2015,86.5384615384615
09/21/2015,86.5384615384615
09/28/2015,86.5384615384615
10/05/2015,86.5384615384615
10/12/2015,86.5384615384615
10/19/2015,86.5384615384615
10/26/2015,86.5384615384615
11/02/2015,86.5384615384615
11/09/2015,86.5384615384615
11/16/2015,86.5384615384615
11/23/2015,86.5384615384615
11/30/2015,86.5384615384615
12/07/2015,86.5384615384615
12/14/2015,86.5384615384615
12/21/2015,86.5384615384615
12/28/2015,86.5384615384615
01/04/2016,165.384615384615
01/11/2016,165.384615384615
01/18/2016,165.384615384615
01/25/2016,165.384615384615
02/01/2016,165.384615384615
02/08/2016,165.384615384615
02/15/2016,165.384615384615
02/22/2016,165.384615384615
02/29/2016,165.384615384615
03/07/2016,165.384615384615
03/14/2016,165.384615384615
03/21/2016,165.384615384615
03/28/2016,165.384615384615
04/04/2016,165.384615384615
04/11/2016,165.384615384615
04/18/2016,165.384615384615
04/25/2016,165.384615384615
05/02/2016,165.384615384615
05/09/2016,165.384615384615
05/16/2016,165.384615384615
05/23/2016,165.384615384615
05/30/2016,165.384615384615
06/06/2016,165.384615384615
06/13/2016,165.384615384615
06/20/2016,165.384615384615
06/27/2016,165.384615384615
07/04/2016,165.384615384615
07/11/2016,165.384615384615
07/18/2016,165.384615384615
07/25/2016,165.384615384615
08/01/2016,165.384615384615
08/08/2016,165.384615384615
08/15/2016,165.384615384615
08/22/2016,165.384615384615
08/29/2016,165.384615384615
09/05/2016,165.384615384615
09/12/2016,165.384615384615
09/19/2016,165.384615384615
09/26/2016,165.384615384615
10/03/2016,165.384615384615
10/10/2016,165.384615384615
10/17/2016,165.384615384615
10/24/2016,165.384615384615
10/31/2016,165.384615384615
11/07/2016,165.384615384615
11/14/2016,165.384615384615
11/21/2016,165.384615384615
11/28/2016,165.384615384615
12/05/2016,165.384615384615
12/12/2016,165.384615384615
12/19/2016,165.384615384615
12/26/2016,165.384615384615
01/02/2017,63.8461538461539
01/09/2017,63.8461538461539
01/16/2017,63.8461538461539
01/23/2017,63.8461538461539
01/30/2017,63.8461538461539
02/06/2017,63.8461538461539
02/13/2017,63.8461538461539
02/20/2017,63.8461538461539
02/27/2017,63.8461538461539
03/06/2017,63.8461538461539
03/13/2017,63.8461538461539
03/20/2017,63.8461538461539
03/27/2017,63.8461538461539
04/03/2017,63.8461538461539
04/10/2017,63.8461538461539
04/17/2017,63.8461538461539
04/24/2017,63.8461538461539
05/01/2017,63.8461538461539
05/08/2017,63.8461538461539
05/15/2017,63.8461538461539
05/22/2017,63.8461538461539
05/29/2017,63.8461538461539
06/05/2017,63.8461538461539
06/12/2017,63.8461538461539
06/19/2017,63.8461538461539
06/26/2017,63.8461538461539
07/03/2017,63.8461538461539
07/10/2017,63.8461538461539
07/17/2017,63.8461538461539
07/24/2017,63.8461538461539
07/31/2017,63.8461538461539
08/07/2017,63.8461538461539
08/14/2017,63.8461538461539
08/21/2017,63.8461538461539
08/28/2017,63.8461538461539
09/04/2017,63.8461538461539
09/11/2017,63.8461538461539
09/18/2017,63.8461538461539
09/25/2017,63.8461538461539
10/02/2017,63.8461538461539
10/09/2017,63.8461538461539
10/16/2017,63.8461538461539
10/23/2017,63.8461538461539
10/30/2017,63.8461538461539
11/06/2017,63.8461538461539
11/13/2017,63.8461538461539
11/20/2017,63.8461538461539
11/27/2017,63.8461538461539
12/04/2017,63.8461538461539
12/11/2017,63.8461538461539
12/18/2017,63.8461538461539
12/25/2017,63.8461538461539
01/01/2018,39.622641509434
01/08/2018,39.622641509434
01/15/2018,39.622641509434
01/22/2018,39.622641509434
01/29/2018,39.622641509434
02/05/2018,39.622641509434
02/12/2018,39.622641509434
02/19/2018,39.622641509434
02/26/2018,39.622641509434
03/05/2018,39.622641509434
03/12/2018,39.622641509434
03/19/2018,39.622641509434
03/26/2018,39.622641509434
04/02/2018,39.622641509434
04/09/2018,39.622641509434
04/16/2018,39.622641509434
04/23/2018,39.622641509434
04/30/2018,39.622641509434
05/07/2018,39.622641509434
05/14/2018,39.622641509434
05/21/2018,39.622641509434
05/28/2018,39.622641509434
06/04/2018,39.622641509434
06/11/2018,39.622641509434
06/18/2018,39.622641509434
06/25/2018,39.622641509434
07/02/2018,39.622641509434
07/09/2018,39.622641509434
07/16/2018,39.622641509434
07/23/2018,39.622641509434
07/30/2018,39.622641509434
08/06/2018,39.622641509434
08/13/2018,39.622641509434
08/20/2018,39.622641509434
08/27/2018,39.622641509434
09/03/2018,39.622641509434
09/10/2018,39.622641509434
09/17/2018,39.622641509434
09/24/2018,39.622641509434
10/01/2018,39.622641509434
10/08/2018,39.622641509434
10/15/2018,39.622641509434
10/22/2018,39.622641509434
10/29/2018,39.622641509434
11/05/2018,39.622641509434
11/12/2018,39.622641509434
11/19/2018,39.622641509434
11/26/2018,39.622641509434
12/03/2018,39.622641509434
12/10/2018,39.622641509434
12/17/2018,39.622641509434
12/24/2018,39.622641509434
12/31/2018,39.622641509434
01/07/2019,27.7884615384615
01/14/2019,27.7884615384615
01/21/2019,27.7884615384615
01/28/2019,27.7884615384615
02/04/2019,27.7884615384615
02/11/2019,27.7884615384615
02/18/2019,27.7884615384615
02/25/2019,27.7884615384615
03/04/2019,27.7884615384615
03/11/2019,27.7884615384615
03/18/2019,27.7884615384615
03/25/2019,27.7884615384615
04/01/2019,27.7884615384615
04/08/2019,27.7884615384615
04/15/2019,27.7884615384615
04/22/2019,27.7884615384615
04/29/2019,27.7884615384615
05/06/2019,27.7884615384615
05/13/2019,27.7884615384615
05/20/2019,27.7884615384615
05/27/2019,27.7884615384615
06/03/2019,27.7884615384615
06/10/2019,27.7884615384615
06/17/2019,27.7884615384615
06/24/2019,27.7884615384615
07/01/2019,27.7884615384615
07/08/2019,27.7884615384615
07/15/2019,27.7884615384615
07/22/2019,27.7884615384615
07/29/2019,27.7884615384615
08/05/2019,27.7884615384615
08/12/2019,27.7884615384615
08/19/2019,27.7884615384615
08/26/2019,27.7884615384615
09/02/2019,27.7884615384615
09/09/2019,27.7884615384615
09/16/2019,27.7884615384615
09/23/2019,27.7884615384615
09/30/2019,27.7884615384615
10/07/2019,27.7884615384615
10/14/2019,27.7884615384615
10/21/2019,27.7884615384615
10/28/2019,27.7884615384615
11/04/2019,27.7884615384615
11/11/2019,27.7884615384615
11/18/2019,27.7884615384615
11/25/2019,27.7884615384615
12/02/2019,27.7884615384615
12/09/2019,27.7884615384615
12/16/2019,27.7884615384615
12/23/2019,27.7884615384615
12/30/2019,27.7884615384615
