,Revenue: Tax: Taxes on International Trade: Customs and Other Import Duties as % of Tax Revenue
Region,Sri Lanka
Subnational,
Frequency,Weekly beginning at Monday
Unit,%
Source,World Bank
Status,Active
Series ID,264027002
SR Code,SR5466638
Trade Code,
Mnemonic,
Function Description,DISAGGREGATE(Weekly; Sunday; Distribute)
First Obs. Date,01/01/1990
Last Obs. Date,12/25/2023
Last Update Time,16/01/2025
Series remarks,"Customs and other import duties are all levies collected on goods that are entering the country or services delivered by nonresidents to residents. They include levies imposed for revenue or protection purposes and determined on a specific or ad valorem basis as long as they are restricted to imported goods or services.;International Monetary Fund, Government Finance Statistics Yearbook and data files.;;"
Suggestions,
Mean,0.35267447252536643
Variance,0.011796838434473598
Standard Deviation,0.1086132516522436
Skewness,0.19799187562005047
Kurtosis,-0.9552484848792444
Coefficient Variation,0.30797026752320866
Min,0.17025316442307695
Max,0.5684920626923077
Median,0.23640550500000002
Sum,
Subtract,
09/17/1990,0.51764563716981
09/24/1990,0.51764563716981
10/01/1990,0.51764563716981
10/08/1990,0.51764563716981
10/15/1990,0.51764563716981
10/22/1990,0.51764563716981
10/29/1990,0.51764563716981
11/05/1990,0.51764563716981
11/12/1990,0.51764563716981
11/19/1990,0.51764563716981
11/26/1990,0.51764563716981
12/03/1990,0.51764563716981
12/10/1990,0.51764563716981
12/17/1990,0.51764563716981
12/24/1990,0.51764563716981
12/31/1990,0.51764563716981
01/07/1991,0.52528607596154
01/14/1991,0.52528607596154
01/21/1991,0.52528607596154
01/28/1991,0.52528607596154
02/04/1991,0.52528607596154
02/11/1991,0.52528607596154
02/18/1991,0.52528607596154
02/25/1991,0.52528607596154
03/04/1991,0.52528607596154
03/11/1991,0.52528607596154
03/18/1991,0.52528607596154
03/25/1991,0.52528607596154
04/01/1991,0.52528607596154
04/08/1991,0.52528607596154
04/15/1991,0.52528607596154
04/22/1991,0.52528607596154
04/29/1991,0.52528607596154
05/06/1991,0.52528607596154
05/13/1991,0.52528607596154
05/20/1991,0.52528607596154
05/27/1991,0.52528607596154
06/03/1991,0.52528607596154
06/10/1991,0.52528607596154
06/17/1991,0.52528607596154
06/24/1991,0.52528607596154
07/01/1991,0.52528607596154
07/08/1991,0.52528607596154
07/15/1991,0.52528607596154
07/22/1991,0.52528607596154
07/29/1991,0.52528607596154
08/05/1991,0.52528607596154
08/12/1991,0.52528607596154
08/19/1991,0.52528607596154
08/26/1991,0.52528607596154
09/02/1991,0.52528607596154
09/09/1991,0.52528607596154
09/16/1991,0.52528607596154
09/23/1991,0.52528607596154
09/30/1991,0.52528607596154
10/07/1991,0.52528607596154
10/14/1991,0.52528607596154
10/21/1991,0.52528607596154
10/28/1991,0.52528607596154
11/04/1991,0.52528607596154
11/11/1991,0.52528607596154
11/18/1991,0.52528607596154
11/25/1991,0.52528607596154
12/02/1991,0.52528607596154
12/09/1991,0.52528607596154
12/16/1991,0.52528607596154
12/23/1991,0.52528607596154
12/30/1991,0.52528607596154
01/06/1992,0.52436103961539
01/13/1992,0.52436103961539
01/20/1992,0.52436103961539
01/27/1992,0.52436103961539
02/03/1992,0.52436103961539
02/10/1992,0.52436103961539
02/17/1992,0.52436103961539
02/24/1992,0.52436103961539
03/02/1992,0.52436103961539
03/09/1992,0.52436103961539
03/16/1992,0.52436103961539
03/23/1992,0.52436103961539
03/30/1992,0.52436103961539
04/06/1992,0.52436103961539
04/13/1992,0.52436103961539
04/20/1992,0.52436103961539
04/27/1992,0.52436103961539
05/04/1992,0.52436103961539
05/11/1992,0.52436103961539
05/18/1992,0.52436103961539
05/25/1992,0.52436103961539
06/01/1992,0.52436103961539
06/08/1992,0.52436103961539
06/15/1992,0.52436103961539
06/22/1992,0.52436103961539
06/29/1992,0.52436103961539
07/06/1992,0.52436103961539
07/13/1992,0.52436103961539
07/20/1992,0.52436103961539
07/27/1992,0.52436103961539
08/03/1992,0.52436103961539
08/10/1992,0.52436103961539
08/17/1992,0.52436103961539
08/24/1992,0.52436103961539
08/31/1992,0.52436103961539
09/07/1992,0.52436103961539
09/14/1992,0.52436103961539
09/21/1992,0.52436103961539
09/28/1992,0.52436103961539
10/05/1992,0.52436103961539
10/12/1992,0.52436103961539
10/19/1992,0.52436103961539
10/26/1992,0.52436103961539
11/02/1992,0.52436103961539
11/09/1992,0.52436103961539
11/16/1992,0.52436103961539
11/23/1992,0.52436103961539
11/30/1992,0.52436103961539
12/07/1992,0.52436103961539
12/14/1992,0.52436103961539
12/21/1992,0.52436103961539
12/28/1992,0.52436103961539
01/04/1993,0.45425018634615
01/11/1993,0.45425018634615
01/18/1993,0.45425018634615
01/25/1993,0.45425018634615
02/01/1993,0.45425018634615
02/08/1993,0.45425018634615
02/15/1993,0.45425018634615
02/22/1993,0.45425018634615
03/01/1993,0.45425018634615
03/08/1993,0.45425018634615
03/15/1993,0.45425018634615
03/22/1993,0.45425018634615
03/29/1993,0.45425018634615
04/05/1993,0.45425018634615
04/12/1993,0.45425018634615
04/19/1993,0.45425018634615
04/26/1993,0.45425018634615
05/03/1993,0.45425018634615
05/10/1993,0.45425018634615
05/17/1993,0.45425018634615
05/24/1993,0.45425018634615
05/31/1993,0.45425018634615
06/07/1993,0.45425018634615
06/14/1993,0.45425018634615
06/21/1993,0.45425018634615
06/28/1993,0.45425018634615
07/05/1993,0.45425018634615
07/12/1993,0.45425018634615
07/19/1993,0.45425018634615
07/26/1993,0.45425018634615
08/02/1993,0.45425018634615
08/09/1993,0.45425018634615
08/16/1993,0.45425018634615
08/23/1993,0.45425018634615
08/30/1993,0.45425018634615
09/06/1993,0.45425018634615
09/13/1993,0.45425018634615
09/20/1993,0.45425018634615
09/27/1993,0.45425018634615
10/04/1993,0.45425018634615
10/11/1993,0.45425018634615
10/18/1993,0.45425018634615
10/25/1993,0.45425018634615
11/01/1993,0.45425018634615
11/08/1993,0.45425018634615
11/15/1993,0.45425018634615
11/22/1993,0.45425018634615
11/29/1993,0.45425018634615
12/06/1993,0.45425018634615
12/13/1993,0.45425018634615
12/20/1993,0.45425018634615
12/27/1993,0.45425018634615
01/03/1994,0.43712536403846
01/10/1994,0.43712536403846
01/17/1994,0.43712536403846
01/24/1994,0.43712536403846
01/31/1994,0.43712536403846
02/07/1994,0.43712536403846
02/14/1994,0.43712536403846
02/21/1994,0.43712536403846
02/28/1994,0.43712536403846
03/07/1994,0.43712536403846
03/14/1994,0.43712536403846
03/21/1994,0.43712536403846
03/28/1994,0.43712536403846
04/04/1994,0.43712536403846
