train_loss_epoch,train_SMAPE_epoch,train_MAE_epoch,train_RMSE_epoch,train_MAPE_epoch,epoch,step
0.4266740083694458,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,0,0
0.42667436599731445,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,1,1
0.42667356133461,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,2,2
0.42667365074157715,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,3,3
0.4266740083694458,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,4,4
0.42667487263679504,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,5,5
0.42667415738105774,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,6,6
0.42667320370674133,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,7,7
0.4266749322414398,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,8,8
0.4266739785671234,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,9,9
0.42667511105537415,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,10,10
0.4266742765903473,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,11,11
0.4266751706600189,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,12,12
0.42667391896247864,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,13,13
0.4266737401485443,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,14,14
0.42667338252067566,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,15,15
0.4266740083694458,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,16,16
0.426674485206604,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,17,17
0.42667439579963684,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,18,18
0.4266739785671234,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,19,19
0.42667388916015625,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,20,20
0.4266751706600189,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,21,21
0.4266737401485443,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,22,22
0.42667388916015625,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,23,23
0.42667338252067566,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,24,24
0.4266746938228607,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,25,25
0.42667415738105774,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039570838212967,26,26
0.4266737401485443,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,27,27
0.42667385935783386,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,28,28
0.42667412757873535,0.003954412881284952,0.8533452153205872,2.1085832118988037,0.0039039563853293657,29,29
