Reporter Name,Partner Name,Year,Trade Flow,Product Group,Import (US$ Thousand),Import Product Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Sri Lanka,Afghanistan,2010,Import,Fuels,5.59,0.5,9.38,9.38,9,44.44,44.44,11.11,0,30,0,5.59,5.59,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,5.59,5.59,0
Sri Lanka,United Arab Emirates,2010,Import,Fuels,117094.22,34.89,8.69,9.66,25,48,44,8,0,30,0,74894.63,117084.4,9.82,8.69,9.66,25,48,44,8,0,30,0,74894.63,117084.4,9.82
Sri Lanka,Antigua and Barbuda,2010,Import,Fuels,14.94,33.05,3.75,3.75,5,20,60,20,0,15,0,14.94,14.94,0,3.75,3.75,5,20,60,20,0,15,0,14.94,14.94,0
Sri Lanka,Australia,2010,Import,Fuels,112.65,0.06,0,0,2,0,100,0,0,0,0,0,0,112.65,0,0,2,0,100,0,0,0,0,0,0,112.65
Sri Lanka,Austria,2010,Import,Fuels,0.02,0,4.69,4.89,10,40,50,10,0,30,0,0.01,0.01,0.01,4.69,4.89,10,40,50,10,0,30,0,0.01,0.01,0.01
Sri Lanka,Belgium,2010,Import,Fuels,13.49,0.01,3.13,4.59,11,36.36,54.55,9.09,0,30,0,6.6,6.6,6.88,3.13,4.59,11,36.36,54.55,9.09,0,30,0,6.6,6.6,6.88
Sri Lanka,"Bahamas, The",2010,Import,Fuels,1625.44,98.59,9.38,9.38,9,44.44,44.44,11.11,0,30,0,1625.44,1625.44,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,1625.44,1625.44,0
Sri Lanka,Switzerland,2010,Import,Fuels,14.49,0.01,6.09,2.67,12,41.67,50,8.33,0,30,0,3.12,3.75,10.74,6.09,2.67,12,41.67,50,8.33,0,30,0,3.12,3.75,10.74
Sri Lanka,China,2010,Import,Fuels,2281.68,0.18,6.8,9.48,16,43.75,50,6.25,0,30,0,412.83,1596.21,685.46,6.8,9.48,16,43.75,50,6.25,0,30,0,412.83,1596.21,685.46
Sri Lanka,Germany,2010,Import,Fuels,188.45,0.07,4.31,7.15,23,30.43,60.87,8.7,0,30,0,79.56,120.52,67.92,4.31,7.15,23,30.43,60.87,8.7,0,30,0,79.56,120.52,67.92
Sri Lanka,Denmark,2010,Import,Fuels,8.94,0.03,5,2.66,3,33.33,66.67,0,0,15,0,0,1.58,7.35,5,2.66,3,33.33,66.67,0,0,15,0,0,1.58,7.35
Sri Lanka,"Egypt, Arab Rep.",2010,Import,Fuels,208.88,2.24,6.56,4.04,14,35.71,50,14.29,0,30,0,208.88,208.88,0,6.56,4.04,14,35.71,50,14.29,0,30,0,208.88,208.88,0
Sri Lanka,Spain,2010,Import,Fuels,76.18,0.4,0,0,1,0,100,0,0,0,0,0,0,76.18,0,0,1,0,100,0,0,0,0,0,0,76.18
Sri Lanka,France,2010,Import,Fuels,101.66,0.07,4.69,9.17,10,40,50,10,0,30,0,99.38,99.38,2.28,4.69,9.17,10,40,50,10,0,30,0,99.38,99.38,2.28
Sri Lanka,United Kingdom,2010,Import,Fuels,644.24,0.24,5.81,1.42,23,34.78,56.52,8.7,0,30,0,60.52,83.77,560.48,5.81,1.42,23,34.78,56.52,8.7,0,30,0,60.52,83.77,560.48
Sri Lanka,Greece,2010,Import,Fuels,1.49,0.31,15,15,1,100,0,0,0,15,15,0,1.49,0,15,15,1,100,0,0,0,15,15,0,1.49,0
Sri Lanka,"Hong Kong, China",2010,Import,Fuels,432.18,0.07,4.88,7.72,14,35.71,57.14,7.14,0,30,0,241.54,313,119.18,4.88,7.72,14,35.71,57.14,7.14,0,30,0,241.54,313,119.18
Sri Lanka,Indonesia,2010,Import,Fuels,14.12,0.01,9.38,9.38,9,44.44,44.44,11.11,0,30,0,14.12,14.12,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,14.12,14.12,0
Sri Lanka,India,2010,Import,Fuels,424893.25,16.67,5.03,8.13,36,36.11,58.33,5.56,0,30,0,420827.58,422235.62,2657.63,5.26,8.13,36,38.89,55.56,5.56,0,30,0,420827.58,422238.61,2654.64
Sri Lanka,"Iran, Islamic Rep.",2010,Import,Fuels,644410.41,97.95,9,0.15,6,50,50,0,0,15,0,0,6413.51,637996.9,9,0.15,6,50,50,0,0,15,0,0,6413.51,637996.9
Sri Lanka,Israel,2010,Import,Fuels,250.18,0.55,15,15,1,100,0,0,0,15,15,0,250.18,0,15,15,1,100,0,0,0,15,15,0,250.18,0
Sri Lanka,Italy,2010,Import,Fuels,30.88,0.02,6.56,7.33,15,40,53.33,6.67,0,30,0,1.81,15.78,15.11,6.56,7.33,15,40,53.33,6.67,0,30,0,1.81,15.78,15.11
Sri Lanka,Jordan,2010,Import,Fuels,9.39,0.96,0,0,1,0,100,0,0,0,0,0,0,9.39,0,0,1,0,100,0,0,0,0,0,0,9.39
Sri Lanka,Japan,2010,Import,Fuels,1134.71,0.19,9.91,9.54,15,53.33,40,6.67,0,30,0,1101.06,1134.38,0.33,9.91,9.54,15,53.33,40,6.67,0,30,0,1101.06,1134.38,0.33
Sri Lanka,"Korea, Rep.",2010,Import,Fuels,26.4,0.01,6.09,8.09,12,41.67,50,8.33,0,30,0,11.92,18.7,7.7,6.09,8.09,12,41.67,50,8.33,0,30,0,11.92,18.7,7.7
Sri Lanka,Kuwait,2010,Import,Fuels,508.11,4.27,3.75,3.75,5,20,60,20,0,15,0,508.11,508.11,0,3.75,3.75,5,20,60,20,0,15,0,508.11,508.11,0
Sri Lanka,Mexico,2010,Import,Fuels,31.46,1.67,4.69,6.46,11,36.36,54.55,9.09,0,30,0,21.67,21.67,9.79,4.69,6.46,11,36.36,54.55,9.09,0,30,0,21.67,21.67,9.79
Sri Lanka,Mauritius,2010,Import,Fuels,919.39,16.51,2.5,2.5,2,50,50,0,0,5,0,0,919.39,0,2.5,2.5,2,50,50,0,0,5,0,0,919.39,0
Sri Lanka,Malaysia,2010,Import,Fuels,57005.04,14.87,9.72,7.77,20,60,35,5,0,30,0,43618.17,56966.32,38.72,9.72,7.77,20,60,35,5,0,30,0,43618.17,56966.32,38.72
Sri Lanka,Netherlands,2010,Import,Fuels,146.1,0.12,7.4,7.29,14,50,42.86,7.14,0,30,0,0.41,74.34,71.76,7.4,7.29,14,50,42.86,7.14,0,30,0,0.41,74.34,71.76
Sri Lanka,New Zealand,2010,Import,Fuels,144.58,0.2,0,0,2,0,100,0,0,0,0,0,0,144.58,0,0,2,0,100,0,0,0,0,0,0,144.58
Sri Lanka,"Other Asia, nes",2010,Import,Fuels,2342.81,0.89,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2010,Import,Fuels,80115.41,88.88,5.94,5.02,11,45.45,45.45,9.09,0,30,0,29372.45,80115.41,0,5.94,5.02,11,45.45,45.45,9.09,0,30,0,29372.45,80115.41,0
Sri Lanka,Pakistan,2010,Import,Fuels,0.56,0,12.19,10.82,10,50,40,10,0,30,0,0.42,0.56,0,12.19,10.82,10,50,40,10,0,30,0,0.42,0.56,0
Sri Lanka,Poland,2010,Import,Fuels,27.47,0.27,0,0,1,0,100,0,0,0,0,0,0,27.47,0,0,1,0,100,0,0,0,0,0,0,27.47
Sri Lanka,"Korea, Dem. Rep.",2010,Import,Fuels,4623.24,12.86,9.38,9.38,9,44.44,44.44,11.11,0,30,0,4623.24,4623.24,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,4623.24,4623.24,0
Sri Lanka,Russian Federation,2010,Import,Fuels,26.05,0.1,7.5,14.54,2,50,50,0,0,15,0,0,25.26,0.8,7.5,14.54,2,50,50,0,0,15,0,0,25.26,0.8
Sri Lanka,Saudi Arabia,2010,Import,Fuels,137733.27,67.83,4.38,1.64,16,31.25,56.25,12.5,0,30,0,24202.13,24202.13,113531.15,4.38,1.64,16,31.25,56.25,12.5,0,30,0,24202.13,24202.13,113531.15
Sri Lanka,Singapore,2010,Import,Fuels,582396.58,36.05,4.41,7.39,30,36.67,56.67,6.67,0,30,0,522580.24,568472.83,13923.76,4.41,7.39,30,36.67,56.67,6.67,0,30,0,522580.24,568472.83,13923.76
Sri Lanka,Sweden,2010,Import,Fuels,0.16,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,0.16,0.16,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,0.16,0.16,0
Sri Lanka,Thailand,2010,Import,Fuels,2165.58,0.69,5.63,7.59,17,35.29,52.94,11.76,0,30,0,1611.32,1834.56,331.02,5.63,7.59,17,35.29,52.94,11.76,0,30,0,1611.32,1834.56,331.02
Sri Lanka,Turkey,2010,Import,Fuels,0.01,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,0.01,0.01,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,0.01,0.01,0
Sri Lanka,Unspecified,2010,Import,Fuels,13.83,0.21,9.38,9.38,9,44.44,44.44,11.11,0,30,0,13.83,13.83,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,13.83,13.83,0
Sri Lanka,United States,2010,Import,Fuels,1011.38,0.6,8.67,8.49,17,47.06,47.06,5.88,0,30,0,879.52,902.22,109.16,8.67,8.49,17,47.06,47.06,5.88,0,30,0,879.52,902.22,109.16
Sri Lanka, World,2010,Import,Fuels,2064297.16,16.71,6.23,4.95,520,40.38,51.15,8.46,0,30,0,1128537.97,1293649.18,770647.98,5.13,4.95,56,42.86,53.57,0.38,0,30,0,1128537.97,1293652.17,770644.99
Sri Lanka,Yemen,2010,Import,Fuels,1166.23,26.92,9.38,9.38,9,44.44,44.44,11.11,0,30,0,1166.23,1166.23,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,1166.23,1166.23,0
Sri Lanka,South Africa,2010,Import,Fuels,326.04,1.82,2.63,4.88,17,29.41,58.82,11.76,0,30,0,286.02,286.02,40.02,2.63,4.88,17,29.41,58.82,11.76,0,30,0,286.02,286.02,40.02
Sri Lanka,East Asia & Pacific,2010,Import,Fuels,650336.74,11.85,6.4,7.45,146,42.47,50,7.53,0,30,0,574214.44,634973.35,15363.39,5.24,7.45,37,40.54,54.05,1.37,0,30,0,574214.44,634973.35,15363.39
Sri Lanka,Europe & Central Asia,2010,Import,Fuels,1279.64,0.07,5.68,3.92,144,38.89,52.78,8.33,0,30,0,251.6,432.66,846.98,4.6,3.92,30,33.33,60,1.39,0,30,0,251.6,432.66,846.98
Sri Lanka,Latin America & Caribbean,2010,Import,Fuels,1671.84,1.44,5.63,9.27,25,36,52,12,0,30,0,1662.05,1662.05,9.79,4.38,9.27,16,31.25,56.25,8,0,30,0,1662.05,1662.05,9.79
Sri Lanka,Middle East & North Africa,2010,Import,Fuels,981496.11,70.06,7.66,1.91,88,40.91,48.86,10.23,0,30,0,130352.44,229948.85,751547.26,7.9,1.91,28,46.43,46.43,2.27,0,30,0,130352.44,229948.85,751547.26
Sri Lanka,North America,2010,Import,Fuels,1011.38,0.24,8.67,8.49,17,47.06,47.06,5.88,0,30,0,879.52,902.22,109.16,8.67,8.49,17,47.06,47.06,5.88,0,30,0,879.52,902.22,109.16
Sri Lanka,South Asia,2010,Import,Fuels,424899.39,14.87,5.78,8.13,55,40,52.73,7.27,0,30,0,420833.58,422241.76,2657.63,5.26,8.13,36,38.89,55.56,3.64,0,30,0,420833.58,422244.75,2654.64
Sri Lanka,Sub-Saharan Africa,2010,Import,Fuels,1245.43,2.75,2.6,3.12,19,31.58,57.89,10.53,0,30,0,286.02,1205.41,40.02,2.6,3.12,19,31.58,57.89,10.53,0,30,0,286.02,1205.41,40.02
Sri Lanka,United Arab Emirates,2011,Import,Fuels,390151.71,47.88,5.04,7.61,28,35.71,57.14,7.14,0,30,0,347078.98,347160.78,42990.93,5.04,7.61,28,35.71,57.14,7.14,0,30,0,347078.98,347160.78,42990.93
Sri Lanka,Australia,2011,Import,Fuels,171.91,0.06,5,0.01,3,33.33,66.67,0,0,15,0,0,0.1,171.81,5,0.01,3,33.33,66.67,0,0,15,0,0,0.1,171.81
Sri Lanka,Austria,2011,Import,Fuels,0.35,0,15,15,1,100,0,0,0,15,15,0,0.35,0,15,15,1,100,0,0,0,15,15,0,0.35,0
Sri Lanka,Belgium,2011,Import,Fuels,18.3,0,3.13,9.2,12,33.33,58.33,8.33,0,30,0,17.97,17.97,0.33,3.13,9.2,12,33.33,58.33,8.33,0,30,0,17.97,17.97,0.33
Sri Lanka,Bangladesh,2011,Import,Fuels,0.07,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,0.07,0.07,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,0.07,0.07,0
Sri Lanka,Brazil,2011,Import,Fuels,0.79,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,0.79,0.79,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,0.79,0.79,0
Sri Lanka,Canada,2011,Import,Fuels,1.05,0,7.5,14.06,2,50,50,0,0,15,0,0,0.99,0.07,7.5,14.06,2,50,50,0,0,15,0,0,0.99,0.07
Sri Lanka,Switzerland,2011,Import,Fuels,39.21,0.01,9.84,13.9,12,50,41.67,8.33,0,30,0,1.3,36.83,2.38,9.84,13.9,12,50,41.67,8.33,0,30,0,1.3,36.83,2.38
Sri Lanka,China,2011,Import,Fuels,4811.08,0.23,5.13,6.63,24,37.5,58.33,4.17,0,30,0,2061.21,3518.43,1292.65,5.13,6.63,24,37.5,58.33,4.17,0,30,0,2061.21,3518.43,1292.65
Sri Lanka,Germany,2011,Import,Fuels,446.81,0.12,7.31,6.78,23,39.13,52.17,8.7,0,30,0,250.41,348.02,98.79,7.31,6.78,23,39.13,52.17,8.7,0,30,0,250.41,348.02,98.79
Sri Lanka,Denmark,2011,Import,Fuels,21.49,0.07,7.5,6.08,4,50,50,0,0,15,0,0,8.71,12.78,7.5,6.08,4,50,50,0,0,15,0,0,8.71,12.78
Sri Lanka,"Egypt, Arab Rep.",2011,Import,Fuels,23.43,0.18,3.75,3.75,5,20,60,20,0,15,0,23.43,23.43,0,3.75,3.75,5,20,60,20,0,15,0,23.43,23.43,0
Sri Lanka,Spain,2011,Import,Fuels,124.22,0.42,4.69,0.01,10,40,50,10,0,30,0,0.1,0.1,124.12,4.69,0.01,10,40,50,10,0,30,0,0.1,0.1,124.12
Sri Lanka,Finland,2011,Import,Fuels,0.66,0,4.69,6.27,10,40,50,10,0,30,0,0.44,0.44,0.22,4.69,6.27,10,40,50,10,0,30,0,0.44,0.44,0.22
Sri Lanka,France,2011,Import,Fuels,17719.97,7.75,6.09,9.37,13,38.46,53.85,7.69,0,30,0,17715.87,17715.89,4.08,6.09,9.37,13,38.46,53.85,7.69,0,30,0,17715.87,17715.89,4.08
Sri Lanka,United Kingdom,2011,Import,Fuels,160.13,0.05,5.28,9.31,23,34.78,56.52,8.7,0,30,0,120.77,144.78,15.36,5.28,9.31,23,34.78,56.52,8.7,0,30,0,120.77,144.78,15.36
Sri Lanka,Greece,2011,Import,Fuels,0.86,0.03,0,0,1,0,100,0,0,0,0,0,0,0.86,0,0,1,0,100,0,0,0,0,0,0,0.86
Sri Lanka,"Hong Kong, China",2011,Import,Fuels,209.59,0.03,5.63,2.23,16,37.5,56.25,6.25,0,30,0,43.94,47.58,162.01,5.63,2.23,16,37.5,56.25,6.25,0,30,0,43.94,47.58,162.01
Sri Lanka,Indonesia,2011,Import,Fuels,23631.85,6.83,0,0,3,0,100,0,0,0,0,0,0,23631.85,0,0,3,0,100,0,0,0,0,0,0,23631.85
Sri Lanka,India,2011,Import,Fuels,904448.14,20.8,4.47,7.53,26,30.77,61.54,7.69,0,30,0,899295.69,899829.95,4618.2,4.47,7.53,26,30.77,61.54,7.69,0,30,0,899295.69,899829.95,4618.2
Sri Lanka,Ireland,2011,Import,Fuels,16.13,0.15,0,0,1,0,100,0,0,0,0,0,0,16.13,0,0,1,0,100,0,0,0,0,0,0,16.13
Sri Lanka,"Iran, Islamic Rep.",2011,Import,Fuels,1377358.33,95.74,5,0,4,25,75,0,0,15,0,0,22.9,1377335.42,5,0,4,25,75,0,0,15,0,0,22.9,1377335.42
Sri Lanka,Israel,2011,Import,Fuels,273.06,0.42,0,0,1,0,100,0,0,0,0,0,0,273.06,0,0,1,0,100,0,0,0,0,0,0,273.06
Sri Lanka,Italy,2011,Import,Fuels,57.8,0.02,9.91,9.14,16,50,43.75,6.25,0,30,0,21.66,43.36,14.44,9.91,9.14,16,50,43.75,6.25,0,30,0,21.66,43.36,14.44
Sri Lanka,Japan,2011,Import,Fuels,1737.91,0.17,7.77,9.51,16,43.75,50,6.25,0,30,0,1691.27,1735.95,1.95,7.77,9.51,16,43.75,50,6.25,0,30,0,1691.27,1735.95,1.95
Sri Lanka,"Korea, Rep.",2011,Import,Fuels,43525.27,11.25,7.88,9.37,13,46.15,46.15,7.69,0,30,0,43498.06,43506.41,18.86,7.88,9.37,13,46.15,46.15,7.69,0,30,0,43498.06,43506.41,18.86
Sri Lanka,Kuwait,2011,Import,Fuels,509.03,1.12,3.75,3.75,5,20,60,20,0,15,0,509.03,509.03,0,3.75,3.75,5,20,60,20,0,15,0,509.03,509.03,0
Sri Lanka,Malaysia,2011,Import,Fuels,76783.71,10.19,5.97,9.36,24,41.67,50,8.33,0,30,0,76544.28,76637.33,146.37,5.97,9.36,24,41.67,50,8.33,0,30,0,76544.28,76637.33,146.37
Sri Lanka,Netherlands,2011,Import,Fuels,326.3,0.4,7.77,6.47,15,46.67,46.67,6.67,0,30,0,14.73,146.33,179.97,7.77,6.47,15,46.67,46.67,6.67,0,30,0,14.73,146.33,179.97
Sri Lanka,New Zealand,2011,Import,Fuels,222.93,0.08,0,0,2,0,100,0,0,0,0,0,0,222.93,0,0,2,0,100,0,0,0,0,0,0,222.93
Sri Lanka,"Other Asia, nes",2011,Import,Fuels,1150.02,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2011,Import,Fuels,210419.9,94.3,5.94,3.95,11,45.45,45.45,9.09,0,30,0,44479.47,210419.9,0,5.94,3.95,11,45.45,45.45,9.09,0,30,0,44479.47,210419.9,0
Sri Lanka,Pakistan,2011,Import,Fuels,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0
Sri Lanka,Qatar,2011,Import,Fuels,140397.75,80.3,9.38,9.38,9,44.44,44.44,11.11,0,30,0,140397.75,140397.75,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,140397.75,140397.75,0
Sri Lanka,Russian Federation,2011,Import,Fuels,14.08,0.02,0,0,3,0,100,0,0,0,0,0,0,14.08,0,0,3,0,100,0,0,0,0,0,0,14.08
Sri Lanka,Saudi Arabia,2011,Import,Fuels,1.92,0,4.69,9.24,11,36.36,54.55,9.09,0,30,0,1.89,1.89,0.03,4.69,9.24,11,36.36,54.55,9.09,0,30,0,1.89,1.89,0.03
Sri Lanka,Singapore,2011,Import,Fuels,701528.95,45.59,3.57,7.71,31,29.03,64.52,6.45,0,30,0,606699.33,611225.58,90303.37,3.57,7.71,31,29.03,64.52,6.45,0,30,0,606699.33,611225.58,90303.37
Sri Lanka,El Salvador,2011,Import,Fuels,37015.77,99.83,9.38,9.38,9,44.44,44.44,11.11,0,30,0,37015.77,37015.77,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,37015.77,37015.77,0
Sri Lanka,Sweden,2011,Import,Fuels,37.14,0.06,9.38,9.38,9,44.44,44.44,11.11,0,30,0,37.14,37.14,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,37.14,37.14,0
Sri Lanka,Thailand,2011,Import,Fuels,2320.45,0.47,6.16,6.69,19,36.84,52.63,10.53,0,30,0,1592.43,1691.86,628.59,6.16,6.69,19,36.84,52.63,10.53,0,30,0,1592.43,1691.86,628.59
Sri Lanka,Turkey,2011,Import,Fuels,16.65,0.03,9.38,9.38,9,44.44,44.44,11.11,0,30,0,16.65,16.65,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,16.65,16.65,0
Sri Lanka,Unspecified,2011,Import,Fuels,47597.72,89.04,9.38,9.38,9,44.44,44.44,11.11,0,30,0,47597.72,47597.72,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,47597.72,47597.72,0
Sri Lanka,United States,2011,Import,Fuels,644.11,0.22,6.32,6.14,19,42.11,52.63,5.26,0,30,0,342.79,395.16,248.95,6.32,6.14,19,42.11,52.63,5.26,0,30,0,342.79,395.16,248.95
Sri Lanka,Vietnam,2011,Import,Fuels,0.13,0,0,0,1,0,100,0,0,0,0,0,0,0.13,0,0,1,0,100,0,0,0,0,0,0,0.13
Sri Lanka, World,2011,Import,Fuels,3985219.33,20.23,5.68,4.9,510,38.24,53.73,8.04,0,30,0,2268186.33,2442476.2,1542743.13,4.06,4.9,56,37.5,58.93,0.39,0,30,0,2268186.33,2442476.2,1542743.13
Sri Lanka,Yemen,2011,Import,Fuels,485.51,16.64,9.38,9.38,9,44.44,44.44,11.11,0,30,0,485.51,485.51,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,485.51,485.51,0
Sri Lanka,South Africa,2011,Import,Fuels,797.14,2.22,4.38,4.44,15,33.33,53.33,13.33,0,30,0,629.58,629.58,167.56,4.38,4.44,15,33.33,53.33,13.33,0,30,0,629.58,629.58,167.56
Sri Lanka,East Asia & Pacific,2011,Import,Fuels,854943.77,10.58,5.06,7.72,152,36.18,57.24,6.58,0,30,0,732130.53,738363.25,116580.52,3.98,7.72,38,31.58,63.16,1.32,0,30,0,732130.53,738363.25,116580.52
Sri Lanka,Europe & Central Asia,2011,Import,Fuels,19000.11,0.68,6.62,9.19,162,40.74,51.23,8.02,0,30,0,18197.05,18516.57,483.53,4.64,9.19,32,31.25,62.5,1.23,0,30,0,18197.05,18516.57,483.53
Sri Lanka,Latin America & Caribbean,2011,Import,Fuels,37016.56,29.53,9.38,9.38,18,44.44,44.44,11.11,0,30,0,37016.56,37016.56,0,9.38,9.38,9,44.44,44.44,5.56,0,30,0,37016.56,37016.56,0
Sri Lanka,Middle East & North Africa,2011,Import,Fuels,2119620.63,73.94,5.12,2.42,83,36.14,54.22,9.64,0,30,0,532976.06,699021.19,1420599.44,5.33,2.42,31,35.48,58.06,2.41,0,30,0,532976.06,699021.19,1420599.44
Sri Lanka,North America,2011,Import,Fuels,645.16,0.1,6.53,6.15,21,42.86,52.38,4.76,0,30,0,342.79,396.15,249.01,6.32,6.15,19,42.11,52.63,4.76,0,30,0,342.79,396.15,249.01
Sri Lanka,South Asia,2011,Import,Fuels,904448.22,19.12,4.5,7.53,36,33.33,58.33,8.33,0,30,0,899295.77,899830.02,4618.2,4.15,7.53,27,29.63,62.96,5.56,0,30,0,899295.77,899830.02,4618.2
Sri Lanka,Sub-Saharan Africa,2011,Import,Fuels,797.14,0.96,4.38,4.44,15,33.33,53.33,13.33,0,30,0,629.58,629.58,167.56,4.38,4.44,15,33.33,53.33,13.33,0,30,0,629.58,629.58,167.56
Sri Lanka,Andorra,2012,Import,Fuels,1724.33,73.77,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United Arab Emirates,2012,Import,Fuels,906270.98,70.08,5.76,1.76,28,39.29,53.57,7.14,0,30,0,178987.92,189717.3,777353.97,5.76,1.76,28,39.29,53.57,7.14,0,30,0,178987.92,189717.3,777353.97
Sri Lanka,Australia,2012,Import,Fuels,306.4,0.14,4.69,0.1,10,40,50,10,0,30,0,1.26,1.26,117.05,4.69,0.1,10,40,50,10,0,30,0,1.26,1.26,117.05
Sri Lanka,Belgium,2012,Import,Fuels,271.78,0.07,4.88,7.66,13,38.46,53.85,7.69,0,30,0,339.39,339.68,76.12,4.88,7.66,13,38.46,53.85,7.69,0,30,0,339.39,339.68,76.12
Sri Lanka,Bahrain,2012,Import,Fuels,265.43,9.32,4.69,9.11,10,40,50,10,0,30,0,53111.01,53111.01,1539.68,4.69,9.11,10,40,50,10,0,30,0,53111.01,53111.01,1539.68
Sri Lanka,Brazil,2012,Import,Fuels,64.12,0.06,9.38,9.38,9,44.44,44.44,11.11,0,30,0,12.18,12.18,0,9.38,9.38,9,44.44,44.44,11.11,0,30,0,12.18,12.18,0
Sri Lanka,Canada,2012,Import,Fuels,9.06,0,8.13,12.13,11,45.45,45.45,9.09,0,30,0,9.54,21.24,0.59,8.13,12.13,11,45.45,45.45,9.09,0,30,0,9.54,21.24,0.59
Sri Lanka,China,2012,Import,Fuels,2541.03,0.1,4.53,8.79,20,35,60,5,0,30,0,20484.57,20788.21,1579.18,4.53,8.79,20,35,60,5,0,30,0,20484.57,20788.21,1579.18
Sri Lanka,Germany,2012,Import,Fuels,283.41,0.09,5.17,5.15,21,38.1,57.14,4.76,0,30,0,148.22,174.53,166.61,5.17,5.15,21,38.1,57.14,4.76,0,30,0,148.22,174.53,166.61
Sri Lanka,Denmark,2012,Import,Fuels,17.07,0.05,0,0,1,0,100,0,0,0,0,0,0,6.69,0,0,1,0,100,0,0,0,0,0,0,6.69
Sri Lanka,France,2012,Import,Fuels,13950.7,9.61,3.28,9.33,17,29.41,58.82,11.76,0,30,0,3436.4,3436.4,0.16,3.28,9.33,17,29.41,58.82,11.76,0,30,0,3436.4,3436.4,0.16
Sri Lanka,United Kingdom,2012,Import,Fuels,308.35,0.1,4.94,2.81,20,35,60,5,0,30,0,242.63,249.52,595.63,4.94,2.81,20,35,60,5,0,30,0,242.63,249.52,595.63
Sri Lanka,Greece,2012,Import,Fuels,5.71,0.12,0,0,1,0,100,0,0,0,0,0,0,1.94,0,0,1,0,100,0,0,0,0,0,0,1.94
Sri Lanka,"Hong Kong, China",2012,Import,Fuels,203.42,0.03,4.88,0,13,38.46,53.85,7.69,0,30,0,0.01,0.01,238.66,4.88,0,13,38.46,53.85,7.69,0,30,0,0.01,0.01,238.66
Sri Lanka,Indonesia,2012,Import,Fuels,119271.18,28.51,2.38,0.06,14,35.71,57.14,7.14,0,30,0,56.12,2342.7,99743.03,2.38,0.06,14,35.71,57.14,7.14,0,30,0,56.12,2342.7,99743.03
Sri Lanka,India,2012,Import,Fuels,516833.63,14.7,5.88,7.66,28,35.71,57.14,7.14,0,30,0,438762.01,439496.59,5598.33,5.88,7.66,28,35.71,57.14,7.14,0,30,0,438762.01,439496.59,5598.33
Sri Lanka,Ireland,2012,Import,Fuels,14.96,0.22,0,0,1,0,100,0,0,0,0,0,0,9.91,0,0,1,0,100,0,0,0,0,0,0,9.91
Sri Lanka,"Iran, Islamic Rep.",2012,Import,Fuels,622044.34,93.99,1.88,0.01,6,16.67,66.67,16.67,0,15,0,0.03,0.03,12.85,1.88,0.01,6,16.67,66.67,16.67,0,15,0,0.03,0.03,12.85
Sri Lanka,Italy,2012,Import,Fuels,53.79,0.02,2.4,5.8,14,35.71,57.14,7.14,0,30,0,75.78,75.86,46.61,2.4,5.8,14,35.71,57.14,7.14,0,30,0,75.78,75.86,46.61
Sri Lanka,Japan,2012,Import,Fuels,2794.99,0.5,8.67,9.39,17,47.06,47.06,5.88,0,30,0,2212.2,2229.57,6.07,8.67,9.39,17,47.06,47.06,5.88,0,30,0,2212.2,2229.57,6.07
