Reporter Name,Partner Name,Year,Trade Flow,Product Group,Import (US$ Thousand),Import Product Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Sri Lanka,Netherlands,2020,Import,Fuels,20059.36,19.88,0,0,4,0,100,0,0,0,0,0,19971.37,87.99,0,0,4,0,100,0,0,0,0,0,19971.37,87.99
Sri Lanka,New Zealand,2020,Import,Fuels,46.64,0.02,0,0,1,0,100,0,0,0,0,0,0,46.64,0,0,1,0,100,0,0,0,0,0,0,46.64
Sri Lanka,"Other Asia, nes",2020,Import,Fuels,2154.47,0.67,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2020,Import,Fuels,145009.54,82.7,0,0,2,0,100,0,0,0,0,0,31412.01,113597.52,0,0,2,0,100,0,0,0,0,0,31412.01,113597.52
Sri Lanka,Pakistan,2020,Import,Fuels,25.41,0.01,0,0,2,0,100,0,0,0,0,0,0,25.41,0,0,2,0,100,0,0,0,0,0,0,25.41
Sri Lanka,Poland,2020,Import,Fuels,161.45,0.89,0,0,1,0,100,0,0,0,0,0,161.41,0.04,0,0,1,0,100,0,0,0,0,0,161.41,0.04
Sri Lanka,Portugal,2020,Import,Fuels,1235.65,14.31,,,,,,,,,,0,1235.65,0,,,,,,,,,,0,1235.65,0
Sri Lanka,Qatar,2020,Import,Fuels,4266.48,13.49,0,0,2,0,100,0,0,0,0,0,0,4266.48,0,0,2,0,100,0,0,0,0,0,0,4266.48
Sri Lanka,Russian Federation,2020,Import,Fuels,3361.68,1.42,0,0,2,0,100,0,0,0,0,0,0,3361.68,0,0,2,0,100,0,0,0,0,0,0,3361.68
Sri Lanka,Saudi Arabia,2020,Import,Fuels,75583.83,40.23,0,0,4,0,100,0,0,0,0,0,55910.25,19673.58,0,0,4,0,100,0,0,0,0,0,55910.25,19673.58
Sri Lanka,Singapore,2020,Import,Fuels,391136.14,63.36,0,0,11,0,100,0,0,0,0,0,390345.42,790.72,0,0,11,0,100,0,0,0,0,0,390345.42,790.72
Sri Lanka,Slovak Republic,2020,Import,Fuels,4.98,0.3,0,0,1,0,100,0,0,0,0,0,1.67,3.31,0,0,1,0,100,0,0,0,0,0,1.67,3.31
Sri Lanka,Sweden,2020,Import,Fuels,169.27,0.33,0,0,2,0,100,0,0,0,0,0,8.7,160.57,0,0,2,0,100,0,0,0,0,0,8.7,160.57
Sri Lanka,Thailand,2020,Import,Fuels,9481.3,2.58,0,0,6,0,100,0,0,0,0,0,5942.45,3538.85,0,0,6,0,100,0,0,0,0,0,5942.45,3538.85
Sri Lanka,Turkey,2020,Import,Fuels,216.57,0.24,0,0,3,0,100,0,0,0,0,0,56.62,159.96,0,0,3,0,100,0,0,0,0,0,56.62,159.96
Sri Lanka,Ukraine,2020,Import,Fuels,0.03,0,0,0,1,0,100,0,0,0,0,0,0,0.03,0,0,1,0,100,0,0,0,0,0,0,0.03
Sri Lanka,Unspecified,2020,Import,Fuels,29.14,0.17,,,,,,,,,,0,29.14,0,,,,,,,,,,0,29.14,0
Sri Lanka,United States,2020,Import,Fuels,23898.87,4.81,3,0.02,11,18.18,81.82,0,0,15,0,0,606.07,23292.8,3,0.02,11,18.18,81.82,0,0,15,0,0,606.07,23292.8
Sri Lanka,Vietnam,2020,Import,Fuels,11.81,0,,,,,,,,,,0,11.81,0,,,,,,,,,,0,11.81,0
Sri Lanka, World,2020,Import,Fuels,2094865.47,13.42,1.08,0.01,182,6.59,93.41,0,0,15,0,0,1166009.56,928855.9,3.11,0.01,61,18.03,70.49,0,3.85,39.9,0,0,1166009.56,928855.9
Sri Lanka,South Africa,2020,Import,Fuels,207903.04,90.76,0,0,4,0,100,0,0,0,0,0,0,207903.04,0,0,4,0,100,0,0,0,0,0,0,207903.04
Sri Lanka,East Asia & Pacific,2020,Import,Fuels,685882.14,9.46,1.29,0.04,61,8.2,91.8,0,0,15,0,0,646182.86,39699.28,1.36,0.04,24,8.33,91.67,0,0,15,0,0,646182.86,39699.28
Sri Lanka,Europe & Central Asia,2020,Import,Fuels,27250.98,1.31,0.71,0.16,44,4.55,95.45,0,0,15,0,0,23043.37,4207.61,0.83,0.16,20,5,95,0,0,15,0,0,23043.37,4207.61
Sri Lanka,Latin America & Caribbean,2020,Import,Fuels,7306.76,9.41,0,0,3,0,100,0,0,0,0,0,84.99,7221.77,0,0,3,0,100,0,0,0,0,0,84.99,7221.77
Sri Lanka,Middle East & North Africa,2020,Import,Fuels,919115.04,60.96,1.07,0,36,5.56,94.44,0,0,15,0,0,274951.69,644163.35,2,0,17,11.76,88.24,0,0,15,0,0,274951.69,644163.35
Sri Lanka,North America,2020,Import,Fuels,23908.75,3.39,2.73,0.02,12,16.67,83.33,0,0,15,0,0,615.41,23293.34,2.73,0.02,12,16.67,83.33,0,0,15,0,0,615.41,23293.34
Sri Lanka,South Asia,2020,Import,Fuels,220938.21,6.52,0.88,0.89,18,5.56,94.44,0,0,15,0,0,218937.24,2000.97,1,0.89,16,6.25,93.75,0,0,15,0,0,218937.24,2000.97
Sri Lanka,Sub-Saharan Africa,2020,Import,Fuels,208279.97,78.68,0,0,5,0,100,0,0,0,0,0,376.91,207903.05,0,0,4,0,100,0,0,0,0,0,376.91,207903.05
Sri Lanka,Albania,2021,Import,Fuels,22.57,5.09,0,0,1,0,100,0,0,0,0,0,0,22.57,0,0,1,0,100,0,0,0,0,0,0,22.57
Sri Lanka,United Arab Emirates,2021,Import,Fuels,1075275.05,76.31,2.31,0,15,13.33,86.67,0,0,15,0,0,459872.98,615402.07,2.31,0,15,13.33,86.67,0,0,15,0,0,459872.98,615402.07
Sri Lanka,Australia,2021,Import,Fuels,9264.12,2.88,0,0,2,0,100,0,0,0,0,0,0.02,9264.1,0,0,2,0,100,0,0,0,0,0,0.02,9264.1
Sri Lanka,Austria,2021,Import,Fuels,0.08,0,7.5,2.18,2,50,50,0,0,15,0,0,0.01,0.07,7.5,2.18,2,50,50,0,0,15,0,0,0.01,0.07
Sri Lanka,Belgium,2021,Import,Fuels,3595.54,2.8,0,0,4,0,100,0,0,0,0,0,2796.1,799.44,0,0,4,0,100,0,0,0,0,0,2796.1,799.44
Sri Lanka,Bangladesh,2021,Import,Fuels,0.03,0,0,0,1,0,100,0,0,0,0,0,0.01,0.02,0,0,1,0,100,0,0,0,0,0,0.01,0.02
Sri Lanka,Bulgaria,2021,Import,Fuels,12.46,0.12,,,,,,,,,,0,12.46,0,,,,,,,,,,0,12.46,0
Sri Lanka,Bahrain,2021,Import,Fuels,12670.72,34.51,0,0,2,0,100,0,0,0,0,0,0,12670.72,0,0,2,0,100,0,0,0,0,0,0,12670.72
Sri Lanka,Brazil,2021,Import,Fuels,33.71,0.08,,,,,,,,,,0,33.71,0,,,,,,,,,,0,33.71,0
Sri Lanka,Brunei,2021,Import,Fuels,17210.52,99.85,0,0,2,0,100,0,0,0,0,0,0,17210.52,0,0,2,0,100,0,0,0,0,0,0,17210.52
Sri Lanka,Canada,2021,Import,Fuels,18.18,0.01,7.5,12.86,2,50,50,0,0,15,0,0,15.59,2.59,7.5,12.86,2,50,50,0,0,15,0,0,15.59,2.59
Sri Lanka,Switzerland,2021,Import,Fuels,13.61,0.01,,,,,,,,,,0,13.61,0,,,,,,,,,,0,13.61,0
Sri Lanka,Chile,2021,Import,Fuels,7083.86,60.82,0,0,2,0,100,0,0,0,0,0,0,7083.86,0,0,2,0,100,0,0,0,0,0,0,7083.86
Sri Lanka,China,2021,Import,Fuels,2729.69,0.05,1.15,0,13,7.69,92.31,0,0,15,0,0,472.88,2256.81,1.15,0,13,7.69,92.31,0,0,15,0,0,472.88,2256.81
Sri Lanka,Germany,2021,Import,Fuels,399.98,0.11,1.5,2.12,11,9.09,90.91,0,0,15,0,0,226.23,173.76,1.5,2.12,11,9.09,90.91,0,0,15,0,0,226.23,173.76
Sri Lanka,Denmark,2021,Import,Fuels,5.03,0.01,0,0,1,0,100,0,0,0,0,0,3.69,1.35,0,0,1,0,100,0,0,0,0,0,3.69,1.35
Sri Lanka,Algeria,2021,Import,Fuels,20332.81,98.84,0,0,3,0,100,0,0,0,0,0,0,20332.81,0,0,3,0,100,0,0,0,0,0,0,20332.81
Sri Lanka,"Egypt, Arab Rep.",2021,Import,Fuels,9588.13,33.59,,,,,,,,,,0,9588.13,0,,,,,,,,,,0,9588.13,0
Sri Lanka,Spain,2021,Import,Fuels,159.68,0.12,0,0,3,0,100,0,0,0,0,0,38.83,120.85,0,0,3,0,100,0,0,0,0,0,38.83,120.85
Sri Lanka,Estonia,2021,Import,Fuels,19.34,0.94,0,0,1,0,100,0,0,0,0,0,0,19.34,0,0,1,0,100,0,0,0,0,0,0,19.34
Sri Lanka,Finland,2021,Import,Fuels,0.02,0,0,0,1,0,100,0,0,0,0,0,0,0.02,0,0,1,0,100,0,0,0,0,0,0,0.02
Sri Lanka,France,2021,Import,Fuels,140.05,0.1,15,15,1,100,0,0,0,15,15,0,140.05,0,15,15,1,100,0,0,0,15,15,0,140.05,0
Sri Lanka,United Kingdom,2021,Import,Fuels,431.44,0.17,3,0.29,5,20,80,0,0,15,0,0,368.8,62.63,3,0.29,5,20,80,0,0,15,0,0,368.8,62.63
Sri Lanka,"Hong Kong, China",2021,Import,Fuels,770.65,0.25,0,0,1,0,100,0,0,0,0,0,733.7,36.96,0,0,1,0,100,0,0,0,0,0,733.7,36.96
Sri Lanka,Hungary,2021,Import,Fuels,26.87,0.53,,,,,,,,,,0,26.87,0,,,,,,,,,,0,26.87,0
Sri Lanka,Indonesia,2021,Import,Fuels,33694.58,6.97,0,0,3,0,100,0,0,0,0,0,19427.78,14266.8,0,0,3,0,100,0,0,0,0,0,19427.78,14266.8
Sri Lanka,India,2021,Import,Fuels,605308.04,12.77,1.67,1.08,20,10,90,0,0,15,0,0,601887.02,3421.02,1.67,1.08,20,10,90,0,0,15,0,0,601887.02,3421.02
Sri Lanka,Ireland,2021,Import,Fuels,19.03,0.09,0,0,1,0,100,0,0,0,0,0,0,19.03,0,0,1,0,100,0,0,0,0,0,0,19.03
Sri Lanka,Iraq,2021,Import,Fuels,55736.18,99.69,0,0,3,0,100,0,0,0,0,0,0,55736.18,0,0,3,0,100,0,0,0,0,0,0,55736.18
Sri Lanka,Israel,2021,Import,Fuels,9.08,0.01,,,,,,,,,,0,9.08,0,,,,,,,,,,0,9.08,0
Sri Lanka,Italy,2021,Import,Fuels,234.77,0.07,0,0,1,0,100,0,0,0,0,0,233.67,1.1,0,0,1,0,100,0,0,0,0,0,233.67,1.1
Sri Lanka,Japan,2021,Import,Fuels,3341.26,0.75,0,0,3,0,100,0,0,0,0,0,2682.98,658.28,0,0,3,0,100,0,0,0,0,0,2682.98,658.28
Sri Lanka,Kenya,2021,Import,Fuels,0,0,0,0,1,0,100,0,0,0,0,0,0,0,0,0,1,0,100,0,0,0,0,0,0,0
Sri Lanka,"Korea, Rep.",2021,Import,Fuels,25983.7,8.04,2.14,0.32,7,14.29,85.71,0,0,15,0,0,25758.37,225.33,2.14,0.32,7,14.29,85.71,0,0,15,0,0,25758.37,225.33
Sri Lanka,Kuwait,2021,Import,Fuels,10285.3,36.95,0,0,2,0,100,0,0,0,0,0,30.41,10254.89,0,0,2,0,100,0,0,0,0,0,30.41,10254.89
Sri Lanka,Luxembourg,2021,Import,Fuels,1.92,0.11,,,,,,,,,,0,1.92,0,,,,,,,,,,0,1.92,0
Sri Lanka,Latvia,2021,Import,Fuels,11.32,0.57,0,0,1,0,100,0,0,0,0,0,0,11.32,0,0,1,0,100,0,0,0,0,0,0,11.32
Sri Lanka,Mexico,2021,Import,Fuels,36.95,0.29,,,,,,,,,,0,36.95,0,,,,,,,,,,0,36.95,0
Sri Lanka,Malaysia,2021,Import,Fuels,271078.18,32.85,2.14,0.02,8,12.5,87.5,0,0,15,0,0,267511.74,3566.44,2.14,0.02,8,12.5,87.5,0,0,15,0,0,267511.74,3566.44
Sri Lanka,Netherlands,2021,Import,Fuels,25953.36,21.74,0,0,2,0,100,0,0,0,0,0,25881.62,71.74,0,0,2,0,100,0,0,0,0,0,25881.62,71.74
Sri Lanka,New Zealand,2021,Import,Fuels,0.02,0,0,0,1,0,100,0,0,0,0,0,0,0.02,0,0,1,0,100,0,0,0,0,0,0,0.02
Sri Lanka,"Other Asia, nes",2021,Import,Fuels,1364.82,0.28,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2021,Import,Fuels,50667.71,40.45,0,0,3,0,100,0,0,0,0,0,13823.62,36844.09,0,0,3,0,100,0,0,0,0,0,13823.62,36844.09
Sri Lanka,Pakistan,2021,Import,Fuels,11.46,0,0,0,2,0,100,0,0,0,0,0,0,11.46,0,0,2,0,100,0,0,0,0,0,0,11.46
Sri Lanka,Poland,2021,Import,Fuels,208.49,0.73,0,0,1,0,100,0,0,0,0,0,208.35,0.14,0,0,1,0,100,0,0,0,0,0,208.35,0.14
Sri Lanka,Portugal,2021,Import,Fuels,4.17,0.02,15,15,1,100,0,0,0,15,15,0,4.17,0,15,15,1,100,0,0,0,15,15,0,4.17,0
Sri Lanka,Qatar,2021,Import,Fuels,64388.53,50.17,0,0,3,0,100,0,0,0,0,0,0,64388.53,0,0,3,0,100,0,0,0,0,0,0,64388.53
Sri Lanka,Russian Federation,2021,Import,Fuels,35144.68,20.14,0,0,3,0,100,0,0,0,0,0,0,35144.68,0,0,3,0,100,0,0,0,0,0,0,35144.68
Sri Lanka,Saudi Arabia,2021,Import,Fuels,245290.96,64.75,0,0,5,0,100,0,0,0,0,0,183008.72,62282.24,0,0,5,0,100,0,0,0,0,0,183008.72,62282.24
Sri Lanka,Singapore,2021,Import,Fuels,504183.82,64.98,0,0,9,0,100,0,0,0,0,0,501987.08,2196.74,0,0,9,0,100,0,0,0,0,0,501987.08,2196.74
Sri Lanka,Sudan,2021,Import,Fuels,0.95,0.01,,,,,,,,,,0,0.95,0,,,,,,,,,,0,0.95,0
Sri Lanka,Sweden,2021,Import,Fuels,28.47,0.05,0,0,2,0,100,0,0,0,0,0,28.36,0.11,0,0,2,0,100,0,0,0,0,0,28.36,0.11
Sri Lanka,Thailand,2021,Import,Fuels,15251.67,3.58,0,0,5,0,100,0,0,0,0,0,14173.99,1077.68,0,0,5,0,100,0,0,0,0,0,14173.99,1077.68
Sri Lanka,Turkey,2021,Import,Fuels,250.22,0.18,0,0,2,0,100,0,0,0,0,0,70.17,180.05,0,0,2,0,100,0,0,0,0,0,70.17,180.05
Sri Lanka,Ukraine,2021,Import,Fuels,0.11,0,,,,,,,,,,0,0.11,0,,,,,,,,,,0,0.11,0
Sri Lanka,Unspecified,2021,Import,Fuels,5076.1,14.62,0,0,3,0,100,0,0,0,0,0,0,5076.1,0,0,3,0,100,0,0,0,0,0,0,5076.1
Sri Lanka,United States,2021,Import,Fuels,37872.95,6.68,1.15,0.01,15,6.67,93.33,0,0,15,0,0,458.15,37414.8,1.15,0.01,15,6.67,93.33,0,0,15,0,0,458.15,37414.8
Sri Lanka,Vietnam,2021,Import,Fuels,34.42,0.01,,,,,,,,,,0,34.42,0,,,,,,,,,,0,34.42,0
Sri Lanka, World,2021,Import,Fuels,3400857.68,15.82,1.25,0,188,7.45,92.55,0,0,15,0,0,2132155.82,1268701.86,3.44,0,61,14.75,70.49,0,4.79,64.18,0,0,2132155.82,1268701.86
Sri Lanka,South Africa,2021,Import,Fuels,249580.32,92.73,0,0,4,0,100,0,0,0,0,0,0,249580.32,0,0,4,0,100,0,0,0,0,0,0,249580.32
Sri Lanka,East Asia & Pacific,2021,Import,Fuels,883542.64,8.97,0.9,0,54,5.56,94.44,0,0,15,0,0,832782.96,50759.68,1.88,0,26,11.54,88.46,0,0,15,0,0,832782.96,50759.68
Sri Lanka,Europe & Central Asia,2021,Import,Fuels,66683.21,2.72,1.83,0.01,44,11.36,88.64,0,0,15,0,0,30055.01,36628.2,2.5,0.01,20,15,85,0,0,15,0,0,30055.01,36628.2
Sri Lanka,Latin America & Caribbean,2021,Import,Fuels,7154.52,9.11,0,0,2,0,100,0,0,0,0,0,70.66,7083.86,0,0,2,0,100,0,0,0,0,0,70.66,7083.86
Sri Lanka,Middle East & North Africa,2021,Import,Fuels,1544244.46,66.05,1.07,0,36,5.56,94.44,0,0,15,0,0,666332.94,877911.51,2,0,17,11.76,88.24,0,0,15,0,0,666332.94,877911.51
Sri Lanka,North America,2021,Import,Fuels,37891.13,5.46,2,0.02,17,11.76,88.24,0,0,15,0,0,473.74,37417.39,1.07,0.02,16,6.25,93.75,0,0,15,0,0,473.74,37417.39
Sri Lanka,South Asia,2021,Import,Fuels,605319.53,11.51,1.43,1.07,23,8.7,91.3,0,0,15,0,0,601887.03,3432.5,1.67,1.07,20,10,90,0,0,15,0,0,601887.03,3432.5
Sri Lanka,Sub-Saharan Africa,2021,Import,Fuels,249580.32,82.05,0,0,5,0,100,0,0,0,0,0,0,249580.32,0,0,5,0,100,0,0,0,0,0,0,249580.32
Sri Lanka,Albania,2022,Import,Fuels,41.21,7.36,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United Arab Emirates,2022,Import,Fuels,667875.55,69.51,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Australia,2022,Import,Fuels,2104.64,1.09,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Austria,2022,Import,Fuels,5.42,0.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Belgium,2022,Import,Fuels,773.82,1.29,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Bulgaria,2022,Import,Fuels,34.36,0.4,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Bahrain,2022,Import,Fuels,2260.46,19.28,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Brazil,2022,Import,Fuels,8773.8,19.7,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Brunei,2022,Import,Fuels,1576.97,98.41,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Canada,2022,Import,Fuels,1.28,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Switzerland,2022,Import,Fuels,9.2,0.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,China,2022,Import,Fuels,78516.7,2.23,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Colombia,2022,Import,Fuels,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Germany,2022,Import,Fuels,1497.61,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Denmark,2022,Import,Fuels,3.84,0.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Algeria,2022,Import,Fuels,24287.38,99.83,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Spain,2022,Import,Fuels,42.17,0.04,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Estonia,2022,Import,Fuels,19.3,1.2,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,France,2022,Import,Fuels,90.48,0.08,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United Kingdom,2022,Import,Fuels,615.7,0.3,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Hong Kong, China",2022,Import,Fuels,962.84,0.37,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Hungary,2022,Import,Fuels,0.05,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Indonesia,2022,Import,Fuels,17588.68,5.24,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,India,2022,Import,Fuels,1186061.73,25.63,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Ireland,2022,Import,Fuels,24.02,0.18,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Iraq,2022,Import,Fuels,25992.07,98.85,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Iceland,2022,Import,Fuels,247.19,71.49,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Israel,2022,Import,Fuels,7.13,0.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Italy,2022,Import,Fuels,236.7,0.08,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Jordan,2022,Import,Fuels,0,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Japan,2022,Import,Fuels,1974.37,0.74,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Kazakhstan,2022,Import,Fuels,18312.14,75.78,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Korea, Rep.",2022,Import,Fuels,17636.24,7.42,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Kuwait,2022,Import,Fuels,433.73,2.76,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Lithuania,2022,Import,Fuels,0.14,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Mexico,2022,Import,Fuels,26.99,0.34,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Mongolia,2022,Import,Fuels,5.91,89.35,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Malaysia,2022,Import,Fuels,519188.63,57.12,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Netherlands,2022,Import,Fuels,3106.15,3.61,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Other Asia, nes",2022,Import,Fuels,885.11,0.22,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2022,Import,Fuels,137879.14,62.42,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Pakistan,2022,Import,Fuels,0.01,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Poland,2022,Import,Fuels,91.32,0.35,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Portugal,2022,Import,Fuels,0.27,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Qatar,2022,Import,Fuels,2601,9.28,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Romania,2022,Import,Fuels,60.78,0.11,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Russian Federation,2022,Import,Fuels,348295.48,92.3,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Saudi Arabia,2022,Import,Fuels,138586.08,57.59,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Singapore,2022,Import,Fuels,524778.08,70.62,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Slovenia,2022,Import,Fuels,2483.54,26.75,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Sweden,2022,Import,Fuels,168.94,0.35,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Togo,2022,Import,Fuels,469.66,97.79,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Thailand,2022,Import,Fuels,15429.19,5.01,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Turkey,2022,Import,Fuels,215.02,0.12,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Unspecified,2022,Import,Fuels,79.52,0.28,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United States,2022,Import,Fuels,14367.75,3.47,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Vietnam,2022,Import,Fuels,89.92,0.04,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,South Africa,2022,Import,Fuels,219531.98,93.3,,,,,,,,,,,,,,,,,,,,,,,,
