Reporter Name,Partner Name,Year,Trade Flow,Product Group,Import (US$ Thousand),Import Product Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Sri Lanka,East Asia & Pacific,2006,Import,Fuels,371954.49,8.89,7.66,3.23,166,61.45,38.55,0,0,28,0,0,191543.51,180410.98,6.35,3.23,36,61.11,38.89,0,0,28,0,0,191543.51,180410.98
Sri Lanka,Europe & Central Asia,2006,Import,Fuels,11376.94,0.71,7.43,8.07,137,59.12,40.88,0,0,28,0,0,11365.45,11.49,6.63,8.07,33,69.7,30.3,0,0,28,0,0,11365.45,11.49
Sri Lanka,Middle East & North Africa,2006,Import,Fuels,838588.33,69.97,8.58,0.46,71,49.3,50.7,0,0,28,0,0,42175.52,796412.81,8.89,0.46,25,60,40,0,0,28,0,0,42175.52,796412.81
Sri Lanka,North America,2006,Import,Fuels,522.91,0.13,9.44,9.13,14,57.14,42.86,0,0,28,0,0,517.66,5.25,9.44,9.13,14,57.14,42.86,0,0,28,0,0,517.66,5.25
Sri Lanka,South Asia,2006,Import,Fuels,405398.58,20.44,6.29,7.25,41,60.98,39.02,0,0,28,0,0,368843.91,36554.67,7.03,7.33,32,62.5,37.5,0,0,28,0,0,368843.91,36554.67
Sri Lanka,Sub-Saharan Africa,2006,Import,Fuels,512.81,1.62,5.94,5.25,22,45.45,54.55,0,0,28,0,0,512.81,0,4.88,5.25,14,42.86,57.14,0,0,28,0,0,512.81,0
Sri Lanka,United Arab Emirates,2007,Import,Fuels,171770.66,46.33,8.88,9.16,24,62.5,33.33,4.17,0,28,0,5186.73,117328.09,0,8.88,9.16,24,62.5,33.33,4.17,0,28,0,5186.73,117328.09,0
Sri Lanka,Australia,2007,Import,Fuels,168.32,0.16,4.46,2.53,11,63.64,36.36,0,0,28,0,0,660.34,0,4.46,2.53,11,63.64,36.36,0,0,28,0,0,660.34,0
Sri Lanka,Austria,2007,Import,Fuels,0.21,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Belgium,2007,Import,Fuels,84.62,0.04,4.46,6.74,11,63.64,36.36,0,0,28,0,0,25.2,0,4.46,6.74,11,63.64,36.36,0,0,28,0,0,25.2,0
Sri Lanka,Switzerland,2007,Import,Fuels,62902.62,36.11,7.22,8.04,13,61.54,38.46,0,0,28,0,0,36646.95,0,7.22,8.04,13,61.54,38.46,0,0,28,0,0,36646.95,0
Sri Lanka,China,2007,Import,Fuels,1977.22,0.21,8.09,3.96,24,62.5,33.33,4.17,0,28,0,5007.14,6658.16,10.5,8.09,3.96,24,62.5,33.33,4.17,0,28,0,5007.14,6658.16,10.5
Sri Lanka,Germany,2007,Import,Fuels,193.5,0.08,7.84,4.36,19,68.42,31.58,0,0,28,0,0,504.4,15.12,7.84,4.36,19,68.42,31.58,0,0,28,0,0,504.4,15.12
Sri Lanka,Djibouti,2007,Import,Fuels,0.11,0.47,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Denmark,2007,Import,Fuels,11.07,0.04,8.39,8.39,9,55.56,44.44,0,0,28,0,0,90.23,0,8.39,8.39,9,55.56,44.44,0,0,28,0,0,90.23,0
Sri Lanka,"Egypt, Arab Rep.",2007,Import,Fuels,39.25,0.35,9.38,14.7,6,33.33,50,16.67,0,15,0,29.08,1107.3,0,9.38,14.7,6,33.33,50,16.67,0,15,0,29.08,1107.3,0
Sri Lanka,Spain,2007,Import,Fuels,78.22,0.23,2.5,2.5,2,100,0,0,0,2.5,2.5,0,106.92,0,2.5,2.5,2,100,0,0,0,2.5,2.5,0,106.92,0
Sri Lanka,France,2007,Import,Fuels,57.84,0.04,8.39,8.39,9,55.56,44.44,0,0,28,0,0,72.67,0,8.39,8.39,9,55.56,44.44,0,0,28,0,0,72.67,0
Sri Lanka,United Kingdom,2007,Import,Fuels,103.52,0.05,6.84,3.83,25,56,40,4,0,28,0,70.27,765.62,0.5,6.84,3.83,25,56,40,4,0,28,0,70.27,765.62,0.5
Sri Lanka,Greece,2007,Import,Fuels,0.38,0.03,15,15,1,100,0,0,0,15,15,0,0.18,0,15,15,1,100,0,0,0,15,15,0,0.18,0
Sri Lanka,"Hong Kong, China",2007,Import,Fuels,228.04,0.03,7.61,4.8,17,64.71,35.29,0,0,28,0,0,444.84,7.85,7.61,4.8,17,64.71,35.29,0,0,28,0,0,444.84,7.85
Sri Lanka,Indonesia,2007,Import,Fuels,1244.91,0.51,10,0,3,66.67,33.33,0,0,15,0,0,0.91,4474.77,10,0,3,66.67,33.33,0,0,15,0,0,0.91,4474.77
Sri Lanka,India,2007,Import,Fuels,1205995.95,43.36,6.48,7.13,32,62.5,34.38,3.13,0,28,0,259263.05,975215.92,35.1,7.27,7.14,32,62.5,34.38,3.13,0,28,0,259263.05,975215.92,35.1
Sri Lanka,Ireland,2007,Import,Fuels,15.33,0.18,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,"Iran, Islamic Rep.",2007,Import,Fuels,748672.62,99.79,5,0.05,5,60,40,0,0,15,0,0,4154.34,1189082.52,5,0.05,5,60,40,0,0,15,0,0,4154.34,1189082.52
Sri Lanka,Israel,2007,Import,Fuels,183.12,0.33,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Italy,2007,Import,Fuels,32.39,0.02,8.68,6.26,13,69.23,30.77,0,0,28,0,0,139.35,0,8.68,6.26,13,69.23,30.77,0,0,28,0,0,139.35,0
Sri Lanka,Japan,2007,Import,Fuels,29.02,0.01,12.27,10.84,15,73.33,26.67,0,0,28,0,0,521.22,0,12.27,10.84,15,73.33,26.67,0,0,28,0,0,521.22,0
Sri Lanka,"Korea, Rep.",2007,Import,Fuels,9.91,0.01,8.68,6.73,13,69.23,30.77,0,0,28,0,0,27.95,0,8.68,6.73,13,69.23,30.77,0,0,28,0,0,27.95,0
Sri Lanka,Kuwait,2007,Import,Fuels,641.76,8.44,3.75,3.75,5,20,60,20,0,15,0,1319.53,1319.53,0,3.75,3.75,5,20,60,20,0,15,0,1319.53,1319.53,0
Sri Lanka,Mexico,2007,Import,Fuels,19,0.98,4.19,4.65,11,45.45,54.55,0,0,28,0,0,21.61,17.34,4.19,4.65,11,45.45,54.55,0,0,28,0,0,21.61,17.34
Sri Lanka,Malaysia,2007,Import,Fuels,65433.17,18.83,9.15,8.03,18,72.22,27.78,0,0,28,0,0,25759.58,0,9.15,8.03,18,72.22,27.78,0,0,28,0,0,25759.58,0
Sri Lanka,Netherlands,2007,Import,Fuels,176.06,0.24,6.88,11.76,13,69.23,30.77,0,0,28,0,0,184.86,0,6.88,11.76,13,69.23,30.77,0,0,28,0,0,184.86,0
Sri Lanka,New Zealand,2007,Import,Fuels,99.47,0.06,2.5,2.5,2,100,0,0,0,2.5,2.5,0,158.61,0,2.5,2.5,2,100,0,0,0,2.5,2.5,0,158.61,0
Sri Lanka,"Other Asia, nes",2007,Import,Fuels,1401.57,0.53,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2007,Import,Fuels,55906.31,91.07,5.69,4.21,11,54.55,45.45,0,0,28,0,0,6163.2,0,5.69,4.21,11,54.55,45.45,0,0,28,0,0,6163.2,0
Sri Lanka,Pakistan,2007,Import,Fuels,26.93,0.01,8.39,8.39,9,55.56,44.44,0,0,28,0,0,24.56,0,8.39,8.39,9,55.56,44.44,0,0,28,0,0,24.56,0
Sri Lanka,Philippines,2007,Import,Fuels,23.37,0.29,15,15,1,100,0,0,0,15,15,0,0.07,0,15,15,1,100,0,0,0,15,15,0,0.07,0
Sri Lanka,Saudi Arabia,2007,Import,Fuels,101504.2,67.64,9.52,1.37,19,47.37,47.37,5.26,0,28,0,958.99,25047.57,128883.34,9.52,1.37,19,47.37,47.37,5.26,0,28,0,958.99,25047.57,128883.34
Sri Lanka,Singapore,2007,Import,Fuels,259250.61,23.42,7.2,7.12,32,62.5,34.38,3.13,0,28,0,18801.78,592923.86,8016.19,7.2,7.12,32,62.5,34.38,3.13,0,28,0,18801.78,592923.86,8016.19
Sri Lanka,Sweden,2007,Import,Fuels,5.05,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,7.12,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,7.12,0
Sri Lanka,Thailand,2007,Import,Fuels,1778.57,0.77,5.38,7.07,20,55,40,5,0,28,0,18.9,1570.16,0,5.38,7.07,20,55,40,5,0,28,0,18.9,1570.16,0
Sri Lanka,Turkey,2007,Import,Fuels,1.36,0,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,United States,2007,Import,Fuels,551.98,0.22,7.99,8.07,17,70.59,29.41,0,0,28,0,0,555.45,0,7.99,8.07,17,70.59,29.41,0,0,28,0,0,555.45,0
Sri Lanka, World,2007,Import,Fuels,2680794.79,23.55,7.55,4.22,443,61.63,36.12,2.26,0,28,0,290701.12,1801941.92,1330543.23,6.12,4.22,56,69.64,28.57,0.23,0,28,0,290701.12,1801941.92,1330543.23
Sri Lanka,South Africa,2007,Import,Fuels,176.54,1.07,6.07,6.67,14,42.86,50,7.14,0,28,0,45.65,123.49,0,6.07,6.67,14,42.86,50,7.14,0,28,0,45.65,123.49,0
Sri Lanka,East Asia & Pacific,2007,Import,Fuels,330242.6,7.37,8,7.07,156,65.38,32.69,1.92,0,28,0,23827.83,628725.71,12509.32,6.59,7.07,38,65.79,31.58,0.64,0,28,0,23827.83,628725.71,12509.32
Sri Lanka,Europe & Central Asia,2007,Import,Fuels,63662.17,3.85,7.11,7.9,116,63.79,35.34,0.86,0,28,0,70.27,38543.49,15.62,5.93,7.9,34,64.71,32.35,0.86,0,28,0,70.27,38543.49,15.62
Sri Lanka,Latin America & Caribbean,2007,Import,Fuels,19,0.04,4.19,4.65,11,45.45,54.55,0,0,28,0,0,21.61,17.34,4.19,4.65,11,45.45,54.55,0,0,28,0,0,21.61,17.34
Sri Lanka,Middle East & North Africa,2007,Import,Fuels,1078718.04,73.62,8.28,0.95,71,52.11,42.25,5.63,0,28,0,7494.33,155244.6,1317965.86,7.7,0.95,27,59.26,37.04,1.41,0,28,0,7494.33,155244.6,1317965.86
Sri Lanka,North America,2007,Import,Fuels,551.98,0.12,7.99,8.07,17,70.59,29.41,0,0,28,0,0,555.45,0,7.99,8.07,17,70.59,29.41,0,0,28,0,0,555.45,0
Sri Lanka,South Asia,2007,Import,Fuels,1206022.89,40.38,6.58,7.13,41,60.98,36.59,2.44,0,28,0,259263.05,975240.48,35.1,7.27,7.14,32,62.5,34.38,2.44,0,28,0,259263.05,975240.48,35.1
Sri Lanka,Sub-Saharan Africa,2007,Import,Fuels,176.54,0.53,5.05,3.2,16,43.75,50,6.25,0,28,0,45.65,2307.15,0,5.05,3.2,16,43.75,50,6.25,0,28,0,45.65,2307.15,0
Sri Lanka,United Arab Emirates,2008,Import,Fuels,117328.09,25.31,8.88,9.16,24,62.5,33.33,4.17,0,28,0,5186.73,117328.09,0,8.88,9.16,24,62.5,33.33,4.17,0,28,0,5186.73,117328.09,0
Sri Lanka,Australia,2008,Import,Fuels,660.34,0.34,4.46,2.53,11,63.64,36.36,0,0,28,0,0,660.34,0,4.46,2.53,11,63.64,36.36,0,0,28,0,0,660.34,0
Sri Lanka,Belgium,2008,Import,Fuels,25.2,0.01,4.46,6.74,11,63.64,36.36,0,0,28,0,0,25.2,0,4.46,6.74,11,63.64,36.36,0,0,28,0,0,25.2,0
Sri Lanka,Bahrain,2008,Import,Fuels,124.57,4.23,15,15,1,100,0,0,0,15,15,0,124.57,0,15,15,1,100,0,0,0,15,15,0,124.57,0
Sri Lanka,Switzerland,2008,Import,Fuels,36646.94,19.28,7.22,8.04,13,61.54,38.46,0,0,28,0,0,36646.95,0,7.22,8.04,13,61.54,38.46,0,0,28,0,0,36646.95,0
Sri Lanka,China,2008,Import,Fuels,6668.66,0.6,8.09,3.96,24,62.5,33.33,4.17,0,28,0,5007.14,6658.16,10.5,8.09,3.96,24,62.5,33.33,4.17,0,28,0,5007.14,6658.16,10.5
Sri Lanka,Germany,2008,Import,Fuels,519.51,0.18,7.84,4.36,19,68.42,31.58,0,0,28,0,0,504.4,15.12,7.84,4.36,19,68.42,31.58,0,0,28,0,0,504.4,15.12
Sri Lanka,Denmark,2008,Import,Fuels,90.23,0.27,8.39,8.39,9,55.56,44.44,0,0,28,0,0,90.23,0,8.39,8.39,9,55.56,44.44,0,0,28,0,0,90.23,0
Sri Lanka,"Egypt, Arab Rep.",2008,Import,Fuels,1107.3,2.61,9.38,14.7,6,33.33,50,16.67,0,15,0,29.08,1107.3,0,9.38,14.7,6,33.33,50,16.67,0,15,0,29.08,1107.3,0
Sri Lanka,Spain,2008,Import,Fuels,106.92,0.36,2.5,2.5,2,100,0,0,0,2.5,2.5,0,106.92,0,2.5,2.5,2,100,0,0,0,2.5,2.5,0,106.92,0
Sri Lanka,France,2008,Import,Fuels,72.67,0.04,8.39,8.39,9,55.56,44.44,0,0,28,0,0,72.67,0,8.39,8.39,9,55.56,44.44,0,0,28,0,0,72.67,0
Sri Lanka,United Kingdom,2008,Import,Fuels,766.12,0.32,6.84,3.83,25,56,40,4,0,28,0,70.27,765.62,0.5,6.84,3.83,25,56,40,4,0,28,0,70.27,765.62,0.5
Sri Lanka,Greece,2008,Import,Fuels,0.18,0.01,15,15,1,100,0,0,0,15,15,0,0.18,0,15,15,1,100,0,0,0,15,15,0,0.18,0
Sri Lanka,"Hong Kong, China",2008,Import,Fuels,452.7,0.07,7.61,4.8,17,64.71,35.29,0,0,28,0,0,444.84,7.85,7.61,4.8,17,64.71,35.29,0,0,28,0,0,444.84,7.85
Sri Lanka,Indonesia,2008,Import,Fuels,4475.68,1.57,10,0,3,66.67,33.33,0,0,15,0,0,0.91,4474.77,10,0,3,66.67,33.33,0,0,15,0,0,0.91,4474.77
Sri Lanka,India,2008,Import,Fuels,975251.02,34.39,6.48,7.13,32,62.5,34.38,3.13,0,28,0,259263.05,975215.92,35.1,7.27,7.14,32,62.5,34.38,3.13,0,28,0,259263.05,975215.92,35.1
Sri Lanka,"Iran, Islamic Rep.",2008,Import,Fuels,1193236.86,99.71,5,0.05,5,60,40,0,0,15,0,0,4154.34,1189082.52,5,0.05,5,60,40,0,0,15,0,0,4154.34,1189082.52
Sri Lanka,Italy,2008,Import,Fuels,139.35,0.06,8.68,6.26,13,69.23,30.77,0,0,28,0,0,139.35,0,8.68,6.26,13,69.23,30.77,0,0,28,0,0,139.35,0
Sri Lanka,Japan,2008,Import,Fuels,521.22,0.12,12.27,10.84,15,73.33,26.67,0,0,28,0,0,521.22,0,12.27,10.84,15,73.33,26.67,0,0,28,0,0,521.22,0
Sri Lanka,"Korea, Rep.",2008,Import,Fuels,27.95,0.01,8.68,6.73,13,69.23,30.77,0,0,28,0,0,27.95,0,8.68,6.73,13,69.23,30.77,0,0,28,0,0,27.95,0
Sri Lanka,Kuwait,2008,Import,Fuels,1319.53,10.79,3.75,3.75,5,20,60,20,0,15,0,1319.53,1319.53,0,3.75,3.75,5,20,60,20,0,15,0,1319.53,1319.53,0
Sri Lanka,Mexico,2008,Import,Fuels,38.95,1.21,4.19,4.65,11,45.45,54.55,0,0,28,0,0,21.61,17.34,4.19,4.65,11,45.45,54.55,0,0,28,0,0,21.61,17.34
Sri Lanka,Mauritius,2008,Import,Fuels,2183.66,33.44,3,3,2,50,50,0,0,6,0,0,2183.66,0,3,3,2,50,50,0,0,6,0,0,2183.66,0
Sri Lanka,Malaysia,2008,Import,Fuels,25759.58,7.18,9.15,8.03,18,72.22,27.78,0,0,28,0,0,25759.58,0,9.15,8.03,18,72.22,27.78,0,0,28,0,0,25759.58,0
Sri Lanka,Netherlands,2008,Import,Fuels,184.86,0.18,6.88,11.76,13,69.23,30.77,0,0,28,0,0,184.86,0,6.88,11.76,13,69.23,30.77,0,0,28,0,0,184.86,0
Sri Lanka,New Zealand,2008,Import,Fuels,158.61,0.06,2.5,2.5,2,100,0,0,0,2.5,2.5,0,158.61,0,2.5,2.5,2,100,0,0,0,2.5,2.5,0,158.61,0
Sri Lanka,"Other Asia, nes",2008,Import,Fuels,1303.44,0.52,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2008,Import,Fuels,6163.2,61.4,5.69,4.21,11,54.55,45.45,0,0,28,0,0,6163.2,0,5.69,4.21,11,54.55,45.45,0,0,28,0,0,6163.2,0
Sri Lanka,Pakistan,2008,Import,Fuels,24.56,0.01,8.39,8.39,9,55.56,44.44,0,0,28,0,0,24.56,0,8.39,8.39,9,55.56,44.44,0,0,28,0,0,24.56,0
Sri Lanka,Philippines,2008,Import,Fuels,0.07,0,15,15,1,100,0,0,0,15,15,0,0.07,0,15,15,1,100,0,0,0,15,15,0,0.07,0
Sri Lanka,Saudi Arabia,2008,Import,Fuels,153930.91,78.83,9.52,1.37,19,47.37,47.37,5.26,0,28,0,958.99,25047.57,128883.34,9.52,1.37,19,47.37,47.37,5.26,0,28,0,958.99,25047.57,128883.34
Sri Lanka,Singapore,2008,Import,Fuels,600940.05,37.57,7.2,7.12,32,62.5,34.38,3.13,0,28,0,18801.78,592923.86,8016.19,7.2,7.12,32,62.5,34.38,3.13,0,28,0,18801.78,592923.86,8016.19
Sri Lanka,Sweden,2008,Import,Fuels,7.12,0.01,2.5,2.5,1,100,0,0,0,2.5,2.5,0,7.12,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,7.12,0
Sri Lanka,Thailand,2008,Import,Fuels,1570.16,0.53,5.38,7.07,20,55,40,5,0,28,0,18.9,1570.16,0,5.38,7.07,20,55,40,5,0,28,0,18.9,1570.16,0
Sri Lanka,United States,2008,Import,Fuels,555.45,0.19,7.99,8.07,17,70.59,29.41,0,0,28,0,0,555.45,0,7.99,8.07,17,70.59,29.41,0,0,28,0,0,555.45,0
Sri Lanka, World,2008,Import,Fuels,3132485.15,22.98,7.55,4.22,443,61.63,36.12,2.26,0,28,0,290701.12,1801941.92,1330543.23,6.12,4.22,56,69.64,28.57,0.23,0,28,0,290701.12,1801941.92,1330543.23
Sri Lanka,South Africa,2008,Import,Fuels,123.49,0.52,6.07,6.67,14,42.86,50,7.14,0,28,0,45.65,123.49,0,6.07,6.67,14,42.86,50,7.14,0,28,0,45.65,123.49,0
Sri Lanka,East Asia & Pacific,2008,Import,Fuels,641235.02,11.75,8,7.07,156,65.38,32.69,1.92,0,28,0,23827.83,628725.71,12509.32,6.59,7.07,38,65.79,31.58,0.64,0,28,0,23827.83,628725.71,12509.32
Sri Lanka,Europe & Central Asia,2008,Import,Fuels,38559.1,1.87,7.11,7.9,116,63.79,35.34,0.86,0,28,0,70.27,38543.49,15.62,5.93,7.9,34,64.71,32.35,0.86,0,28,0,70.27,38543.49,15.62
Sri Lanka,Latin America & Caribbean,2008,Import,Fuels,38.95,0.07,4.19,4.65,11,45.45,54.55,0,0,28,0,0,21.61,17.34,4.19,4.65,11,45.45,54.55,0,0,28,0,0,21.61,17.34
Sri Lanka,Middle East & North Africa,2008,Import,Fuels,1473210.46,71.63,8.28,0.95,71,52.11,42.25,5.63,0,28,0,7494.33,155244.6,1317965.86,7.7,0.95,27,59.26,37.04,1.41,0,28,0,7494.33,155244.6,1317965.86
Sri Lanka,North America,2008,Import,Fuels,555.45,0.09,7.99,8.07,17,70.59,29.41,0,0,28,0,0,555.45,0,7.99,8.07,17,70.59,29.41,0,0,28,0,0,555.45,0
Sri Lanka,South Asia,2008,Import,Fuels,975275.58,31.92,6.58,7.13,41,60.98,36.59,2.44,0,28,0,259263.05,975240.48,35.1,7.27,7.14,32,62.5,34.38,2.44,0,28,0,259263.05,975240.48,35.1
Sri Lanka,Sub-Saharan Africa,2008,Import,Fuels,2307.15,4.97,5.05,3.2,16,43.75,50,6.25,0,28,0,45.65,2307.15,0,5.05,3.2,16,43.75,50,6.25,0,28,0,45.65,2307.15,0
Sri Lanka,United Arab Emirates,2009,Import,Fuels,119863.93,40.57,9.62,9.55,23,60.87,30.43,8.7,0,28,0,96910.58,119863.93,0,9.62,9.55,23,60.87,30.43,8.7,0,28,0,96910.58,119863.93,0
Sri Lanka,Australia,2009,Import,Fuels,123.51,0.09,1.25,2.5,2,50,50,0,0,2.5,0,0,123.28,0.23,1.25,2.5,2,50,50,0,0,2.5,0,0,123.28,0.23
Sri Lanka,Austria,2009,Import,Fuels,80.67,0.28,9.44,9.44,9,55.56,33.33,11.11,0,28,0,80.67,80.67,0,9.44,9.44,9,55.56,33.33,11.11,0,28,0,80.67,80.67,0
Sri Lanka,Belgium,2009,Import,Fuels,18.28,0.01,9.44,9.44,9,55.56,33.33,11.11,0,28,0,18.28,18.28,0,9.44,9.44,9,55.56,33.33,11.11,0,28,0,18.28,18.28,0
Sri Lanka,Switzerland,2009,Import,Fuels,1334.5,1.12,5.97,9.43,10,60,30,10,0,28,0,1332.12,1334.5,0,5.97,9.43,10,60,30,10,0,28,0,1332.12,1334.5,0
Sri Lanka,China,2009,Import,Fuels,3946.79,0.45,5.67,4.13,27,55.56,37.04,7.41,0,28,0,222.66,3888.65,58.14,5.67,4.13,27,55.56,37.04,7.41,0,28,0,222.66,3888.65,58.14
Sri Lanka,Germany,2009,Import,Fuels,231.89,0.09,9.19,5.96,19,68.42,26.32,5.26,0,28,0,76.47,231.64,0.25,9.19,5.96,19,68.42,26.32,5.26,0,28,0,76.47,231.64,0.25
Sri Lanka,Denmark,2009,Import,Fuels,1.52,0.01,12.22,11.48,10,60,30,10,0,28,0,0.96,1.52,0,12.22,11.48,10,60,30,10,0,28,0,0.96,1.52,0
Sri Lanka,"Egypt, Arab Rep.",2009,Import,Fuels,86.71,0.46,3.75,3.75,5,20,60,20,0,15,0,86.71,86.71,0,3.75,3.75,5,20,60,20,0,15,0,86.71,86.71,0
Sri Lanka,Spain,2009,Import,Fuels,84.88,0.39,4.81,4.13,11,63.64,27.27,9.09,0,28,0,19.9,84.88,0,4.81,4.13,11,63.64,27.27,9.09,0,28,0,19.9,84.88,0
Sri Lanka,Finland,2009,Import,Fuels,0.1,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,0.1,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,0.1,0
Sri Lanka,France,2009,Import,Fuels,22.95,0.02,5.97,9.05,10,60,30,10,0,28,0,21.68,22.95,0,5.97,9.05,10,60,30,10,0,28,0,21.68,22.95,0
Sri Lanka,United Kingdom,2009,Import,Fuels,661.97,0.3,7.24,3.6,19,57.89,31.58,10.53,0,28,0,72.84,661.97,0,7.24,3.6,19,57.89,31.58,10.53,0,28,0,72.84,661.97,0
Sri Lanka,Greece,2009,Import,Fuels,1.05,0.11,15,15,1,100,0,0,0,15,15,0,1.05,0,15,15,1,100,0,0,0,15,15,0,1.05,0
Sri Lanka,"Hong Kong, China",2009,Import,Fuels,344.87,0.07,6.31,5.97,20,70,25,5,0,28,0,83.65,334.82,10.05,6.31,5.97,20,70,25,5,0,28,0,83.65,334.82,10.05
Sri Lanka,Indonesia,2009,Import,Fuels,5475.02,2.79,1.25,0,2,50,50,0,0,2.5,0,0,4.49,5470.53,1.25,0,2,50,50,0,0,2.5,0,0,4.49,5470.53
Sri Lanka,India,2009,Import,Fuels,340843.77,20.12,6.51,7.58,32,46.88,46.88,6.25,0,28,0,337984.36,338453.06,2390.71,7.9,7.6,32,65.63,28.13,6.25,0,28,0,337984.36,340840.33,3.44
Sri Lanka,"Iran, Islamic Rep.",2009,Import,Fuels,844951.53,99.83,7.5,0.01,3,33.33,66.67,0,0,15,0,0,409.76,844541.77,7.5,0.01,3,33.33,66.67,0,0,15,0,0,409.76,844541.77
Sri Lanka,Italy,2009,Import,Fuels,45.97,0.03,9.49,5.79,14,64.29,28.57,7.14,0,28,0,0.83,34.07,11.9,9.49,5.79,14,64.29,28.57,7.14,0,28,0,0.83,34.07,11.9
Sri Lanka,Japan,2009,Import,Fuels,535.13,0.24,11.39,11.57,13,69.23,23.08,7.69,0,28,0,312.55,535.13,0,11.39,11.57,13,69.23,23.08,7.69,0,28,0,312.55,535.13,0
Sri Lanka,"Korea, Rep.",2009,Import,Fuels,68.52,0.04,8.67,4.68,20,50,40,10,0,28,0,53.27,68.43,0.09,8.67,4.68,20,50,40,10,0,28,0,53.27,68.43,0.09
Sri Lanka,Kuwait,2009,Import,Fuels,17913.76,66.94,6.59,9.32,14,42.86,42.86,14.29,0,28,0,17913.76,17913.76,0,6.59,9.32,14,42.86,42.86,14.29,0,28,0,17913.76,17913.76,0
Sri Lanka,Mexico,2009,Import,Fuels,58.01,2.52,4.72,7.61,11,45.45,45.45,9.09,0,28,0,46.76,46.76,11.25,4.72,7.61,11,45.45,45.45,9.09,0,28,0,46.76,46.76,11.25
Sri Lanka,Mauritius,2009,Import,Fuels,1003.34,45.42,2.75,3,3,66.67,33.33,0,0,6,0,0,1003.34,0,2.75,3,3,66.67,33.33,0,0,6,0,0,1003.34,0
Sri Lanka,Malaysia,2009,Import,Fuels,18196.04,6.97,9.88,9.04,23,69.57,26.09,4.35,0,28,0,17040.77,18196,0.04,9.88,9.04,23,69.57,26.09,4.35,0,28,0,17040.77,18196,0.04
Sri Lanka,Netherlands,2009,Import,Fuels,187.7,0.27,7.56,8.17,15,73.33,20,6.67,0,28,0,0.78,187.7,0,7.56,8.17,15,73.33,20,6.67,0,28,0,0.78,187.7,0
Sri Lanka,Norway,2009,Import,Fuels,25.75,0.43,9.44,9.44,9,55.56,33.33,11.11,0,28,0,25.75,25.75,0,9.44,9.44,9,55.56,33.33,11.11,0,28,0,25.75,25.75,0
Sri Lanka,Nepal,2009,Import,Fuels,0.16,0,0.75,0.75,1,100,0,0,0,0.75,0.75,0,0.16,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,0.16,0
Sri Lanka,New Zealand,2009,Import,Fuels,118.7,0.14,2.5,2.5,2,100,0,0,0,2.5,2.5,0,118.7,0,2.5,2.5,2,100,0,0,0,2.5,2.5,0,118.7,0
Sri Lanka,"Other Asia, nes",2009,Import,Fuels,1109.83,0.55,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,Oman,2009,Import,Fuels,5956.39,61.51,6.22,4.28,11,54.55,36.36,9.09,0,28,0,1183.93,5956.39,0,6.22,4.28,11,54.55,36.36,9.09,0,28,0,1183.93,5956.39,0
Sri Lanka,Panama,2009,Import,Fuels,18334.24,99.91,9.44,9.44,9,55.56,33.33,11.11,0,28,0,18334.24,18334.24,0,9.44,9.44,9,55.56,33.33,11.11,0,28,0,18334.24,18334.24,0
Sri Lanka,Philippines,2009,Import,Fuels,7.22,0.1,9.44,9.44,9,55.56,33.33,11.11,0,28,0,7.22,7.22,0,9.44,9.44,9,55.56,33.33,11.11,0,28,0,7.22,7.22,0
Sri Lanka,Saudi Arabia,2009,Import,Fuels,5235.75,12.42,9.4,9.17,15,46.67,40,13.33,0,28,0,5226.18,5235.75,0,9.4,9.17,15,46.67,40,13.33,0,28,0,5226.18,5235.75,0
