Reporter Name,Partner Name,Year,Trade Flow,Product Group,Import (US$ Thousand),Import Product Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports (US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand)
Sri Lanka,Singapore,2009,Import,Fuels,437846.06,39.62,7.19,7.66,31,58.06,35.48,6.45,0,28,0,370643.98,435138.57,2707.48,7.19,7.66,31,58.06,35.48,6.45,0,28,0,370643.98,435138.57,2707.48
Sri Lanka,Slovenia,2009,Import,Fuels,4.92,0.08,12.22,9.84,10,60,30,10,0,28,0,4.57,4.92,0,12.22,9.84,10,60,30,10,0,28,0,4.57,4.92,0
Sri Lanka,Sweden,2009,Import,Fuels,7.32,0.02,5.97,3.39,10,60,30,10,0,28,0,0.94,7.32,0,5.97,3.39,10,60,30,10,0,28,0,0.94,7.32,0
Sri Lanka,Thailand,2009,Import,Fuels,1092.91,0.4,5.1,8.88,19,52.63,36.84,10.53,0,28,0,866.63,1082.74,10.17,5.1,8.88,19,52.63,36.84,10.53,0,28,0,866.63,1082.74,10.17
Sri Lanka,Turkey,2009,Import,Fuels,1.25,0,5.97,8.42,10,60,30,10,0,28,0,1.06,1.25,0,5.97,8.42,10,60,30,10,0,28,0,1.06,1.25,0
Sri Lanka,United States,2009,Import,Fuels,917.72,0.35,8.92,9.08,16,68.75,25,6.25,0,28,0,846.66,917.72,0,8.92,9.08,16,68.75,25,6.25,0,28,0,846.66,917.72,0
Sri Lanka,Vietnam,2009,Import,Fuels,0.03,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,0.03,0,2.5,2.5,1,100,0,0,0,2.5,2.5,0,0.03,0
Sri Lanka, World,2009,Import,Fuels,1828827.98,19.39,7.29,4.24,506,58.5,33.2,8.3,0,28,0,869463.31,972714.78,856113.2,6.15,4.24,56,69.64,26.79,0.4,0,28,0,869463.31,975102.06,853725.92
Sri Lanka,South Africa,2009,Import,Fuels,2087.33,11.84,3.73,1.8,13,53.85,38.46,7.69,0,28,0,29.89,1187.01,900.32,3.73,1.8,13,53.85,38.46,7.69,0,28,0,29.89,1187.01,900.32
Sri Lanka,East Asia & Pacific,2009,Import,Fuels,467754.78,12.07,7.02,7.59,169,60.36,32.54,7.1,0,28,0,389230.73,459498.05,8256.73,5.89,7.59,40,60,35,1.18,0,28,0,389230.73,459498.05,8256.73
Sri Lanka,Europe & Central Asia,2009,Import,Fuels,2710.72,0.19,8.19,7.38,167,62.28,28.74,8.98,0,28,0,1656.85,2698.58,12.15,6.8,7.38,32,65.63,28.13,1.2,0,28,0,1656.85,2698.58,12.15
Sri Lanka,Latin America & Caribbean,2009,Import,Fuels,18392.25,15.33,6.29,9.43,20,50,40,10,0,28,0,18381.01,18381.01,11.25,4.72,9.43,11,45.45,45.45,5,0,28,0,18381.01,18381.01,11.25
Sri Lanka,Middle East & North Africa,2009,Import,Fuels,994008.07,75.09,8.44,1.4,71,49.3,39.44,11.27,0,28,0,121321.15,149466.29,844541.77,8.74,1.4,25,56,36,2.82,0,28,0,121321.15,149466.29,844541.77
Sri Lanka,North America,2009,Import,Fuels,917.72,0.17,8.92,9.08,16,68.75,25,6.25,0,28,0,846.66,917.72,0,8.92,9.08,16,68.75,25,6.25,0,28,0,846.66,917.72,0
Sri Lanka,South Asia,2009,Import,Fuels,340843.93,17.67,6.21,7.58,33,48.48,45.45,6.06,0,28,0,337984.36,338453.22,2390.71,7.9,7.6,32,65.63,28.13,6.06,0,28,0,337984.36,340840.49,3.44
Sri Lanka,Sub-Saharan Africa,2009,Import,Fuels,3090.68,10.29,3.41,2.19,16,56.25,37.5,6.25,0,28,0,29.89,2190.35,900.32,3.49,2.19,14,57.14,35.71,6.25,0,28,0,29.89,2190.35,900.32
