,Refined Products: Demand: Local Sales: Auto Diesel: Annual
Region,Sri Lanka
Subnational,
Frequency,Weekly beginning at Monday
Unit,Metric Ton th
Source,Central Bank of Sri Lanka
Status,Active
Series ID,30772901 (LBKFB)
SR Code,SR854639
Trade Code,
Mnemonic,
Function Description,DISAGGREGATE(Weekly; Sunday; Distribute)
First Obs. Date,01/05/1987
Last Obs. Date,12/26/2022
Last Update Time,27/04/2023
Series remarks,
Suggestions,
Mean,27.93827209797656
Variance,113.19580828107763
Standard Deviation,10.639351873167728
Skewness,-0.6610701700814028
Kurtosis,-1.0174332292093504
Coefficient Variation,0.38081638820957314
Min,9.299057692307692
Max,42.19230769230769
Median,36.34615384615385
Sum,
Subtract,
11/29/1999,26.4807692307692
12/06/1999,26.4807692307692
12/13/1999,26.4807692307692
12/20/1999,26.4807692307692
12/27/1999,26.4807692307692
01/03/2000,32.9807692307692
01/10/2000,32.9807692307692
01/17/2000,32.9807692307692
01/24/2000,32.9807692307692
01/31/2000,32.9807692307692
02/07/2000,32.9807692307692
02/14/2000,32.9807692307692
02/21/2000,32.9807692307692
02/28/2000,32.9807692307692
03/06/2000,32.9807692307692
03/13/2000,32.9807692307692
03/20/2000,32.9807692307692
03/27/2000,32.9807692307692
04/03/2000,32.9807692307692
04/10/2000,32.9807692307692
04/17/2000,32.9807692307692
04/24/2000,32.9807692307692
05/01/2000,32.9807692307692
05/08/2000,32.9807692307692
05/15/2000,32.9807692307692
05/22/2000,32.9807692307692
05/29/2000,32.9807692307692
06/05/2000,32.9807692307692
06/12/2000,32.9807692307692
06/19/2000,32.9807692307692
06/26/2000,32.9807692307692
07/03/2000,32.9807692307692
07/10/2000,32.9807692307692
07/17/2000,32.9807692307692
07/24/2000,32.9807692307692
07/31/2000,32.9807692307692
08/07/2000,32.9807692307692
08/14/2000,32.9807692307692
08/21/2000,32.9807692307692
08/28/2000,32.9807692307692
09/04/2000,32.9807692307692
09/11/2000,32.9807692307692
09/18/2000,32.9807692307692
09/25/2000,32.9807692307692
10/02/2000,32.9807692307692
10/09/2000,32.9807692307692
10/16/2000,32.9807692307692
10/23/2000,32.9807692307692
10/30/2000,32.9807692307692
11/06/2000,32.9807692307692
11/13/2000,32.9807692307692
11/20/2000,32.9807692307692
11/27/2000,32.9807692307692
12/04/2000,32.9807692307692
12/11/2000,32.9807692307692
12/18/2000,32.9807692307692
12/25/2000,32.9807692307692
01/01/2001,31.6037735849057
01/08/2001,31.6037735849057
01/15/2001,31.6037735849057
01/22/2001,31.6037735849057
01/29/2001,31.6037735849057
02/05/2001,31.6037735849057
02/12/2001,31.6037735849057
02/19/2001,31.6037735849057
02/26/2001,31.6037735849057
03/05/2001,31.6037735849057
03/12/2001,31.6037735849057
03/19/2001,31.6037735849057
03/26/2001,31.6037735849057
04/02/2001,31.6037735849057
04/09/2001,31.6037735849057
04/16/2001,31.6037735849057
04/23/2001,31.6037735849057
04/30/2001,31.6037735849057
05/07/2001,31.6037735849057
05/14/2001,31.6037735849057
05/21/2001,31.6037735849057
05/28/2001,31.6037735849057
06/04/2001,31.6037735849057
06/11/2001,31.6037735849057
06/18/2001,31.6037735849057
06/25/2001,31.6037735849057
07/02/2001,31.6037735849057
07/09/2001,31.6037735849057
07/16/2001,31.6037735849057
07/23/2001,31.6037735849057
07/30/2001,31.6037735849057
08/06/2001,31.6037735849057
