,NN: BP: Consumption: Oil: Asia Pacific: Sri Lanka
Region,Sri Lanka
Subnational,
Frequency,Weekly beginning at Monday
Unit,Barrel/Day th
Source,BP PLC
Status,Active
Series ID,403964597
SR Code,SR115108027
Trade Code,
Mnemonic,
Function Description,DISAGGREGATE(Weekly; Sunday; Distribute)
First Obs. Date,01/04/1965
Last Obs. Date,12/25/2023
Last Update Time,27/06/2024
Series remarks,
Suggestions,
Mean,1.1789785504093582
Variance,0.4991869831524687
Standard Deviation,0.7065316575727295
Skewness,0.5933796027264748
Kurtosis,-0.9311114994158745
Coefficient Variation,0.5992743950493515
Min,0.2954589051923077
Max,2.7656201448076922
Median,0.8429445173076923
Sum,
Subtract,
08/12/1968,0.31086856867925
08/19/1968,0.31086856867925
08/26/1968,0.31086856867925
09/02/1968,0.31086856867925
09/09/1968,0.31086856867925
09/16/1968,0.31086856867925
09/23/1968,0.31086856867925
09/30/1968,0.31086856867925
10/07/1968,0.31086856867925
10/14/1968,0.31086856867925
10/21/1968,0.31086856867925
10/28/1968,0.31086856867925
11/04/1968,0.31086856867925
11/11/1968,0.31086856867925
11/18/1968,0.31086856867925
11/25/1968,0.31086856867925
12/02/1968,0.31086856867925
12/09/1968,0.31086856867925
12/16/1968,0.31086856867925
12/23/1968,0.31086856867925
12/30/1968,0.31086856867925
01/06/1969,0.32473495692308
01/13/1969,0.32473495692308
01/20/1969,0.32473495692308
01/27/1969,0.32473495692308
02/03/1969,0.32473495692308
02/10/1969,0.32473495692308
02/17/1969,0.32473495692308
02/24/1969,0.32473495692308
03/03/1969,0.32473495692308
03/10/1969,0.32473495692308
03/17/1969,0.32473495692308
03/24/1969,0.32473495692308
03/31/1969,0.32473495692308
04/07/1969,0.32473495692308
04/14/1969,0.32473495692308
04/21/1969,0.32473495692308
04/28/1969,0.32473495692308
05/05/1969,0.32473495692308
05/12/1969,0.32473495692308
05/19/1969,0.32473495692308
05/26/1969,0.32473495692308
06/02/1969,0.32473495692308
06/09/1969,0.32473495692308
06/16/1969,0.32473495692308
06/23/1969,0.32473495692308
06/30/1969,0.32473495692308
07/07/1969,0.32473495692308
07/14/1969,0.32473495692308
07/21/1969,0.32473495692308
07/28/1969,0.32473495692308
08/04/1969,0.32473495692308
08/11/1969,0.32473495692308
08/18/1969,0.32473495692308
08/25/1969,0.32473495692308
09/01/1969,0.32473495692308
09/08/1969,0.32473495692308
09/15/1969,0.32473495692308
09/22/1969,0.32473495692308
09/29/1969,0.32473495692308
10/06/1969,0.32473495692308
10/13/1969,0.32473495692308
10/20/1969,0.32473495692308
10/27/1969,0.32473495692308
11/03/1969,0.32473495692308
11/10/1969,0.32473495692308
11/17/1969,0.32473495692308
11/24/1969,0.32473495692308
12/01/1969,0.32473495692308
12/08/1969,0.32473495692308
12/15/1969,0.32473495692308
12/22/1969,0.32473495692308
12/29/1969,0.32473495692308
01/05/1970,0.56237664615385
01/12/1970,0.56237664615385
01/19/1970,0.56237664615385
01/26/1970,0.56237664615385
02/02/1970,0.56237664615385
02/09/1970,0.56237664615385
02/16/1970,0.56237664615385
02/23/1970,0.56237664615385
03/02/1970,0.56237664615385
03/09/1970,0.56237664615385
03/16/1970,0.56237664615385
03/23/1970,0.56237664615385
03/30/1970,0.56237664615385
04/06/1970,0.56237664615385
04/13/1970,0.56237664615385
04/20/1970,0.56237664615385
04/27/1970,0.56237664615385
05/04/1970,0.56237664615385
05/11/1970,0.56237664615385
05/18/1970,0.56237664615385
05/25/1970,0.56237664615385
06/01/1970,0.56237664615385
06/08/1970,0.56237664615385
06/15/1970,0.56237664615385
06/22/1970,0.56237664615385
06/29/1970,0.56237664615385
07/06/1970,0.56237664615385
07/13/1970,0.56237664615385
07/20/1970,0.56237664615385
07/27/1970,0.56237664615385
08/03/1970,0.56237664615385
08/10/1970,0.56237664615385
08/17/1970,0.56237664615385
08/24/1970,0.56237664615385
08/31/1970,0.56237664615385
09/07/1970,0.56237664615385
09/14/1970,0.56237664615385
09/21/1970,0.56237664615385
09/28/1970,0.56237664615385
10/05/1970,0.56237664615385
10/12/1970,0.56237664615385
10/19/1970,0.56237664615385
10/26/1970,0.56237664615385
11/02/1970,0.56237664615385
11/09/1970,0.56237664615385
11/16/1970,0.56237664615385
11/23/1970,0.56237664615385
11/30/1970,0.56237664615385
12/07/1970,0.56237664615385
12/14/1970,0.56237664615385
12/21/1970,0.56237664615385
12/28/1970,0.56237664615385
01/04/1971,0.57082365115385
01/11/1971,0.57082365115385
01/18/1971,0.57082365115385
01/25/1971,0.57082365115385
02/01/1971,0.57082365115385
02/08/1971,0.57082365115385
02/15/1971,0.57082365115385
02/22/1971,0.57082365115385
03/01/1971,0.57082365115385
03/08/1971,0.57082365115385
03/15/1971,0.57082365115385
03/22/1971,0.57082365115385
03/29/1971,0.57082365115385
04/05/1971,0.57082365115385
04/12/1971,0.57082365115385
04/19/1971,0.57082365115385
04/26/1971,0.57082365115385
05/03/1971,0.57082365115385
05/10/1971,0.57082365115385
05/17/1971,0.57082365115385
05/24/1971,0.57082365115385
05/31/1971,0.57082365115385
06/07/1971,0.57082365115385
06/14/1971,0.57082365115385
06/21/1971,0.57082365115385
06/28/1971,0.57082365115385
07/05/1971,0.57082365115385
07/12/1971,0.57082365115385
07/19/1971,0.57082365115385
07/26/1971,0.57082365115385
08/02/1971,0.57082365115385
08/09/1971,0.57082365115385
08/16/1971,0.57082365115385
08/23/1971,0.57082365115385
08/30/1971,0.57082365115385
09/06/1971,0.57082365115385
09/13/1971,0.57082365115385
09/20/1971,0.57082365115385
09/27/1971,0.57082365115385
10/04/1971,0.57082365115385
10/11/1971,0.57082365115385
10/18/1971,0.57082365115385
10/25/1971,0.57082365115385
11/01/1971,0.57082365115385
11/08/1971,0.57082365115385
11/15/1971,0.57082365115385
11/22/1971,0.57082365115385
11/29/1971,0.57082365115385
12/06/1971,0.57082365115385
12/13/1971,0.57082365115385
12/20/1971,0.57082365115385
12/27/1971,0.57082365115385
01/03/1972,0.59649601730769
01/10/1972,0.59649601730769
01/17/1972,0.59649601730769
01/24/1972,0.59649601730769
01/31/1972,0.59649601730769
02/07/1972,0.59649601730769
02/14/1972,0.59649601730769
02/21/1972,0.59649601730769
02/28/1972,0.59649601730769
03/06/1972,0.59649601730769
03/13/1972,0.59649601730769
03/20/1972,0.59649601730769
03/27/1972,0.59649601730769
04/03/1972,0.59649601730769
04/10/1972,0.59649601730769
04/17/1972,0.59649601730769
04/24/1972,0.59649601730769
05/01/1972,0.59649601730769
05/08/1972,0.59649601730769
05/15/1972,0.59649601730769
05/22/1972,0.59649601730769
05/29/1972,0.59649601730769
06/05/1972,0.59649601730769
06/12/1972,0.59649601730769
06/19/1972,0.59649601730769
06/26/1972,0.59649601730769
07/03/1972,0.59649601730769
07/10/1972,0.59649601730769
07/17/1972,0.59649601730769
07/24/1972,0.59649601730769
07/31/1972,0.59649601730769
08/07/1972,0.59649601730769
08/14/1972,0.59649601730769
08/21/1972,0.59649601730769
08/28/1972,0.59649601730769
09/04/1972,0.59649601730769
09/11/1972,0.59649601730769
09/18/1972,0.59649601730769
09/25/1972,0.59649601730769
10/02/1972,0.59649601730769
10/09/1972,0.59649601730769
10/16/1972,0.59649601730769
10/23/1972,0.59649601730769
10/30/1972,0.59649601730769
11/06/1972,0.59649601730769
11/13/1972,0.59649601730769
11/20/1972,0.59649601730769
11/27/1972,0.59649601730769
12/04/1972,0.59649601730769
12/11/1972,0.59649601730769
12/18/1972,0.59649601730769
12/25/1972,0.59649601730769
01/01/1973,0.62171565773585
01/08/1973,0.62171565773585
01/15/1973,0.62171565773585
01/22/1973,0.62171565773585
01/29/1973,0.62171565773585
02/05/1973,0.62171565773585
02/12/1973,0.62171565773585
02/19/1973,0.62171565773585
02/26/1973,0.62171565773585
03/05/1973,0.62171565773585
03/12/1973,0.62171565773585
03/19/1973,0.62171565773585
03/26/1973,0.62171565773585
04/02/1973,0.62171565773585
04/09/1973,0.62171565773585
04/16/1973,0.62171565773585
04/23/1973,0.62171565773585
04/30/1973,0.62171565773585
05/07/1973,0.62171565773585
05/14/1973,0.62171565773585
05/21/1973,0.62171565773585
05/28/1973,0.62171565773585
06/04/1973,0.62171565773585
06/11/1973,0.62171565773585
06/18/1973,0.62171565773585
06/25/1973,0.62171565773585
07/02/1973,0.62171565773585
07/09/1973,0.62171565773585
07/16/1973,0.62171565773585
07/23/1973,0.62171565773585
07/30/1973,0.62171565773585
08/06/1973,0.62171565773585
08/13/1973,0.62171565773585
08/20/1973,0.62171565773585
08/27/1973,0.62171565773585
09/03/1973,0.62171565773585
09/10/1973,0.62171565773585
09/17/1973,0.62171565773585
09/24/1973,0.62171565773585
10/01/1973,0.62171565773585
10/08/1973,0.62171565773585
10/15/1973,0.62171565773585
10/22/1973,0.62171565773585
10/29/1973,0.62171565773585
11/05/1973,0.62171565773585
11/12/1973,0.62171565773585
11/19/1973,0.62171565773585
11/26/1973,0.62171565773585
12/03/1973,0.62171565773585
12/10/1973,0.62171565773585
12/17/1973,0.62171565773585
12/24/1973,0.62171565773585
12/31/1973,0.62171565773585
01/07/1974,0.50667359326923
01/14/1974,0.50667359326923
01/21/1974,0.50667359326923
01/28/1974,0.50667359326923
02/04/1974,0.50667359326923
02/11/1974,0.50667359326923
02/18/1974,0.50667359326923
02/25/1974,0.50667359326923
03/04/1974,0.50667359326923
03/11/1974,0.50667359326923
03/18/1974,0.50667359326923
03/25/1974,0.50667359326923
04/01/1974,0.50667359326923
04/08/1974,0.50667359326923
04/15/1974,0.50667359326923
04/22/1974,0.50667359326923
04/29/1974,0.50667359326923
05/06/1974,0.50667359326923
05/13/1974,0.50667359326923
05/20/1974,0.50667359326923
05/27/1974,0.50667359326923
06/03/1974,0.50667359326923
06/10/1974,0.50667359326923
06/17/1974,0.50667359326923
06/24/1974,0.50667359326923
07/01/1974,0.50667359326923
07/08/1974,0.50667359326923
07/15/1974,0.50667359326923
07/22/1974,0.50667359326923
07/29/1974,0.50667359326923
08/05/1974,0.50667359326923
08/12/1974,0.50667359326923
08/19/1974,0.50667359326923
08/26/1974,0.50667359326923
09/02/1974,0.50667359326923
09/09/1974,0.50667359326923
09/16/1974,0.50667359326923
09/23/1974,0.50667359326923
09/30/1974,0.50667359326923
10/07/1974,0.50667359326923
10/14/1974,0.50667359326923
10/21/1974,0.50667359326923
10/28/1974,0.50667359326923
11/04/1974,0.50667359326923
11/11/1974,0.50667359326923
11/18/1974,0.50667359326923
11/25/1974,0.50667359326923
12/02/1974,0.50667359326923
12/09/1974,0.50667359326923
12/16/1974,0.50667359326923
12/23/1974,0.50667359326923
12/30/1974,0.50667359326923
01/06/1975,0.52474387769231
01/13/1975,0.52474387769231
01/20/1975,0.52474387769231
01/27/1975,0.52474387769231
02/03/1975,0.52474387769231
02/10/1975,0.52474387769231
02/17/1975,0.52474387769231
02/24/1975,0.52474387769231
03/03/1975,0.52474387769231
03/10/1975,0.52474387769231
03/17/1975,0.52474387769231
03/24/1975,0.52474387769231
03/31/1975,0.52474387769231
04/07/1975,0.52474387769231
04/14/1975,0.52474387769231
04/21/1975,0.52474387769231
04/28/1975,0.52474387769231
05/05/1975,0.52474387769231
05/12/1975,0.52474387769231
05/19/1975,0.52474387769231
05/26/1975,0.52474387769231
06/02/1975,0.52474387769231
06/09/1975,0.52474387769231
06/16/1975,0.52474387769231
06/23/1975,0.52474387769231
06/30/1975,0.52474387769231
07/07/1975,0.52474387769231
07/14/1975,0.52474387769231
07/21/1975,0.52474387769231
07/28/1975,0.52474387769231
08/04/1975,0.52474387769231
08/11/1975,0.52474387769231
08/18/1975,0.52474387769231
08/25/1975,0.52474387769231
09/01/1975,0.52474387769231
09/08/1975,0.52474387769231
09/15/1975,0.52474387769231
09/22/1975,0.52474387769231
09/29/1975,0.52474387769231
10/06/1975,0.52474387769231
10/13/1975,0.52474387769231
10/20/1975,0.52474387769231
10/27/1975,0.52474387769231
11/03/1975,0.52474387769231
11/10/1975,0.52474387769231
11/17/1975,0.52474387769231
11/24/1975,0.52474387769231
12/01/1975,0.52474387769231
12/08/1975,0.52474387769231
12/15/1975,0.52474387769231
12/22/1975,0.52474387769231
12/29/1975,0.52474387769231
01/05/1976,0.51048881365385
01/12/1976,0.51048881365385
01/19/1976,0.51048881365385
01/26/1976,0.51048881365385
02/02/1976,0.51048881365385
02/09/1976,0.51048881365385
02/16/1976,0.51048881365385
02/23/1976,0.51048881365385
03/01/1976,0.51048881365385
03/08/1976,0.51048881365385
03/15/1976,0.51048881365385
03/22/1976,0.51048881365385
03/29/1976,0.51048881365385
04/05/1976,0.51048881365385
04/12/1976,0.51048881365385
04/19/1976,0.51048881365385
04/26/1976,0.51048881365385
05/03/1976,0.51048881365385
05/10/1976,0.51048881365385
05/17/1976,0.51048881365385
05/24/1976,0.51048881365385
05/31/1976,0.51048881365385
06/07/1976,0.51048881365385
06/14/1976,0.51048881365385
06/21/1976,0.51048881365385
06/28/1976,0.51048881365385
07/05/1976,0.51048881365385
07/12/1976,0.51048881365385
07/19/1976,0.51048881365385
07/26/1976,0.51048881365385
08/02/1976,0.51048881365385
08/09/1976,0.51048881365385
08/16/1976,0.51048881365385
08/23/1976,0.51048881365385
08/30/1976,0.51048881365385
09/06/1976,0.51048881365385
09/13/1976,0.51048881365385
09/20/1976,0.51048881365385
09/27/1976,0.51048881365385
10/04/1976,0.51048881365385
10/11/1976,0.51048881365385
10/18/1976,0.51048881365385
10/25/1976,0.51048881365385
11/01/1976,0.51048881365385
11/08/1976,0.51048881365385
11/15/1976,0.51048881365385
11/22/1976,0.51048881365385
11/29/1976,0.51048881365385
12/06/1976,0.51048881365385
12/13/1976,0.51048881365385
12/20/1976,0.51048881365385
12/27/1976,0.51048881365385
01/03/1977,0.54660222865385
01/10/1977,0.54660222865385
01/17/1977,0.54660222865385
01/24/1977,0.54660222865385
01/31/1977,0.54660222865385
02/07/1977,0.54660222865385
02/14/1977,0.54660222865385
02/21/1977,0.54660222865385
02/28/1977,0.54660222865385
03/07/1977,0.54660222865385
03/14/1977,0.54660222865385
03/21/1977,0.54660222865385
03/28/1977,0.54660222865385
04/04/1977,0.54660222865385
04/11/1977,0.54660222865385
04/18/1977,0.54660222865385
04/25/1977,0.54660222865385
05/02/1977,0.54660222865385
05/09/1977,0.54660222865385
05/16/1977,0.54660222865385
05/23/1977,0.54660222865385
05/30/1977,0.54660222865385
06/06/1977,0.54660222865385
06/13/1977,0.54660222865385
06/20/1977,0.54660222865385
06/27/1977,0.54660222865385
07/04/1977,0.54660222865385
07/11/1977,0.54660222865385
07/18/1977,0.54660222865385
07/25/1977,0.54660222865385
08/01/1977,0.54660222865385
08/08/1977,0.54660222865385
08/15/1977,0.54660222865385
08/22/1977,0.54660222865385
08/29/1977,0.54660222865385
09/05/1977,0.54660222865385
09/12/1977,0.54660222865385
09/19/1977,0.54660222865385
09/26/1977,0.54660222865385
10/03/1977,0.54660222865385
10/10/1977,0.54660222865385
10/17/1977,0.54660222865385
10/24/1977,0.54660222865385
10/31/1977,0.54660222865385
11/07/1977,0.54660222865385
11/14/1977,0.54660222865385
11/21/1977,0.54660222865385
11/28/1977,0.54660222865385
12/05/1977,0.54660222865385
12/12/1977,0.54660222865385
12/19/1977,0.54660222865385
12/26/1977,0.54660222865385
01/02/1978,0.56932454269231
01/09/1978,0.56932454269231
01/16/1978,0.56932454269231
01/23/1978,0.56932454269231
01/30/1978,0.56932454269231
02/06/1978,0.56932454269231
02/13/1978,0.56932454269231
02/20/1978,0.56932454269231
02/27/1978,0.56932454269231
03/06/1978,0.56932454269231
03/13/1978,0.56932454269231
03/20/1978,0.56932454269231
03/27/1978,0.56932454269231
04/03/1978,0.56932454269231
04/10/1978,0.56932454269231
04/17/1978,0.56932454269231
04/24/1978,0.56932454269231
05/01/1978,0.56932454269231
05/08/1978,0.56932454269231
05/15/1978,0.56932454269231
05/22/1978,0.56932454269231
05/29/1978,0.56932454269231
06/05/1978,0.56932454269231
06/12/1978,0.56932454269231
06/19/1978,0.56932454269231
06/26/1978,0.56932454269231
07/03/1978,0.56932454269231
07/10/1978,0.56932454269231
07/17/1978,0.56932454269231
07/24/1978,0.56932454269231
07/31/1978,0.56932454269231
08/07/1978,0.56932454269231
08/14/1978,0.56932454269231
08/21/1978,0.56932454269231
08/28/1978,0.56932454269231
09/04/1978,0.56932454269231
09/11/1978,0.56932454269231
09/18/1978,0.56932454269231
09/25/1978,0.56932454269231
10/02/1978,0.56932454269231
10/09/1978,0.56932454269231
10/16/1978,0.56932454269231
10/23/1978,0.56932454269231
10/30/1978,0.56932454269231
11/06/1978,0.56932454269231
11/13/1978,0.56932454269231
11/20/1978,0.56932454269231
11/27/1978,0.56932454269231
12/04/1978,0.56932454269231
12/11/1978,0.56932454269231
12/18/1978,0.56932454269231
12/25/1978,0.56932454269231
01/01/1979,0.58270263641509
01/08/1979,0.58270263641509
01/15/1979,0.58270263641509
01/22/1979,0.58270263641509
01/29/1979,0.58270263641509
02/05/1979,0.58270263641509
02/12/1979,0.58270263641509
02/19/1979,0.58270263641509
02/26/1979,0.58270263641509
03/05/1979,0.58270263641509
03/12/1979,0.58270263641509
03/19/1979,0.58270263641509
03/26/1979,0.58270263641509
04/02/1979,0.58270263641509
04/09/1979,0.58270263641509
04/16/1979,0.58270263641509
04/23/1979,0.58270263641509
04/30/1979,0.58270263641509
05/07/1979,0.58270263641509
05/14/1979,0.58270263641509
05/21/1979,0.58270263641509
05/28/1979,0.58270263641509
06/04/1979,0.58270263641509
06/11/1979,0.58270263641509
06/18/1979,0.58270263641509
06/25/1979,0.58270263641509
07/02/1979,0.58270263641509
07/09/1979,0.58270263641509
07/16/1979,0.58270263641509
07/23/1979,0.58270263641509
07/30/1979,0.58270263641509
08/06/1979,0.58270263641509
08/13/1979,0.58270263641509
08/20/1979,0.58270263641509
08/27/1979,0.58270263641509
09/03/1979,0.58270263641509
09/10/1979,0.58270263641509
09/17/1979,0.58270263641509
09/24/1979,0.58270263641509
10/01/1979,0.58270263641509
10/08/1979,0.58270263641509
10/15/1979,0.58270263641509
10/22/1979,0.58270263641509
10/29/1979,0.58270263641509
11/05/1979,0.58270263641509
11/12/1979,0.58270263641509
11/19/1979,0.58270263641509
11/26/1979,0.58270263641509
12/03/1979,0.58270263641509
12/10/1979,0.58270263641509
12/17/1979,0.58270263641509
12/24/1979,0.58270263641509
12/31/1979,0.58270263641509
01/07/1980,0.59741650384615
01/14/1980,0.59741650384615
01/21/1980,0.59741650384615
01/28/1980,0.59741650384615
02/04/1980,0.59741650384615
02/11/1980,0.59741650384615
02/18/1980,0.59741650384615
02/25/1980,0.59741650384615
03/03/1980,0.59741650384615
03/10/1980,0.59741650384615
03/17/1980,0.59741650384615
03/24/1980,0.59741650384615
03/31/1980,0.59741650384615
04/07/1980,0.59741650384615
04/14/1980,0.59741650384615
04/21/1980,0.59741650384615
04/28/1980,0.59741650384615
05/05/1980,0.59741650384615
05/12/1980,0.59741650384615
05/19/1980,0.59741650384615
05/26/1980,0.59741650384615
06/02/1980,0.59741650384615
06/09/1980,0.59741650384615
06/16/1980,0.59741650384615
06/23/1980,0.59741650384615
06/30/1980,0.59741650384615
07/07/1980,0.59741650384615
07/14/1980,0.59741650384615
07/21/1980,0.59741650384615
07/28/1980,0.59741650384615
08/04/1980,0.59741650384615
08/11/1980,0.59741650384615
08/18/1980,0.59741650384615
08/25/1980,0.59741650384615
09/01/1980,0.59741650384615
09/08/1980,0.59741650384615
09/15/1980,0.59741650384615
09/22/1980,0.59741650384615
09/29/1980,0.59741650384615
10/06/1980,0.59741650384615
10/13/1980,0.59741650384615
10/20/1980,0.59741650384615
10/27/1980,0.59741650384615
11/03/1980,0.59741650384615
11/10/1980,0.59741650384615
11/17/1980,0.59741650384615
11/24/1980,0.59741650384615
12/01/1980,0.59741650384615
12/08/1980,0.59741650384615
12/15/1980,0.59741650384615
12/22/1980,0.59741650384615
12/29/1980,0.59741650384615
01/05/1981,0.6344514225
01/12/1981,0.6344514225
01/19/1981,0.6344514225
01/26/1981,0.6344514225
02/02/1981,0.6344514225
02/09/1981,0.6344514225
02/16/1981,0.6344514225
02/23/1981,0.6344514225
03/02/1981,0.6344514225
03/09/1981,0.6344514225
03/16/1981,0.6344514225
03/23/1981,0.6344514225
03/30/1981,0.6344514225
04/06/1981,0.6344514225
04/13/1981,0.6344514225
04/20/1981,0.6344514225
04/27/1981,0.6344514225
05/04/1981,0.6344514225
05/11/1981,0.6344514225
05/18/1981,0.6344514225
05/25/1981,0.6344514225
06/01/1981,0.6344514225
06/08/1981,0.6344514225
06/15/1981,0.6344514225
06/22/1981,0.6344514225
06/29/1981,0.6344514225
07/06/1981,0.6344514225
