,Petrol End User Price
Region,Sri Lanka
Subnational,
Frequency,Weekly beginning at Monday
Unit,USD/l
Source,Organisation for Economic Co-operation and Development
Status,Active
Series ID,496824487
SR Code,SR174158067
Trade Code,
Mnemonic,
Function Description,DISAGGREGATE(Weekly; Sunday; Distribute)
First Obs. Date,01/01/1990
Last Obs. Date,12/27/2021
Last Update Time,31/01/2024
Series remarks,
Suggestions,
Mean,0.07520958083832345
Variance,0.00029363455132118676
Standard Deviation,0.01713576818590829
Skewness,-0.07944054426608456
Kurtosis,-1.0484190698761984
Coefficient Variation,0.22784022986040453
Min,0.046538461538461535
Max,0.1075
Median,0.07461538461538461
Sum,
Subtract,
10/25/1993,0.09596153846154
11/01/1993,0.09596153846154
11/08/1993,0.09596153846154
11/15/1993,0.09596153846154
11/22/1993,0.09596153846154
11/29/1993,0.09596153846154
12/06/1993,0.09596153846154
12/13/1993,0.09596153846154
12/20/1993,0.09596153846154
12/27/1993,0.09596153846154
01/03/1994,0.09230769230769
01/10/1994,0.09230769230769
01/17/1994,0.09230769230769
01/24/1994,0.09230769230769
01/31/1994,0.09230769230769
02/07/1994,0.09230769230769
02/14/1994,0.09230769230769
02/21/1994,0.09230769230769
02/28/1994,0.09230769230769
03/07/1994,0.09230769230769
03/14/1994,0.09230769230769
03/21/1994,0.09230769230769
03/28/1994,0.09230769230769
04/04/1994,0.09230769230769
04/11/1994,0.09230769230769
04/18/1994,0.09230769230769
04/25/1994,0.09230769230769
05/02/1994,0.09230769230769
05/09/1994,0.09230769230769
05/16/1994,0.09230769230769
05/23/1994,0.09230769230769
05/30/1994,0.09230769230769
06/06/1994,0.09230769230769
06/13/1994,0.09230769230769
06/20/1994,0.09230769230769
06/27/1994,0.09230769230769
07/04/1994,0.09230769230769
07/11/1994,0.09230769230769
07/18/1994,0.09230769230769
07/25/1994,0.09230769230769
08/01/1994,0.09230769230769
08/08/1994,0.09230769230769
08/15/1994,0.09230769230769
08/22/1994,0.09230769230769
08/29/1994,0.09230769230769
09/05/1994,0.09230769230769
09/12/1994,0.09230769230769
09/19/1994,0.09230769230769
09/26/1994,0.09230769230769
10/03/1994,0.09230769230769
10/10/1994,0.09230769230769
10/17/1994,0.09230769230769
10/24/1994,0.09230769230769
10/31/1994,0.09230769230769
11/07/1994,0.09230769230769
11/14/1994,0.09230769230769
11/21/1994,0.09230769230769
11/28/1994,0.09230769230769
12/05/1994,0.09230769230769
12/12/1994,0.09230769230769
12/19/1994,0.09230769230769
12/26/1994,0.09230769230769
01/02/1995,0.09692307692308
01/09/1995,0.09692307692308
01/16/1995,0.09692307692308
01/23/1995,0.09692307692308
01/30/1995,0.09692307692308
02/06/1995,0.09692307692308
02/13/1995,0.09692307692308
02/20/1995,0.09692307692308
02/27/1995,0.09692307692308
03/06/1995,0.09692307692308
03/13/1995,0.09692307692308
03/20/1995,0.09692307692308
03/27/1995,0.09692307692308
04/03/1995,0.09692307692308
04/10/1995,0.09692307692308
04/17/1995,0.09692307692308
04/24/1995,0.09692307692308
05/01/1995,0.09692307692308
05/08/1995,0.09692307692308
05/15/1995,0.09692307692308
05/22/1995,0.09692307692308
05/29/1995,0.09692307692308
06/05/1995,0.09692307692308
06/12/1995,0.09692307692308
06/19/1995,0.09692307692308
06/26/1995,0.09692307692308
07/03/1995,0.09692307692308
07/10/1995,0.09692307692308
07/17/1995,0.09692307692308
07/24/1995,0.09692307692308
07/31/1995,0.09692307692308
08/07/1995,0.09692307692308
08/14/1995,0.09692307692308
