,Petrol End User Price
Region,Sri Lanka
Subnational,
Frequency,Weekly beginning at Monday
Unit,USD/l
Source,Organisation for Economic Co-operation and Development
Status,Active
Series ID,496824487
SR Code,SR174158067
Trade Code,
Mnemonic,
Function Description,DISAGGREGATE(Weekly; Sunday; Distribute)
First Obs. Date,01/01/1990
Last Obs. Date,12/27/2021
Last Update Time,31/01/2024
Series remarks,
Suggestions,
Mean,0.07520958083832345
Variance,0.00029363455132118676
Standard Deviation,0.01713576818590829
Skewness,-0.07944054426608456
Kurtosis,-1.0484190698761984
Coefficient Variation,0.22784022986040453
Min,0.046538461538461535
Max,0.1075
Median,0.07461538461538461
Sum,
Subtract,
11/19/1990,0.09566037735849
11/26/1990,0.09566037735849
12/03/1990,0.09566037735849
12/10/1990,0.09566037735849
12/17/1990,0.09566037735849
12/24/1990,0.09566037735849
12/31/1990,0.09566037735849
01/07/1991,0.1075
01/14/1991,0.1075
01/21/1991,0.1075
01/28/1991,0.1075
02/04/1991,0.1075
02/11/1991,0.1075
02/18/1991,0.1075
02/25/1991,0.1075
03/04/1991,0.1075
03/11/1991,0.1075
03/18/1991,0.1075
03/25/1991,0.1075
04/01/1991,0.1075
04/08/1991,0.1075
04/15/1991,0.1075
04/22/1991,0.1075
04/29/1991,0.1075
05/06/1991,0.1075
05/13/1991,0.1075
05/20/1991,0.1075
05/27/1991,0.1075
06/03/1991,0.1075
06/10/1991,0.1075
06/17/1991,0.1075
06/24/1991,0.1075
07/01/1991,0.1075
07/08/1991,0.1075
07/15/1991,0.1075
07/22/1991,0.1075
07/29/1991,0.1075
08/05/1991,0.1075
08/12/1991,0.1075
08/19/1991,0.1075
08/26/1991,0.1075
09/02/1991,0.1075
09/09/1991,0.1075
09/16/1991,0.1075
09/23/1991,0.1075
09/30/1991,0.1075
10/07/1991,0.1075
10/14/1991,0.1075
10/21/1991,0.1075
10/28/1991,0.1075
11/04/1991,0.1075
11/11/1991,0.1075
11/18/1991,0.1075
11/25/1991,0.1075
12/02/1991,0.1075
12/09/1991,0.1075
12/16/1991,0.1075
12/23/1991,0.1075
12/30/1991,0.1075
01/06/1992,0.1
01/13/1992,0.1
01/20/1992,0.1
01/27/1992,0.1
02/03/1992,0.1
02/10/1992,0.1
02/17/1992,0.1
02/24/1992,0.1
03/02/1992,0.1
03/09/1992,0.1
03/16/1992,0.1
03/23/1992,0.1
03/30/1992,0.1
04/06/1992,0.1
04/13/1992,0.1
04/20/1992,0.1
04/27/1992,0.1
05/04/1992,0.1
05/11/1992,0.1
05/18/1992,0.1
05/25/1992,0.1
06/01/1992,0.1
06/08/1992,0.1
06/15/1992,0.1
06/22/1992,0.1
06/29/1992,0.1
07/06/1992,0.1
07/13/1992,0.1
07/20/1992,0.1
07/27/1992,0.1
08/03/1992,0.1
08/10/1992,0.1
08/17/1992,0.1
08/24/1992,0.1
08/31/1992,0.1
09/07/1992,0.1
09/14/1992,0.1
09/21/1992,0.1
09/28/1992,0.1
10/05/1992,0.1
10/12/1992,0.1
10/19/1992,0.1
10/26/1992,0.1
11/02/1992,0.1
11/09/1992,0.1
11/16/1992,0.1
11/23/1992,0.1
11/30/1992,0.1
12/07/1992,0.1
12/14/1992,0.1
12/21/1992,0.1
12/28/1992,0.1
01/04/1993,0.09596153846154
01/11/1993,0.09596153846154
01/18/1993,0.09596153846154
01/25/1993,0.09596153846154
02/01/1993,0.09596153846154
02/08/1993,0.09596153846154
02/15/1993,0.09596153846154
02/22/1993,0.09596153846154
03/01/1993,0.09596153846154
03/08/1993,0.09596153846154
03/15/1993,0.09596153846154
03/22/1993,0.09596153846154
03/29/1993,0.09596153846154
04/05/1993,0.09596153846154
04/12/1993,0.09596153846154
04/19/1993,0.09596153846154
04/26/1993,0.09596153846154
05/03/1993,0.09596153846154
05/10/1993,0.09596153846154
05/17/1993,0.09596153846154
05/24/1993,0.09596153846154
05/31/1993,0.09596153846154
06/07/1993,0.09596153846154
06/14/1993,0.09596153846154
06/21/1993,0.09596153846154
06/28/1993,0.09596153846154
07/05/1993,0.09596153846154
07/12/1993,0.09596153846154
07/19/1993,0.09596153846154
07/26/1993,0.09596153846154
08/02/1993,0.09596153846154
08/09/1993,0.09596153846154
08/16/1993,0.09596153846154
08/23/1993,0.09596153846154
08/30/1993,0.09596153846154
09/06/1993,0.09596153846154
09/13/1993,0.09596153846154
09/20/1993,0.09596153846154
09/27/1993,0.09596153846154
10/04/1993,0.09596153846154
10/11/1993,0.09596153846154
10/18/1993,0.09596153846154
