,Petroleum: Imports: Crude Oil: USD
Region,Sri Lanka
Subnational,
Frequency,Weekly beginning at Monday
Unit,USD mn
Source,Central Bank of Sri Lanka
Status,Active
Series ID,107583001 (LBKDHB)
SR Code,SR1070203
Trade Code,
Mnemonic,
Function Description,DISAGGREGATE(Weekly; Sunday; Distribute)
First Obs. Date,01/07/1991
Last Obs. Date,12/26/2022
Last Update Time,27/04/2023
Series remarks,
Suggestions,
06/02/2008,25.4423076923077
06/09/2008,25.4423076923077
06/16/2008,25.4423076923077
06/23/2008,25.4423076923077
06/30/2008,25.4423076923077
07/07/2008,25.4423076923077
07/14/2008,25.4423076923077
07/21/2008,25.4423076923077
07/28/2008,25.4423076923077
08/04/2008,25.4423076923077
08/11/2008,25.4423076923077
08/18/2008,25.4423076923077
08/25/2008,25.4423076923077
09/01/2008,25.4423076923077
09/08/2008,25.4423076923077
09/15/2008,25.4423076923077
09/22/2008,25.4423076923077
09/29/2008,25.4423076923077
10/06/2008,25.4423076923077
10/13/2008,25.4423076923077
10/20/2008,25.4423076923077
10/27/2008,25.4423076923077
11/03/2008,25.4423076923077
11/10/2008,25.4423076923077
11/17/2008,25.4423076923077
11/24/2008,25.4423076923077
12/01/2008,25.4423076923077
12/08/2008,25.4423076923077
12/15/2008,25.4423076923077
12/22/2008,25.4423076923077
12/29/2008,25.4423076923077
01/05/2009,18.7115384615385
01/12/2009,18.7115384615385
01/19/2009,18.7115384615385
01/26/2009,18.7115384615385
02/02/2009,18.7115384615385
02/09/2009,18.7115384615385
02/16/2009,18.7115384615385
02/23/2009,18.7115384615385
03/02/2009,18.7115384615385
03/09/2009,18.7115384615385
03/16/2009,18.7115384615385
03/23/2009,18.7115384615385
03/30/2009,18.7115384615385
04/06/2009,18.7115384615385
04/13/2009,18.7115384615385
04/20/2009,18.7115384615385
04/27/2009,18.7115384615385
05/04/2009,18.7115384615385
05/11/2009,18.7115384615385
05/18/2009,18.7115384615385
05/25/2009,18.7115384615385
06/01/2009,18.7115384615385
06/08/2009,18.7115384615385
06/15/2009,18.7115384615385
06/22/2009,18.7115384615385
06/29/2009,18.7115384615385
07/06/2009,18.7115384615385
07/13/2009,18.7115384615385
07/20/2009,18.7115384615385
07/27/2009,18.7115384615385
08/03/2009,18.7115384615385
08/10/2009,18.7115384615385
08/17/2009,18.7115384615385
08/24/2009,18.7115384615385
08/31/2009,18.7115384615385
09/07/2009,18.7115384615385
09/14/2009,18.7115384615385
09/21/2009,18.7115384615385
09/28/2009,18.7115384615385
10/05/2009,18.7115384615385
10/12/2009,18.7115384615385
10/19/2009,18.7115384615385
10/26/2009,18.7115384615385
11/02/2009,18.7115384615385
11/09/2009,18.7115384615385
11/16/2009,18.7115384615385
11/23/2009,18.7115384615385
11/30/2009,18.7115384615385
12/07/2009,18.7115384615385
12/14/2009,18.7115384615385
12/21/2009,18.7115384615385
12/28/2009,18.7115384615385
01/04/2010,20.4615384615385
01/11/2010,20.4615384615385
01/18/2010,20.4615384615385
01/25/2010,20.4615384615385
02/01/2010,20.4615384615385
02/08/2010,20.4615384615385
02/15/2010,20.4615384615385
02/22/2010,20.4615384615385
03/01/2010,20.4615384615385
03/08/2010,20.4615384615385
03/15/2010,20.4615384615385
03/22/2010,20.4615384615385
03/29/2010,20.4615384615385
04/05/2010,20.4615384615385
04/12/2010,20.4615384615385
04/19/2010,20.4615384615385
04/26/2010,20.4615384615385
05/03/2010,20.4615384615385
05/10/2010,20.4615384615385
05/17/2010,20.4615384615385
05/24/2010,20.4615384615385
05/31/2010,20.4615384615385
06/07/2010,20.4615384615385
06/14/2010,20.4615384615385
06/21/2010,20.4615384615385
06/28/2010,20.4615384615385
07/05/2010,20.4615384615385
07/12/2010,20.4615384615385
07/19/2010,20.4615384615385
07/26/2010,20.4615384615385
08/02/2010,20.4615384615385
08/09/2010,20.4615384615385
08/16/2010,20.4615384615385
08/23/2010,20.4615384615385
08/30/2010,20.4615384615385
09/06/2010,20.4615384615385
09/13/2010,20.4615384615385
09/20/2010,20.4615384615385
09/27/2010,20.4615384615385
10/04/2010,20.4615384615385
10/11/2010,20.4615384615385
10/18/2010,20.4615384615385
10/25/2010,20.4615384615385
11/01/2010,20.4615384615385
11/08/2010,20.4615384615385
11/15/2010,20.4615384615385
11/22/2010,20.4615384615385
11/29/2010,20.4615384615385
12/06/2010,20.4615384615385
12/13/2010,20.4615384615385
12/20/2010,20.4615384615385
12/27/2010,20.4615384615385
01/03/2011,31.7884615384615
01/10/2011,31.7884615384615
01/17/2011,31.7884615384615
01/24/2011,31.7884615384615
01/31/2011,31.7884615384615
02/07/2011,31.7884615384615
02/14/2011,31.7884615384615
02/21/2011,31.7884615384615
02/28/2011,31.7884615384615
03/07/2011,31.7884615384615
03/14/2011,31.7884615384615
03/21/2011,31.7884615384615
03/28/2011,31.7884615384615
04/04/2011,31.7884615384615
04/11/2011,31.7884615384615
04/18/2011,31.7884615384615
04/25/2011,31.7884615384615
05/02/2011,31.7884615384615
05/09/2011,31.7884615384615
05/16/2011,31.7884615384615
05/23/2011,31.7884615384615
05/30/2011,31.7884615384615
06/06/2011,31.7884615384615
06/13/2011,31.7884615384615
06/20/2011,31.7884615384615
06/27/2011,31.7884615384615
07/04/2011,31.7884615384615
07/11/2011,31.7884615384615
07/18/2011,31.7884615384615
07/25/2011,31.7884615384615
08/01/2011,31.7884615384615
08/08/2011,31.7884615384615
08/15/2011,31.7884615384615
08/22/2011,31.7884615384615
08/29/2011,31.7884615384615
09/05/2011,31.7884615384615
09/12/2011,31.7884615384615
09/19/2011,31.7884615384615
09/26/2011,31.7884615384615
10/03/2011,31.7884615384615
10/10/2011,31.7884615384615
10/17/2011,31.7884615384615
10/24/2011,31.7884615384615
10/31/2011,31.7884615384615
11/07/2011,31.7884615384615
11/14/2011,31.7884615384615
11/21/2011,31.7884615384615
11/28/2011,31.7884615384615
12/05/2011,31.7884615384615
12/12/2011,31.7884615384615
12/19/2011,31.7884615384615
12/26/2011,31.7884615384615
01/02/2012,23.5471698113208
01/09/2012,23.5471698113208
01/16/2012,23.5471698113208
01/23/2012,23.5471698113208
01/30/2012,23.5471698113208
02/06/2012,23.5471698113208
02/13/2012,23.5471698113208
02/20/2012,23.5471698113208
02/27/2012,23.5471698113208
03/05/2012,23.5471698113208
03/12/2012,23.5471698113208
03/19/2012,23.5471698113208
03/26/2012,23.5471698113208
04/02/2012,23.5471698113208
04/09/2012,23.5471698113208
04/16/2012,23.5471698113208
04/23/2012,23.5471698113208
04/30/2012,23.5471698113208
05/07/2012,23.5471698113208
05/14/2012,23.5471698113208
05/21/2012,23.5471698113208
05/28/2012,23.5471698113208
06/04/2012,23.5471698113208
06/11/2012,23.5471698113208
06/18/2012,23.5471698113208
06/25/2012,23.5471698113208
07/02/2012,23.5471698113208
07/09/2012,23.5471698113208
07/16/2012,23.5471698113208
07/23/2012,23.5471698113208
07/30/2012,23.5471698113208
08/06/2012,23.5471698113208
08/13/2012,23.5471698113208
08/20/2012,23.5471698113208
08/27/2012,23.5471698113208
09/03/2012,23.5471698113208
09/10/2012,23.5471698113208
09/17/2012,23.5471698113208
09/24/2012,23.5471698113208
10/01/2012,23.5471698113208
10/08/2012,23.5471698113208
10/15/2012,23.5471698113208
10/22/2012,23.5471698113208
10/29/2012,23.5471698113208
11/05/2012,23.5471698113208
11/12/2012,23.5471698113208
11/19/2012,23.5471698113208
11/26/2012,23.5471698113208
12/03/2012,23.5471698113208
12/10/2012,23.5471698113208
12/17/2012,23.5471698113208
12/24/2012,23.5471698113208
12/31/2012,23.5471698113208
01/07/2013,27.1730769230769
01/14/2013,27.1730769230769
01/21/2013,27.1730769230769
01/28/2013,27.1730769230769
02/04/2013,27.1730769230769
02/11/2013,27.1730769230769
02/18/2013,27.1730769230769
02/25/2013,27.1730769230769
03/04/2013,27.1730769230769
03/11/2013,27.1730769230769
03/18/2013,27.1730769230769
03/25/2013,27.1730769230769
04/01/2013,27.1730769230769
04/08/2013,27.1730769230769
04/15/2013,27.1730769230769
04/22/2013,27.1730769230769
04/29/2013,27.1730769230769
05/06/2013,27.1730769230769
05/13/2013,27.1730769230769
05/20/2013,27.1730769230769
05/27/2013,27.1730769230769
06/03/2013,27.1730769230769
06/10/2013,27.1730769230769
06/17/2013,27.1730769230769
06/24/2013,27.1730769230769
07/01/2013,27.1730769230769
07/08/2013,27.1730769230769
07/15/2013,27.1730769230769
07/22/2013,27.1730769230769
07/29/2013,27.1730769230769
08/05/2013,27.1730769230769
08/12/2013,27.1730769230769
08/19/2013,27.1730769230769
08/26/2013,27.1730769230769
09/02/2013,27.1730769230769
09/09/2013,27.1730769230769
09/16/2013,27.1730769230769
09/23/2013,27.1730769230769
09/30/2013,27.1730769230769
10/07/2013,27.1730769230769
10/14/2013,27.1730769230769
10/21/2013,27.1730769230769
10/28/2013,27.1730769230769
11/04/2013,27.1730769230769
11/11/2013,27.1730769230769
11/18/2013,27.1730769230769
11/25/2013,27.1730769230769
12/02/2013,27.1730769230769
12/09/2013,27.1730769230769
12/16/2013,27.1730769230769
12/23/2013,27.1730769230769
12/30/2013,27.1730769230769
01/06/2014,27.6538461538462
01/13/2014,27.6538461538462
01/20/2014,27.6538461538462
01/27/2014,27.6538461538462
02/03/2014,27.6538461538462
02/10/2014,27.6538461538462
02/17/2014,27.6538461538462
02/24/2014,27.6538461538462
03/03/2014,27.6538461538462
03/10/2014,27.6538461538462
03/17/2014,27.6538461538462
03/24/2014,27.6538461538462
03/31/2014,27.6538461538462
04/07/2014,27.6538461538462
04/14/2014,27.6538461538462
04/21/2014,27.6538461538462
04/28/2014,27.6538461538462
05/05/2014,27.6538461538462
05/12/2014,27.6538461538462
05/19/2014,27.6538461538462
05/26/2014,27.6538461538462
06/02/2014,27.6538461538462
06/09/2014,27.6538461538462
06/16/2014,27.6538461538462
06/23/2014,27.6538461538462
06/30/2014,27.6538461538462
07/07/2014,27.6538461538462
07/14/2014,27.6538461538462
07/21/2014,27.6538461538462
07/28/2014,27.6538461538462
08/04/2014,27.6538461538462
08/11/2014,27.6538461538462
08/18/2014,27.6538461538462
08/25/2014,27.6538461538462
09/01/2014,27.6538461538462
09/08/2014,27.6538461538462
09/15/2014,27.6538461538462
09/22/2014,27.6538461538462
09/29/2014,27.6538461538462
10/06/2014,27.6538461538462
10/13/2014,27.6538461538462
10/20/2014,27.6538461538462
10/27/2014,27.6538461538462
11/03/2014,27.6538461538462
11/10/2014,27.6538461538462
11/17/2014,27.6538461538462
11/24/2014,27.6538461538462
12/01/2014,27.6538461538462
12/08/2014,27.6538461538462
12/15/2014,27.6538461538462
12/22/2014,27.6538461538462
12/29/2014,27.6538461538462
01/05/2015,14.2115384615385
01/12/2015,14.2115384615385
01/19/2015,14.2115384615385
01/26/2015,14.2115384615385
02/02/2015,14.2115384615385
02/09/2015,14.2115384615385
02/16/2015,14.2115384615385
02/23/2015,14.2115384615385
03/02/2015,14.2115384615385
03/09/2015,14.2115384615385
03/16/2015,14.2115384615385
03/23/2015,14.2115384615385
03/30/2015,14.2115384615385
04/06/2015,14.2115384615385
04/13/2015,14.2115384615385
04/20/2015,14.2115384615385
04/27/2015,14.2115384615385
05/04/2015,14.2115384615385
05/11/2015,14.2115384615385
05/18/2015,14.2115384615385
05/25/2015,14.2115384615385
06/01/2015,14.2115384615385
06/08/2015,14.2115384615385
06/15/2015,14.2115384615385
06/22/2015,14.2115384615385
06/29/2015,14.2115384615385
07/06/2015,14.2115384615385
07/13/2015,14.2115384615385
07/20/2015,14.2115384615385
07/27/2015,14.2115384615385
08/03/2015,14.2115384615385
08/10/2015,14.2115384615385
08/17/2015,14.2115384615385
08/24/2015,14.2115384615385
08/31/2015,14.2115384615385
09/07/2015,14.2115384615385
09/14/2015,14.2115384615385
09/21/2015,14.2115384615385
09/28/2015,14.2115384615385
10/05/2015,14.2115384615385
10/12/2015,14.2115384615385
10/19/2015,14.2115384615385
10/26/2015,14.2115384615385
11/02/2015,14.2115384615385
11/09/2015,14.2115384615385
11/16/2015,14.2115384615385
11/23/2015,14.2115384615385
11/30/2015,14.2115384615385
12/07/2015,14.2115384615385
12/14/2015,14.2115384615385
12/21/2015,14.2115384615385
12/28/2015,14.2115384615385
01/04/2016,11.4615384615385
01/11/2016,11.4615384615385
01/18/2016,11.4615384615385
01/25/2016,11.4615384615385
02/01/2016,11.4615384615385
02/08/2016,11.4615384615385
02/15/2016,11.4615384615385
02/22/2016,11.4615384615385
02/29/2016,11.4615384615385
03/07/2016,11.4615384615385
03/14/2016,11.4615384615385
03/21/2016,11.4615384615385
03/28/2016,11.4615384615385
04/04/2016,11.4615384615385
04/11/2016,11.4615384615385
04/18/2016,11.4615384615385
04/25/2016,11.4615384615385
05/02/2016,11.4615384615385
05/09/2016,11.4615384615385
05/16/2016,11.4615384615385
05/23/2016,11.4615384615385
05/30/2016,11.4615384615385
06/06/2016,11.4615384615385
06/13/2016,11.4615384615385
06/20/2016,11.4615384615385
06/27/2016,11.4615384615385
07/04/2016,11.4615384615385
07/11/2016,11.4615384615385
07/18/2016,11.4615384615385
07/25/2016,11.4615384615385
08/01/2016,11.4615384615385
08/08/2016,11.4615384615385
08/15/2016,11.4615384615385
08/22/2016,11.4615384615385
08/29/2016,11.4615384615385
09/05/2016,11.4615384615385
09/12/2016,11.4615384615385
09/19/2016,11.4615384615385
09/26/2016,11.4615384615385
10/03/2016,11.4615384615385
10/10/2016,11.4615384615385
10/17/2016,11.4615384615385
10/24/2016,11.4615384615385
10/31/2016,11.4615384615385
11/07/2016,11.4615384615385
11/14/2016,11.4615384615385
11/21/2016,11.4615384615385
11/28/2016,11.4615384615385
12/05/2016,11.4615384615385
12/12/2016,11.4615384615385
12/19/2016,11.4615384615385
12/26/2016,11.4615384615385
01/02/2017,13.5384615384615
01/09/2017,13.5384615384615
01/16/2017,13.5384615384615
01/23/2017,13.5384615384615
01/30/2017,13.5384615384615
02/06/2017,13.5384615384615
02/13/2017,13.5384615384615
02/20/2017,13.5384615384615
02/27/2017,13.5384615384615
03/06/2017,13.5384615384615
03/13/2017,13.5384615384615
03/20/2017,13.5384615384615
03/27/2017,13.5384615384615
04/03/2017,13.5384615384615
04/10/2017,13.5384615384615
04/17/2017,13.5384615384615
04/24/2017,13.5384615384615
05/01/2017,13.5384615384615
05/08/2017,13.5384615384615
05/15/2017,13.5384615384615
05/22/2017,13.5384615384615
05/29/2017,13.5384615384615
06/05/2017,13.5384615384615
06/12/2017,13.5384615384615
06/19/2017,13.5384615384615
06/26/2017,13.5384615384615
07/03/2017,13.5384615384615
07/10/2017,13.5384615384615
07/17/2017,13.5384615384615
07/24/2017,13.5384615384615
07/31/2017,13.5384615384615
08/07/2017,13.5384615384615
08/14/2017,13.5384615384615
08/21/2017,13.5384615384615
08/28/2017,13.5384615384615
09/04/2017,13.5384615384615
09/11/2017,13.5384615384615
09/18/2017,13.5384615384615
09/25/2017,13.5384615384615
10/02/2017,13.5384615384615
10/09/2017,13.5384615384615
10/16/2017,13.5384615384615
10/23/2017,13.5384615384615
10/30/2017,13.5384615384615
11/06/2017,13.5384615384615
11/13/2017,13.5384615384615
11/20/2017,13.5384615384615
11/27/2017,13.5384615384615
12/04/2017,13.5384615384615
12/11/2017,13.5384615384615
12/18/2017,13.5384615384615
12/25/2017,13.5384615384615
01/01/2018,18.4528301886792
01/08/2018,18.4528301886792
01/15/2018,18.4528301886792
01/22/2018,18.4528301886792
01/29/2018,18.4528301886792
02/05/2018,18.4528301886792
02/12/2018,18.4528301886792
02/19/2018,18.4528301886792
02/26/2018,18.4528301886792
03/05/2018,18.4528301886792
03/12/2018,18.4528301886792
03/19/2018,18.4528301886792
03/26/2018,18.4528301886792
04/02/2018,18.4528301886792
04/09/2018,18.4528301886792
04/16/2018,18.4528301886792
04/23/2018,18.4528301886792
04/30/2018,18.4528301886792
05/07/2018,18.4528301886792
05/14/2018,18.4528301886792
05/21/2018,18.4528301886792
05/28/2018,18.4528301886792
06/04/2018,18.4528301886792
06/11/2018,18.4528301886792
06/18/2018,18.4528301886792
06/25/2018,18.4528301886792
07/02/2018,18.4528301886792
07/09/2018,18.4528301886792
07/16/2018,18.4528301886792
07/23/2018,18.4528301886792
07/30/2018,18.4528301886792
08/06/2018,18.4528301886792
08/13/2018,18.4528301886792
08/20/2018,18.4528301886792
08/27/2018,18.4528301886792
09/03/2018,18.4528301886792
09/10/2018,18.4528301886792
09/17/2018,18.4528301886792
09/24/2018,18.4528301886792
10/01/2018,18.4528301886792
10/08/2018,18.4528301886792
10/15/2018,18.4528301886792
10/22/2018,18.4528301886792
10/29/2018,18.4528301886792
11/05/2018,18.4528301886792
11/12/2018,18.4528301886792
11/19/2018,18.4528301886792
11/26/2018,18.4528301886792
12/03/2018,18.4528301886792
12/10/2018,18.4528301886792
12/17/2018,18.4528301886792
12/24/2018,18.4528301886792
12/31/2018,18.4528301886792
01/07/2019,18.6730769230769
01/14/2019,18.6730769230769
01/21/2019,18.6730769230769
01/28/2019,18.6730769230769
02/04/2019,18.6730769230769
02/11/2019,18.6730769230769
02/18/2019,18.6730769230769
02/25/2019,18.6730769230769
03/04/2019,18.6730769230769
03/11/2019,18.6730769230769
03/18/2019,18.6730769230769
03/25/2019,18.6730769230769
04/01/2019,18.6730769230769
04/08/2019,18.6730769230769
04/15/2019,18.6730769230769
04/22/2019,18.6730769230769
04/29/2019,18.6730769230769
05/06/2019,18.6730769230769
05/13/2019,18.6730769230769
05/20/2019,18.6730769230769
05/27/2019,18.6730769230769
06/03/2019,18.6730769230769
06/10/2019,18.6730769230769
06/17/2019,18.6730769230769
06/24/2019,18.6730769230769
07/01/2019,18.6730769230769
07/08/2019,18.6730769230769
07/15/2019,18.6730769230769
07/22/2019,18.6730769230769
07/29/2019,18.6730769230769
08/05/2019,18.6730769230769
08/12/2019,18.6730769230769
08/19/2019,18.6730769230769
08/26/2019,18.6730769230769
09/02/2019,18.6730769230769
09/09/2019,18.6730769230769
09/16/2019,18.6730769230769
09/23/2019,18.6730769230769
09/30/2019,18.6730769230769
10/07/2019,18.6730769230769
10/14/2019,18.6730769230769
10/21/2019,18.6730769230769
10/28/2019,18.6730769230769
11/04/2019,18.6730769230769
11/11/2019,18.6730769230769
11/18/2019,18.6730769230769
11/25/2019,18.6730769230769
12/02/2019,18.6730769230769
12/09/2019,18.6730769230769
12/16/2019,18.6730769230769
12/23/2019,18.6730769230769
12/30/2019,18.6730769230769
01/06/2020,11.2115384615385
01/13/2020,11.2115384615385
01/20/2020,11.2115384615385
01/27/2020,11.2115384615385
02/03/2020,11.2115384615385
02/10/2020,11.2115384615385
02/17/2020,11.2115384615385
02/24/2020,11.2115384615385
03/02/2020,11.2115384615385
03/09/2020,11.2115384615385
03/16/2020,11.2115384615385
03/23/2020,11.2115384615385
03/30/2020,11.2115384615385
04/06/2020,11.2115384615385
04/13/2020,11.2115384615385
04/20/2020,11.2115384615385
04/27/2020,11.2115384615385
05/04/2020,11.2115384615385
05/11/2020,11.2115384615385
05/18/2020,11.2115384615385
05/25/2020,11.2115384615385
06/01/2020,11.2115384615385
06/08/2020,11.2115384615385
06/15/2020,11.2115384615385
06/22/2020,11.2115384615385
06/29/2020,11.2115384615385
07/06/2020,11.2115384615385
07/13/2020,11.2115384615385
07/20/2020,11.2115384615385
07/27/2020,11.2115384615385
08/03/2020,11.2115384615385
08/10/2020,11.2115384615385
08/17/2020,11.2115384615385
08/24/2020,11.2115384615385
08/31/2020,11.2115384615385
09/07/2020,11.2115384615385
09/14/2020,11.2115384615385
09/21/2020,11.2115384615385
09/28/2020,11.2115384615385
10/05/2020,11.2115384615385
10/12/2020,11.2115384615385
10/19/2020,11.2115384615385
10/26/2020,11.2115384615385
11/02/2020,11.2115384615385
11/09/2020,11.2115384615385
11/16/2020,11.2115384615385
11/23/2020,11.2115384615385
11/30/2020,11.2115384615385
12/07/2020,11.2115384615385
12/14/2020,11.2115384615385
12/21/2020,11.2115384615385
12/28/2020,11.2115384615385
01/04/2021,12.0192307692308
01/11/2021,12.0192307692308
01/18/2021,12.0192307692308
01/25/2021,12.0192307692308
02/01/2021,12.0192307692308
02/08/2021,12.0192307692308
02/15/2021,12.0192307692308
02/22/2021,12.0192307692308
03/01/2021,12.0192307692308
03/08/2021,12.0192307692308
03/15/2021,12.0192307692308
03/22/2021,12.0192307692308
03/29/2021,12.0192307692308
04/05/2021,12.0192307692308
04/12/2021,12.0192307692308
04/19/2021,12.0192307692308
04/26/2021,12.0192307692308
05/03/2021,12.0192307692308
05/10/2021,12.0192307692308
05/17/2021,12.0192307692308
05/24/2021,12.0192307692308
05/31/2021,12.0192307692308
06/07/2021,12.0192307692308
06/14/2021,12.0192307692308
06/21/2021,12.0192307692308
06/28/2021,12.0192307692308
07/05/2021,12.0192307692308
07/12/2021,12.0192307692308
07/19/2021,12.0192307692308
07/26/2021,12.0192307692308
08/02/2021,12.0192307692308
08/09/2021,12.0192307692308
08/16/2021,12.0192307692308
08/23/2021,12.0192307692308
08/30/2021,12.0192307692308
09/06/2021,12.0192307692308
09/13/2021,12.0192307692308
09/20/2021,12.0192307692308
09/27/2021,12.0192307692308
10/04/2021,12.0192307692308
10/11/2021,12.0192307692308
10/18/2021,12.0192307692308
10/25/2021,12.0192307692308
11/01/2021,12.0192307692308
11/08/2021,12.0192307692308
11/15/2021,12.0192307692308
11/22/2021,12.0192307692308
11/29/2021,12.0192307692308
12/06/2021,12.0192307692308
12/13/2021,12.0192307692308
12/20/2021,12.0192307692308
12/27/2021,12.0192307692308
01/03/2022,9.30769230769231
01/10/2022,9.30769230769231
01/17/2022,9.30769230769231
01/24/2022,9.30769230769231
01/31/2022,9.30769230769231
02/07/2022,9.30769230769231
02/14/2022,9.30769230769231
02/21/2022,9.30769230769231
02/28/2022,9.30769230769231
03/07/2022,9.30769230769231
03/14/2022,9.30769230769231
03/21/2022,9.30769230769231
03/28/2022,9.30769230769231
04/04/2022,9.30769230769231
04/11/2022,9.30769230769231
04/18/2022,9.30769230769231
04/25/2022,9.30769230769231
05/02/2022,9.30769230769231
05/09/2022,9.30769230769231
05/16/2022,9.30769230769231
05/23/2022,9.30769230769231
05/30/2022,9.30769230769231
06/06/2022,9.30769230769231
06/13/2022,9.30769230769231
06/20/2022,9.30769230769231
06/27/2022,9.30769230769231
07/04/2022,9.30769230769231
07/11/2022,9.30769230769231
07/18/2022,9.30769230769231
07/25/2022,9.30769230769231
08/01/2022,9.30769230769231
08/08/2022,9.30769230769231
08/15/2022,9.30769230769231
08/22/2022,9.30769230769231
08/29/2022,9.30769230769231
09/05/2022,9.30769230769231
09/12/2022,9.30769230769231
09/19/2022,9.30769230769231
09/26/2022,9.30769230769231
10/03/2022,9.30769230769231
10/10/2022,9.30769230769231
10/17/2022,9.30769230769231
10/24/2022,9.30769230769231
10/31/2022,9.30769230769231
11/07/2022,9.30769230769231
11/14/2022,9.30769230769231
11/21/2022,9.30769230769231
11/28/2022,9.30769230769231
12/05/2022,9.30769230769231
12/12/2022,9.30769230769231
12/19/2022,9.30769230769231
12/26/2022,9.30769230769231
