Date,fuel_consumption,petroleum_imports_crudeOil,Taxes_on_Customs_and_Other_Import Duties ,New Vehicle Registrations,No.of Vessels Colombo,Imports of Refined Products,Tax income profits_gains,Tax Goods & Services,Diesel User Price,Petrol User Price,Consumption: Oil: Asia Pacific: Sri Lanka,Sales 90 Octane,Sales 95 Octane,Sales Auto Diesel
11/20/2000,0.827,9.557692308,13.14202377,1868.75,62.8,6.211538462,528.0192308,0.23451077,0.027692308,0.078846154,1.449714556,4.230769231,0.076923077,33.23076923
11/27/2000,0.827,9.557692308,13.14202377,1868.75,62.8,6.211538462,528.0192308,0.23451077,0.027692308,0.078846154,1.449714556,4.230769231,0.076923077,33.23076923
12/4/2000,0.827,9.557692308,13.14202377,1426.75,67.25,6.211538462,528.0192308,0.23451077,0.027692308,0.078846154,1.449714556,4.230769231,0.076923077,33.23076923
12/11/2000,0.827,9.557692308,13.14202377,1426.75,67.25,6.211538462,528.0192308,0.23451077,0.027692308,0.078846154,1.449714556,4.230769231,0.076923077,33.23076923
12/18/2000,0.827,9.557692308,13.14202377,1426.75,67.25,6.211538462,528.0192308,0.23451077,0.027692308,0.078846154,1.449714556,4.230769231,0.076923077,33.23076923
12/25/2000,0.827,9.557692308,13.14202377,1426.75,67.25,6.211538462,528.0192308,0.23451077,0.027692308,0.078846154,1.449714556,4.230769231,0.076923077,33.23076923
1/1/2001,0.818,6.679245283,12.70701859,1736,60.8,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,33.23076923
1/8/2001,0.818,6.679245283,12.70701859,1736,60.8,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
1/15/2001,0.818,6.679245283,12.70701859,1736,60.8,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
1/22/2001,0.818,6.679245283,12.70701859,1736,60.8,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
1/29/2001,0.818,6.679245283,12.70701859,1736,60.8,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
2/5/2001,0.818,6.679245283,12.70701859,1740.75,77,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
2/12/2001,0.818,6.679245283,12.70701859,1740.75,77,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
2/19/2001,0.818,6.679245283,12.70701859,1740.75,77,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
2/26/2001,0.818,6.679245283,12.70701859,1740.75,77,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
3/5/2001,0.818,6.679245283,12.70701859,1796.25,76.75,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
3/12/2001,0.818,6.679245283,12.70701859,1796.25,76.75,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
3/19/2001,0.818,6.679245283,12.70701859,1796.25,76.75,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
3/26/2001,0.818,6.679245283,12.70701859,1796.25,76.75,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
4/2/2001,0.818,6.679245283,12.70701859,1077.8,87.75,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
4/9/2001,0.818,6.679245283,12.70701859,1077.8,87.75,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
4/16/2001,0.818,6.679245283,12.70701859,1077.8,87.75,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
4/23/2001,0.818,6.679245283,12.70701859,1077.8,87.75,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
4/30/2001,0.818,6.679245283,12.70701859,1077.8,65.8,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
5/7/2001,0.818,6.679245283,12.70701859,1570.5,65.8,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
5/14/2001,0.818,6.679245283,12.70701859,1570.5,65.8,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
5/21/2001,0.818,6.679245283,12.70701859,1570.5,65.8,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
5/28/2001,0.818,6.679245283,12.70701859,1570.5,65.8,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
