Date,fuel_consumption,petroleum_imports_crudeOil,Taxes_on_Customs_and_Other_Import Duties ,New Vehicle Registrations,No.of Vessels Colombo,Imports of Refined Products,Tax income profits_gains,Tax Goods & Services,Diesel User Price,Petrol User Price,Consumption: Oil: Asia Pacific: Sri Lanka,Sales 90 Octane,Sales 95 Octane,Sales Auto Diesel
6/4/2001,0.818,6.679245283,12.70701859,1444,87,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
6/11/2001,0.818,6.679245283,12.70701859,1444,87,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
6/18/2001,0.818,6.679245283,12.70701859,1444,87,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
6/25/2001,0.818,6.679245283,12.70701859,1444,87,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
7/2/2001,0.818,6.679245283,12.70701859,1123.6,82,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
7/9/2001,0.818,6.679245283,12.70701859,1123.6,82,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
7/16/2001,0.818,6.679245283,12.70701859,1123.6,82,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
7/23/2001,0.818,6.679245283,12.70701859,1123.6,82,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
7/30/2001,0.818,6.679245283,12.70701859,1123.6,68.6,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
8/6/2001,0.818,6.679245283,12.70701859,1481.25,68.6,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
8/13/2001,0.818,6.679245283,12.70701859,1481.25,68.6,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
8/20/2001,0.818,6.679245283,12.70701859,1481.25,68.6,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
8/27/2001,0.818,6.679245283,12.70701859,1481.25,68.6,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
9/3/2001,0.818,6.679245283,12.70701859,1248.5,88.75,5.754716981,653.509434,0.229156095,0.03509434,0.067924528,1.388798359,4.603773585,0.094339623,31.98076923
