Date,central_bank_total_assets ,currency_in_circulation,gov_deposits_with_cb ,srr_commercial_bank_deposits,reserve_money,narrow_money_m1,broad_money_m2,broad_money_m2b,quasi_money_public,net_foreign_assets,credit_to_government_net, credit_to_public_corporations,credit_to_private_sector,total_domestic_credit,broad_money_m4,net_credit_to_gov_central_bank,net_credit_to_gov_commercial_total,net_credit_to_gov_commercial_dbu,net_credit_to_gov_commercial_obu,credit_to_sobes_dbu,credit_to_sobes_obu,credit_to_private_dbu,credit_to_private_obu,m2b_other_items_net,nfa_monetary_authorities,nfa_commercial_banks_total,nfa_commercial_banks_dbu,nfa_commercial_banks_obu,reserve_money_yoy_pct,narrow_money_m1_yoy_pct,broad_money_m2_yoy_pct ,broad_money_m2b_yoy_pct,money_supply_foreign_assets_yoy_pct ,nfa_monetary_authorities_yoy_pct,nfa_commercial_banks_total_yoy_pct ,nfa_commercial_banks_dbu_yoy_pct,nfa_commercial_banks_obu_yoy_pct,net_domestic_assets_yoy_pct ,net_credit_to_gov_yoy_pct,net_credit_to_gov_cb_yoy_pct,net_credit_to_gov_commercial_total_yoy_pct,net_credit_to_gov_commercial_dbu_yoy_pct,net_credit_to_gov_commercial_obu_yoy_pct,credit_to_public_corporations_yoy_pct,credit_to_sobes_dbu_yoy_pct,credit_to_sobes_obu_yoy_pct,credit_to_private_sector_yoy_pct,credit_to_private_dbu_yoy_pct,credit_to_private_obu_yoy_pct,m2b_other_items_net_yoy_pct
2017-08-01,1674067.0,581695.0,12.6,329682.0,911389.0,759137.0,5423037.0,6050583.0,5291446.0,-50097.0,2237515.0,521489.24,4590505.4,7349510.0,7457031.0,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2017-09-01,1674027.0,574355.0,17.8,334634.0,909006.0,754618.0,5503149.0,6132134.0,5377516.0,10477.0,2223552.0,516189.85,4640453.81,7380196.0,7558376.0,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2017-10-01,1601147.0,575045.0,23.8,340313.0,915381.0,743190.0,5532506.0,6159242.0,5416052.0,37338.0,2217747.0,497476.37,4678700.42,7393924.0,7604859.0,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2017-11-01,1567078.0,575600.0,23.7,335994.0,911617.0,751291.0,5549947.0,6183942.0,5432651.0,67388.0,2160271.0,504776.34,4740040.96,7405088.0,7659946.0,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2017-12-01,1604834.0,598054.0,27.2,341712.0,939793.0,793299.0,5665313.0,6308062.0,5514762.0,121538.0,2168517.0,536982.21,4799215.15,7504715.0,7795919.0,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-01-01,1651767.27,587933.37,26.82,342023.08,929983.26,773415.64,5739013.68,6378367.03,5604951.39,127567.32,2221413.39,528120.17,4842139.56,7591673.11,7899830.72,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-02-01,1639980.63,592981.74,24.11,345128.23,938134.08,770845.38,5826696.2,6450502.82,5679657.44,115957.95,2245717.25,545516.08,4900018.36,7691251.68,7979048.98,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-03-01,1608705.76,639432.17,25.34,357787.57,997245.08,841180.01,5995488.74,6606647.28,5765467.27,106184.9,2278460.76,556895.75,5022191.21,7857547.72,8111837.23,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-04-01,2063160.81,635838.63,23.53,364199.23,1000061.39,812548.43,6043711.55,6691729.81,5879181.38,119446.89,2322488.33,581017.89,5044461.09,7947967.32,8218009.26,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-05-01,1850996.82,611449.55,23.33,361896.31,973369.19,790966.76,6047724.75,6670948.26,5879981.5,74399.32,2324225.03,608318.13,5073264.47,8005807.63,8207340.4,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-06-01,1923211.41,624237.53,28.06,374366.79,998632.39,804511.52,6120848.14,6747648.3,5943136.78,101204.01,2273701.13,619239.19,5155875.25,8048815.56,8291886.72,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-07-01,1766797.72,619580.33,28.08,381775.34,1001383.75,791770.7,6160766.2,6795382.13,6003611.43,171513.78,2226707.54,636366.91,5202395.27,8065469.72,8333422.91,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-08-01,1806658.63,619587.51,118.1,385007.61,1004713.22,791553.94,6243718.77,6866412.8,6074858.87,166852.07,2272420.18,639496.82,5248357.31,8160274.31,8403328.11,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-09-01,1752159.84,623580.0,107.05,386855.0,1010542.0,808988.0,6284451.0,6933397.0,6124409.0,7644.0,2427553.37,655984.0,5355657.0,8439194.03,8501554.0,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-10-01,1971914.48,613590.21,62.91,384774.97,998428.09,782659.03,6325969.72,6988371.57,6205712.54,-16989.03,2422364.71,701130.56,5429723.53,8553218.8,8555141.22,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-11-01,1894397.1,620429.67,100.06,321077.07,941606.8,788820.14,6355317.28,7042628.97,6253808.82,-43030.37,2465008.35,715324.62,5509030.64,8689363.62,8612385.6,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2018-12-01,1917438.73,640942.51,47.62,320106.18,961096.31,830793.26,6427329.58,7128296.69,6297503.43,-67007.05,2516711.39,755379.61,5561351.44,8833442.45,8729588.03,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-01-01,1793551.35,626163.14,47.89,322917.5,949128.53,800490.9,6419135.37,7110926.48,6310435.59,-121597.74,2626881.67,711100.84,5549385.8,8887368.3,8741249.86,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-02-01,1773714.24,636022.56,47.4,326968.51,963038.47,806114.64,6470529.05,7188598.01,6382483.37,-95715.67,2673182.13,714745.77,5556996.9,8944924.8,8830519.12,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-03-01,2031944.54,687638.27,47.13,275252.89,962938.3,853568.29,6550042.12,7253305.25,6399736.96,30606.67,2614255.86,702572.91,5580238.97,8897067.73,8902068.61,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-04-01,1889081.83,677374.28,45.05,246809.61,924228.93,828316.98,6585518.92,7295455.63,6467138.65,118110.48,2585676.3,725710.65,5536575.94,8847962.9,8967562.93,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-05-01,1756867.74,622753.62,42.68,226623.8,849420.11,802208.38,6621379.79,7294763.38,6492555.0,108735.82,2595911.04,726354.58,5535958.73,8858224.35,8979504.32,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-06-01,2140525.43,621554.81,78.14,252900.1,874533.06,803324.99,6661231.05,7337767.15,6534442.16,108492.68,2668070.16,730213.66,5595552.68,8993836.5,9050640.89,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-07-01,2029768.6,627073.07,46.89,261299.24,888419.2,798745.65,6697443.47,7355431.44,6556685.79,113983.94,2704081.05,729319.14,5594394.76,9027794.94,9082461.72,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-08-01,2088291.52,646145.71,100.0,267171.85,913417.56,818128.2,6733743.01,7396866.28,6578738.08,111355.38,2751994.2,746865.56,5616479.71,9115339.47,9132823.39,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-09-01,1969804.12,650011.16,65.85,264590.48,914667.49,843069.65,6761262.46,7443491.41,6600421.76,126916.69,2731661.28,755331.21,5665523.12,9152515.62,9210527.59,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-10-01,1970472.99,649272.8,54.4,259031.13,908358.32,810596.1,6743724.63,7456332.36,6645736.26,115401.28,2728757.04,788830.64,5692289.68,9209877.36,9244245.02,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-11-01,1911778.47,657717.7,53.62,261141.86,918913.18,817647.03,6790393.42,7472811.85,6655164.82,96935.81,2702054.03,802835.5,5739195.33,9244084.87,9269280.08,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2019-12-01,1919417.44,677967.15,55.69,254581.62,932604.46,865466.99,6912709.91,7624120.67,6758653.68,100701.82,2795927.21,817953.31,5796858.59,9410739.11,9444524.88,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-01-01,1907948.48,668042.41,106.61,267408.96,935557.98,859031.95,7001065.79,7703776.44,6844744.49,89472.84,2916394.79,819982.51,5796718.06,9533095.37,9572899.1,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-02-01,1997215.85,683736.9,106.01,279439.94,963282.84,866198.64,7081610.69,7793001.29,6926802.65,97383.28,2960041.66,832603.29,5821957.61,9614602.56,9676070.9,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-03-01,2062164.9,805190.35,107.18,208499.44,1013796.97,964755.96,7335947.77,8098249.11,7133493.15,28119.06,3235474.77,868288.97,5942096.78,10045860.51,9973229.96,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-04-01,2184112.18,821169.96,107.17,200312.31,1021589.44,992502.31,7466097.77,8258996.97,7266494.66,83492.91,3301332.23,933953.48,5955513.48,10190799.19,10160344.27,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-05-01,2078669.25,801183.64,106.57,195249.18,996539.39,991777.63,7523813.56,8293119.65,7301342.01,-48840.52,3464361.23,952593.96,5885942.98,10302898.18,10199388.77,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-06-01,2012118.45,768941.03,106.05,99905.64,868952.72,1001850.71,7604127.2,8364748.22,7362897.51,-11704.89,3599386.03,951274.09,5832089.96,10382750.09,10261523.06,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-07-01,2143430.55,768385.18,112.97,110333.66,878831.81,1024589.3,7717772.25,8507393.15,7482803.85,-48898.8,3783572.62,982582.94,5827978.03,10594133.59,10431899.51,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-08-01,2287528.41,767990.77,114.45,111723.2,879828.42,1058461.34,7858435.87,8692021.18,7633559.84,-19572.27,3834853.62,1022928.53,5906283.58,10764065.74,10637616.47,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-09-01,2599304.42,775333.93,31.16,116024.27,891389.36,1057364.0,8027070.19,8870429.94,7813065.95,-65886.11,3981981.32,1018271.44,5994421.57,10994674.33,10860274.47,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-10-01,2318522.36,810746.26,58.48,117582.84,928387.58,1085734.29,8166460.98,9017479.98,7931745.69,-246578.47,4262995.14,1002991.15,6053617.98,11319604.27,11048662.29,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-11-01,2366833.56,814896.83,35.86,121324.04,936256.74,1094981.02,8264614.33,9135634.83,8040653.82,-281202.88,4362788.94,1010545.85,6094220.68,11467555.47,11194098.32,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2020-12-01,2421597.17,834807.86,30.35,129601.52,964439.73,1177150.04,8495788.29,9405733.97,8228583.93,-209468.36,4548061.37,1002174.16,6170937.26,11721172.79,11461881.28,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-01-01,2404246.15,844767.78,29.86,131099.48,975897.12,1183133.71,8600018.59,9532696.55,8349562.84,-321082.25,4757959.77,1058126.86,6196612.93,12012699.56,11643309.9,924317.29,3833642.48,3395036.25,438606.23,611189.13,446937.73,5756202.84,440410.08,-2158920.76,417927.42,-739009.68,-476046.43,-262963.24,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-02-01,2287240.49,852784.3,41.13,125264.23,978089.66,1199943.95,8706197.87,9650905.74,8450961.79,-385696.66,4793120.58,1080013.64,6276018.28,12149152.49,11790357.3,996459.74,3796660.84,3359173.13,437487.71,619593.4,460420.24,5828486.17,447532.11,-2112550.09,393859.04,-779555.7,-484132.9,-295422.81,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-03-01,2217114.81,900618.42,41.16,127939.77,1028599.35,1232814.18,8860584.06,9838636.77,8605822.59,-429949.86,4941847.89,1098445.68,6388174.57,12428468.14,12009792.34,1092195.38,3849652.5,3411001.1,438651.4,631763.39,466682.29,5926001.03,462173.54,-2159881.51,341034.12,-770983.98,-496322.99,-274660.99,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-04-01,2250311.52,911082.16,36.33,120025.89,1031144.38,1244199.55,8944644.37,9947334.17,8703134.63,-430689.37,4965054.87,1093379.25,6445915.27,12504349.39,12154101.21,1070547.28,3894507.59,3454526.78,439980.81,648935.34,444443.91,5981867.38,464047.88,-2126325.84,342922.57,-773611.94,-489754.23,-283857.71,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-05-01,2276792.74,920335.18,31.88,115642.95,1036010.01,1246550.97,9016772.21,10032973.23,8786422.26,-428893.69,5014282.51,1112729.56,6501496.9,12628508.96,12264719.36,1054611.67,3959670.84,3520192.61,439478.22,650602.3,462127.25,6029091.16,472405.74,-2166642.05,349093.88,-777987.57,-480871.13,-297116.44,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-06-01,2281216.72,950083.44,29.57,114951.25,1065064.25,1293330.2,9136219.72,10164762.77,8871432.58,-481345.81,5123878.77,1132101.54,6584906.21,12840886.52,12401559.74,1178857.74,3945021.03,3503297.71,441723.32,656041.03,476060.52,6100336.32,484569.89,-2194777.94,306555.58,-787901.39,-475995.91,-311905.48,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-07-01,2324344.06,942804.05,29.1,121032.78,1063865.93,1316959.57,9269581.34,10303589.29,8986629.72,-699373.39,5411221.09,1140883.4,6661461.56,13213566.05,12563386.52,1418003.76,3993217.32,3565591.52,427625.81,653682.06,487201.34,6163140.81,498320.76,-2210603.37,10254.36,-709627.75,-433361.83,-276265.91,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-08-01,2556148.69,967151.35,29.0,122085.29,1089265.64,1355196.49,9412400.62,10513644.48,9158448.0,-700954.67,5531433.76,1136866.81,6795526.8,13463827.36,12789924.45,1534408.88,3997024.88,3584702.35,412322.52,656301.65,480565.15,6267096.84,528429.96,-2249228.21,-83880.5,-617074.17,-345316.48,-271757.68,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-09-01,2617811.49,996379.85,31.75,299544.19,1295955.79,1318748.42,9448987.06,10488100.25,9169351.83,-722135.41,5594599.24,1123090.82,6824585.5,13542275.56,12741979.11,1830864.66,3763734.58,3373834.45,389900.12,650746.28,472344.54,6333794.18,490791.33,-2332039.9,-158710.38,-563425.03,-381576.99,-181848.04,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
2021-10-01,2703422.9,987573.31,36.62,298830.96,1286440.89,1372671.14,9535950.16,10581729.53,9209058.39,-836562.5,5665030.77,1193767.79,6859642.66,13718441.21,12873441.18,1880145.12,3784885.64,3417754.5,367131.14,832708.47,361059.32,6358454.37,501188.29,-2300149.19,-252574.06,-583988.44,-358154.1,-225834.34,37.05,26.81,12.22,11.91,-278.63,-258.57,25.17,15.92,41.92,20.6,27.05,158.29,-4.59,-2.05,-24.29,12.61,67.14,-61.97,13.25,13.43,10.87,-9.8
