Date,petrol_price,formula_price_with_tax_petrol,formula_price_without_tax_petrol,brent_price_with_tax_petrol,brent_price_without_tax_petrol,diesel_price,formula_price_with_tax_diesel,formula_price_without_tax_diesel,brent_price_with_tax_diesel,brent_price_without_tax_diesel,Price,Open,High,Low,Vol.,Change %,central_bank_total_assets ,currency_in_circulation,gov_deposits_with_cb ,srr_commercial_bank_deposits,reserve_money,narrow_money_m1,broad_money_m2,broad_money_m2b,quasi_money_public,net_foreign_assets,credit_to_government_net, credit_to_public_corporations,credit_to_private_sector,total_domestic_credit,broad_money_m4,net_credit_to_gov_central_bank,net_credit_to_gov_commercial_total,net_credit_to_gov_commercial_dbu,net_credit_to_gov_commercial_obu,credit_to_sobes_dbu,credit_to_sobes_obu,credit_to_private_dbu,credit_to_private_obu,m2b_other_items_net,nfa_monetary_authorities,nfa_commercial_banks_total,nfa_commercial_banks_dbu,nfa_commercial_banks_obu,reserve_money_yoy_pct,narrow_money_m1_yoy_pct,broad_money_m2_yoy_pct ,broad_money_m2b_yoy_pct,money_supply_foreign_assets_yoy_pct ,nfa_monetary_authorities_yoy_pct,nfa_commercial_banks_total_yoy_pct ,nfa_commercial_banks_dbu_yoy_pct,nfa_commercial_banks_obu_yoy_pct,net_domestic_assets_yoy_pct ,net_credit_to_gov_yoy_pct,net_credit_to_gov_cb_yoy_pct,net_credit_to_gov_commercial_total_yoy_pct,net_credit_to_gov_commercial_dbu_yoy_pct,net_credit_to_gov_commercial_obu_yoy_pct,credit_to_public_corporations_yoy_pct,credit_to_sobes_dbu_yoy_pct,credit_to_sobes_obu_yoy_pct,credit_to_private_sector_yoy_pct,credit_to_private_dbu_yoy_pct,credit_to_private_obu_yoy_pct,m2b_other_items_net_yoy_pct,annual_cpi_inflation_rate,policy_rate,GDP_growth_imports,consumerprice_inflation,budget_surplus,treasury_bonds
2022-05-01,420.0,331.19,280.19,289.49,241.14,400.0,329.07,302.2,257.5,235.25,201.0,201.5,202.875,201.5,0.03K,-0.86%,4012040.24,1155711.44,27.51,259111.11,1414850.06,1603916.33,10117497.47,11896968.87,10293052.54,-2082815.68,6522545.34,1750138.88,7754787.37,16027471.58,14339713.64,2904795.68,3617749.65,3112707.0,505042.66,1528057.01,222081.87,6960157.0,794630.37,-2047687.03,-1546520.13,-536295.55,-559094.94,22799.39,36.57,28.67,12.21,18.58,-385.63,-543.01,31.07,-16.27,107.67,33.63,30.08,175.44,-8.64,-11.58,14.92,57.28,134.87,-51.94,19.28,15.44,68.21,5.49,7.015,13.5,4.103,7.014780712,-2057925.132,6967928.0
2022-06-01,470.0,416.19,359.8,337.14,285.76,460.0,389.14,358.39,304.13,278.87,201.0,202.5,202.875,201.5,0.03K,0.00%,4181727.23,1114776.48,23.22,337796.7,1452596.4,1545474.68,10143626.33,11901351.25,10355876.57,-2121925.21,6696887.42,1729109.1,7714171.48,16140168.0,14334869.81,3094135.92,3602751.51,3117428.9,485322.6,1525894.47,203214.62,6976071.71,738099.78,-2116891.55,-1612689.82,-509235.38,-560705.28,51469.9,36.39,19.5,11.03,17.08,-340.83,-626.07,35.37,-17.8,116.5,31.72,30.7,162.47,-8.68,-11.01,9.87,52.73,132.59,-57.31,17.15,14.36,52.32,3.55,7.015,13.5,4.103,7.014780712,-2057925.132,6967928.0
2022-07-01,450.0,439.18,381.32,354.06,301.61,440.0,451.7,416.91,320.76,294.43,202.75,202.875,202.875,201.5,0.03K,0.87%,4315561.98,1124364.71,20.14,312062.74,1436447.59,1564877.32,10253559.29,11955344.2,10390466.89,-2123834.18,6826396.24,1754015.32,7673136.16,16253547.72,14410025.3,3263877.27,3562518.97,3057498.55,505020.42,1629289.77,124725.55,6945710.4,727425.76,-2174369.33,-1686199.39,-437634.8,-586752.8,149118.01,35.02,18.83,10.62,16.03,-203.68,-16543.74,38.33,-35.4,153.98,27.96,26.15,130.17,-10.79,-14.25,18.1,53.74,149.25,-74.4,15.19,12.7,45.98,1.64,7.015,14.5,4.103,7.014780712,-2057925.132,6967928.0
2022-08-01,450.0,354.27,301.8,322.53,272.08,430.0,374.23,344.44,289.77,265.43,202.75,202.875,202.875,201.5,0.03K,0.87%,4369028.81,1079736.98,55.04,306455.63,1386247.65,1534114.13,10285938.02,11986911.2,10452797.07,-2035098.58,6990089.68,1699812.23,7614163.6,16304065.5,14450727.48,3311065.8,3679023.88,3212480.83,466543.05,1578341.06,121471.17,6887236.68,726926.92,-2282055.71,-1614856.54,-420242.04,-596824.86,176582.81,27.26,13.2,9.28,14.01,-190.33,-1825.19,31.9,-72.83,164.98,25.03,26.37,115.79,-7.96,-10.38,13.15,49.52,140.49,-74.72,12.05,9.9,37.56,-1.46,7.015,14.5,4.103,7.014780712,-2057925.132,6967928.0
2022-09-01,450.0,325.74,275.09,303.19,231.15,430.0,361.71,332.73,270.76,247.65,202.75,202.875,202.875,201.5,0.03K,0.87%,4366107.26,1043918.57,15.06,334644.94,1378578.58,1528594.95,10351443.54,12051480.03,10522885.08,-1892838.74,7043407.96,1703003.89,7576940.26,16323352.11,14539641.29,3302445.24,3740962.72,3272423.91,468538.81,1581034.95,121968.95,6864019.37,712920.89,-2379033.34,-1590817.24,-302021.5,-527609.97,225588.46,6.38,15.91,9.55,14.91,-162.12,-902.34,46.4,-38.27,224.05,24.39,25.9,80.38,-0.61,-3.01,20.17,51.64,142.96,-74.18,11.02,8.37,45.26,-2.02,7.015,14.5,4.103,7.014780712,-2057925.132,6967928.0
2022-10-01,370.0,292.54,243.99,285.25,237.17,415.0,333.56,306.4,253.11,231.15,202.75,202.0,202.875,201.5,0.04K,0.00%,4389005.01,1026031.85,15.09,315633.58,1341680.52,1456688.26,10338383.96,12045718.93,10589030.67,-1873197.19,7178423.23,1777762.27,7530109.68,16486295.18,14547031.11,3351742.9,3826680.33,3379908.33,446771.99,1707616.96,70145.31,6832265.3,697844.37,-2566578.1,-1635192.92,-238767.23,-522428.2,283660.97,4.29,6.12,8.42,13.84,-124.01,-547.41,59.11,-45.87,225.61,21.91,26.71,78.27,1.1,-1.11,21.69,48.92,105.07,-80.57,9.77,7.45,39.24,-11.58,7.015,14.5,4.103,7.014780712,-2057925.132,6967928.0
2022-11-01,370.0,287.58,239.35,291.22,242.76,430.0,348.66,320.52,258.97,236.63,202.75,202.0,202.875,201.5,0.04K,0.00%,4420038.89,1005778.22,12.48,312702.56,1318493.26,1457976.63,10416961.24,12162933.89,10704957.27,-1869981.8,7292623.13,1760362.13,7499228.73,16552213.99,14675978.22,3369790.62,3922832.51,3499590.62,423241.89,1698202.48,62159.66,6802512.22,696716.51,-2519298.29,-1639535.41,-230446.39,-523381.95,292935.56,2.38,7.59,9.53,15.33,-106.32,-396.96,60.02,-36.66,251.41,22.54,27.63,69.02,5.45,5.04,8.93,48.59,89.23,-78.36,8.37,5.96,39.34,-6.46,7.015,14.5,4.103,7.014780712,-2057925.132,6967928.0
2022-12-01,370.0,290.85,242.41,285.58,237.48,420.0,326.7,299.98,253.43,231.45,202.75,201.5,202.875,201.5,0.03K,0.00%,4510347.1,1026567.25,11.63,322809.7,1349388.58,1453597.21,10497052.43,12289636.9,10704957.27,-1766812.8,7471108.47,1749708.09,7411456.14,16632272.7,14839802.93,3432493.15,4038615.32,3639290.47,399324.85,1689403.64,60304.45,6732313.26,679142.88,-2575823.0,-1613860.86,-152951.94,-433455.72,280503.78,3.34,-0.43,8.9,15.42,-79.92,-316.74,74.28,-13.61,231.57,20.87,28.1,63.91,8.03,8.27,5.93,47.27,73.66,-71.99,6.16,3.59,40.74,-8.56,7.015,14.5,4.103,7.014780712,-2057925.132,6967928.0
2023-01-01,370.0,296.05,223.87,285.88,214.35,405.0,320.7,270.98,254.15,208.73,202.75,201.5,202.875,201.5,0.03K,0.00%,4571302.59,1030153.4,8.27,559557.47,1589719.15,1411365.74,10518322.59,12322462.08,10911096.34,-1572733.53,7611633.13,1750393.09,7315434.99,16677461.21,14891084.26,3409400.52,4202232.62,3807350.35,394882.27,1689983.86,60409.23,6670542.94,644892.05,-2782265.6,-1539645.28,-33088.25,-477028.02,443939.77,18.86,-5.93,8.99,15.51,-29.38,-132.32,94.02,-19.22,390.67,16.93,25.74,42.81,14.62,14.22,18.68,46.9,65.43,-64.46,4.24,2.16,32.08,-16.92,9.781,14.5,-19.875,49.72110211,-2459967.0,8722135.0
2023-02-01,400.0,322.66,248.79,292.11,220.18,405.0,324.65,274.68,260.28,214.47,363.0,367.5,368.0,365.5,0.03K,-1.22%,4566436.77,1026259.93,7.97,478416.84,1504684.74,1439319.98,10549863.95,12345802.73,10906482.74,-1434458.93,7470917.38,1714397.96,7257894.73,16443210.08,14905799.55,3154994.45,4315922.93,3956598.85,359324.09,1655777.15,58620.82,6640936.9,616957.83,-2662948.43,-1495995.09,61536.16,-446886.88,508423.04,13.63,-4.5,8.36,14.79,-12.51,-103.74,111.38,-0.49,629.28,14.54,22.48,29.18,18.0,18.03,17.68,38.54,54.13,-64.09,2.93,0.95,30.44,-12.9,9.781,14.5,-19.875,49.72110211,-2459967.0,8722135.0
2023-03-01,340.0,324.24,250.26,289.77,217.98,325.0,300.93,252.49,257.97,212.31,363.0,365.5,369.0,363.0,0.03K,0.00%,4606069.27,1110108.89,9.37,314092.97,1424211.23,1477960.64,10659665.06,12293351.27,10815390.63,-1173747.02,7568129.58,1607357.89,7138363.94,16313851.4,14868471.67,3209230.32,4358899.26,4035090.05,323809.21,1552761.09,54596.79,6587366.79,550997.15,-2846753.11,-1254001.93,80254.91,-414144.25,494399.16,2.71,-7.02,5.82,6.2,37.85,-4.21,111.71,31.79,732.73,0.02,15.44,19.63,12.54,17.65,-26.97,3.84,18.75,-77.28,-5.24,-3.69,-20.61,-31.02,9.781,15.5,-19.875,49.72110211,-2459967.0,8722135.0
2023-04-01,340.0,294.4,222.32,257.62,187.88,325.0,266.02,219.84,226.54,182.91,363.0,365.5,367.5,362.0,0.03K,0.00%,4564575.66,1104398.6,31.5,312643.83,1417073.93,1499439.84,10779420.33,12386649.99,10887210.14,-1039196.79,13425846.78,1151819.57,7087708.0,16330669.58,14981319.01,3214289.41,4876852.6,4561085.99,315766.6,1098775.73,53043.85,6537423.74,550284.26,-2904822.8,-1190891.57,151694.78,-358398.97,510093.76,-4.37,-8.3,5.82,3.74,52.66,18.56,120.7,49.02,1805.6,-5.02,23.16,11.24,32.52,43.45,-36.91,-33.23,-24.56,-80.24,-8.58,-6.01,-31.0,-51.97,9.781,15.5,-19.875,49.72110211,-2459967.0,8722135.0
2023-05-01,333.0,292.17,220.23,262.66,192.6,310.0,249.03,203.95,231.53,187.58,363.0,365.5,368.5,362.0,0.03K,0.00%,4619385.71,1072326.59,23.88,486773.82,1559124.3,1497035.32,10837893.1,12306549.59,10809514.27,-837581.02,13144130.61,1088572.52,6999016.29,16198490.35,14885173.44,3123740.66,4987160.88,4696747.31,290413.57,1040246.92,48325.6,6506795.47,492220.81,-3054359.74,-977423.67,139842.64,-337523.55,477366.19,10.2,-6.66,7.12,3.44,59.79,36.8,126.08,39.63,1993.77,-5.98,24.35,7.54,37.85,50.89,-42.5,-37.8,-31.92,-78.24,-8.58,-6.51,-38.06,-49.16,9.781,15.5,-19.875,49.72110211,-2459967.0,8722135.0
2023-06-01,318.0,286.43,191.45,264.23,170.66,310.0,247.18,178.83,233.56,166.09,363.0,365.5,368.5,362.0,0.03K,0.00%,4752323.06,1123316.72,14.91,312479.23,1435810.87,1552375.12,10973953.34,12516610.27,10964235.15,-807980.84,13324591.11,1103002.31,7072741.76,16436750.11,15092543.35,3178561.56,5082444.48,4782762.62,299681.86,1048381.38,54620.93,6552716.43,520025.33,-3112159.0,-962980.5,154999.66,-388171.08,543170.74,-1.16,-6.66,8.19,5.17,61.92,40.29,130.44,30.77,955.32,-4.98,23.36,2.73,41.07,53.42,-38.25,-36.21,-31.29,-73.12,-8.31,-6.07,-38.06,-47.02,9.781,13.0,-19.875,49.72110211,-2459967.0,8722135.0
2023-07-01,348.0,286.11,191.15,256.38,163.31,308.0,247.07,178.73,225.89,158.92,363.0,365.5,368.5,362.0,0.03K,0.00%,4957666.21,1096017.8,20.17,277744.28,1373782.25,1531451.06,11080818.8,12726250.77,11194799.71,-707023.23,13433274.0,1103002.31,7072741.76,16739406.62,15334724.26,3206459.5,5342950.51,5022561.23,320389.28,1048381.38,58561.11,6552716.43,535773.23,-3306132.63,-982421.57,275398.34,-355209.46,630607.8,-4.36,-2.14,8.07,5.17,66.71,41.74,162.93,39.46,322.89,-4.59,25.24,-1.76,49.98,64.27,-36.56,-36.21,-31.29,-73.12,-8.31,-6.07,-38.06,-52.05,9.781,11.0,-19.875,49.72110211,-2459967.0,8722135.0
2023-08-01,348.0,310.63,214.11,285.27,190.36,306.0,281.53,210.96,254.19,185.39,363.0,365.5,368.5,362.0,0.03K,0.00%,4598020.85,1113759.25,4.44,293555.05,1407318.73,1516428.39,11041442.99,12697898.55,11181470.16,-611500.27,13309398.81,1103002.31,7072741.76,16654550.35,15330117.35,3054733.61,5410544.92,5141016.94,269527.98,1048381.38,57059.48,6552716.43,510503.64,-3345151.54,-957681.83,346181.56,-290229.78,636411.35,1.52,-1.15,8.07,5.93,69.95,40.7,182.38,51.37,260.4,-5.08,21.1,-7.74,47.06,60.03,-42.23,-36.21,-31.29,-53.03,-8.31,-6.07,-29.77,-46.59,9.781,11.0,-19.875,49.72110211,-2459967.0,8722135.0
2023-09-01,361.0,331.9,234.03,292.65,197.27,341.0,322.18,248.98,261.43,192.16,367.5,365.5,368.5,363.5,0.03K,1.24%,3949750.59,1112393.13,33.98,131573.45,1244000.55,1521126.37,11125179.99,12805663.06,11284536.69,-560172.76,13309398.81,1103002.31,7072741.76,16053776.64,15445810.64,3054733.61,5362075.87,5118491.66,243584.2,1048381.38,57624.31,6552716.43,504424.22,-3345151.54,-986567.07,426394.31,-269175.79,695570.1,-9.76,-0.49,7.47,6.26,70.41,37.98,241.18,48.98,208.34,-5.08,10.56,-26.57,43.33,56.41,-48.01,-35.14,-33.78,-52.75,-5.47,-3.0,-29.77,-12.98,9.781,11.0,-19.875,49.72110211,-2459967.0,8722135.0
2023-10-01,365.0,340.79,242.35,309.64,213.19,351.0,335.67,261.6,278.14,207.79,367.5,365.0,367.5,360.5,0.03K,0.00%,3924731.37,1080712.44,7.61,315808.84,1396528.89,1497679.67,11175222.56,12859380.24,11361700.57,-523104.41,7692399.48,1115340.52,7200520.01,16008260.01,15521784.07,2353576.34,5338823.14,5093541.14,245282.0,1057639.02,57701.5,6676274.59,524245.42,-2625775.37,-919070.07,395965.67,-270333.61,666299.28,4.09,2.81,8.09,6.75,72.07,43.79,266.37,48.18,134.89,-3.85,7.16,-29.78,39.52,50.7,-45.1,-37.26,-38.06,-17.74,-4.38,-2.28,-24.88,-2.27,9.781,10.0,-19.875,49.72110211,-2459967.0,8722135.0
2023-11-01,356.0,315.2,218.39,304.51,208.38,356.0,318.14,245.21,273.08,203.06,366.5,365.0,368.0,360.5,0.03K,-0.27%,3910292.38,1104810.35,13.14,306403.76,1411227.25,1507035.85,11243554.45,12929536.47,11422501.62,-572290.59,7722496.09,1125367.46,7263858.49,16111722.05,15591989.66,2317369.29,5405126.8,5174751.21,230375.58,1066988.71,58378.75,6737754.96,526103.53,-2609894.99,-887127.32,314836.73,-320674.87,635511.6,7.03,3.36,7.94,6.3,69.4,45.89,236.62,38.73,134.89,-3.78,5.89,-31.23,37.79,47.87,-45.57,-36.07,-37.17,-6.08,-3.14,-0.95,-24.49,-3.6,9.781,9.0,-19.875,49.72110211,-2459967.0,8722135.0
2024-01-01,366.0,340.76,205.09,314.88,183.13,358.0,316.57,214.04,286.57,178.26,322.75,324.0,324.025,322.65,0.03K,-0.32%,4106349.14,1170831.6,14.11,317768.51,1488614.22,1606556.37,11449588.37,13114943.1,11508386.73,-399959.83,8335127.68,747019.34,7314212.21,16396359.24,15861418.3,2284586.9,6050540.78,5850518.03,200022.78,691063.99,55955.35,6768976.45,545235.76,-2881456.3,-745063.71,345103.87,-302144.11,647247.98,-6.36,13.83,8.85,6.43,74.57,51.61,1142.98,36.66,45.8,-2.74,9.51,-32.99,43.98,53.66,-49.34,-57.32,-59.11,-7.37,-0.02,1.48,-15.45,-3.57,9.833,9.0,6.455,16.54117423,-2282267.055,8722135.0
2024-02-01,370.83,346.68,210.11,314.9,183.15,362.83,317.26,214.63,286.62,178.3,321.5,321.0,321.75,320.25,0.03K,-0.39%,3889625.61,1193662.71,15.64,220040.01,1413718.36,1626764.44,11566975.46,13201129.64,11508386.73,-320232.72,8316998.29,733021.08,7321482.36,16371501.74,15953433.79,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-57.24,-59.02,-7.05,0.88,2.27,-14.16,-7.03,9.833,9.0,6.455,16.54117423,-2282267.055,8722135.0
2024-03-01,371.0,352.48,215.02,315.68,183.81,363.0,321.07,217.85,287.48,178.99,322.5,321.45,322.825,321.35,0.03K,0.31%,3959344.55,1193662.71,15.64,220040.01,1413718.36,1720477.75,11737487.55,13324620.26,11508386.73,-172182.53,8316998.29,733021.08,7321482.36,16371501.74,16081094.16,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03,9.833,8.5,6.455,16.54117423,-2282267.055,8722135.0
2024-04-01,371.0,351.74,214.4,318.78,186.44,363.0,311.27,209.57,290.76,181.61,322.5,322.75,322.75,322.125,0.03K,0.00%,3942414.59,1193662.71,15.64,220040.01,1413718.36,1736913.51,11870373.85,13419979.16,11508386.73,-52893.2,8316998.29,733021.08,7321482.36,16371501.74,16190869.63,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03,9.833,8.5,6.455,16.54117423,-2282267.055,8722135.0
2024-05-01,368.0,357.64,219.4,325.0,191.72,333.0,307.29,206.2,297.28,186.82,322.5,322.45,322.7,322.2,0.03K,0.00%,3932120.46,1193662.71,15.64,220040.01,1413718.36,1732631.17,12029766.33,13616376.74,11508386.73,93944.16,8316998.29,733021.08,7321482.36,16371501.74,16404487.35,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03,9.833,8.5,6.455,16.54117423,-2282267.055,8722135.0
2024-06-01,355.0,330.67,196.53,311.14,179.96,317.0,290.06,191.63,282.84,175.28,322.5,322.45,322.7,322.2,0.03K,0.00%,4001316.28,1193662.71,15.64,220040.01,1413718.36,1768403.98,12121485.77,13747925.35,11508386.73,180232.88,8316998.29,733021.08,7321482.36,16371501.74,16549493.98,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03,9.833,8.5,6.455,16.54117423,-2282267.055,8722135.0
2024-07-01,344.0,327.33,193.69,313.67,182.11,317.0,295.32,196.08,285.43,177.35,322.5,322.45,322.7,322.2,0.03K,0.00%,3878742.33,1193662.71,15.64,220040.01,1413718.36,1768603.51,12193216.06,13824576.04,11508386.73,220224.43,8316998.29,733021.08,7321482.36,16371501.74,16626663.56,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03,9.833,8.25,6.455,16.54117423,-2282267.055,8722135.0
2024-08-01,344.0,335.96,201.01,316.17,184.23,317.0,298.05,198.38,288.05,179.44,322.2,322.25,322.55,322.075,0.03K,-0.09%,3952330.75,1193662.71,15.64,220040.01,1413718.36,1800577.89,12228642.15,13876778.45,11508386.73,293329.17,8316998.29,733021.08,7321482.36,16371501.74,16626663.56,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03,9.833,8.25,6.455,16.54117423,-2282267.055,8722135.0
2024-09-01,332.0,315.01,183.24,301.35,171.66,307.0,278.81,182.11,272.63,167.12,322.4,322.5,322.65,322.3,0.03K,0.06%,3952330.75,1193662.71,15.64,220040.01,1413718.36,1800577.89,12228642.15,13876778.45,11508386.73,293329.17,8316998.29,733021.08,7321482.36,16371501.74,16626663.56,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03,9.833,8.25,6.455,16.54117423,-2282267.055,8722135.0
2024-10-01,311.0,300.51,170.95,287.46,159.88,283.0,260.82,166.89,258.15,155.55,322.75,322.475,323.05,322.375,0.03K,0.11%,3952330.75,1193662.71,15.64,220040.01,1413718.36,1800577.89,12228642.15,13876778.45,11508386.73,293329.17,8316998.29,733021.08,7321482.36,16371501.74,16626663.56,2163639.33,6153358.96,5964452.39,188906.57,678535.79,54485.3,6791896.45,529585.91,-2850139.38,-686116.01,365883.29,-233838.43,599721.72,-6.04,13.02,9.64,6.93,77.68,54.14,494.58,47.67,17.96,-1.88,11.32,-31.42,42.57,50.74,-47.43,-55.6,-59.02,-7.05,3.6,2.27,-14.16,-7.03,9.833,8.25,6.455,16.54117423,-2282267.055,8722135.0
